Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
An Introduction to Quantum Programming in Quipper,Reversible Computation,,,,10.1007/978-3-642-38986-3_10,Alexander S. GreenPeter LeFanu LumsdaineNeil J. RossPeter SelingerBenoît Valiron,2013,https://link.springer.com/chapter/10.1007/978-3-642-38986-3_10,Conference paper
Optimal Power Flow Solution Using Self–Evolving Brain–Storming Inclusive Teaching–Learning–Based Algorithm,Advances in Swarm Intelligence,,,,10.1007/978-3-642-38703-6_40,K. R. KrishnanandSyed Muhammad Farzan HasaniBijaya Ketan PanigrahiSanjib Kumar Panda,2013,https://link.springer.com/chapter/10.1007/978-3-642-38703-6_40,Conference paper
Alternative OVA Proposals for Cooperative Competitive RBFN Design in Classification Tasks,Advances in Computational Intelligence,,,,10.1007/978-3-642-38679-4_32,Francisco Charte OjedaAntonio Jesús Rivera RivasMaría Dolores Pérez-GodoyMaría Jose del Jesus,2013,https://link.springer.com/chapter/10.1007/978-3-642-38679-4_32,Conference paper
The Hybrid Algorithm for Procedural Generation of Virtual Scene Components,Advances in Visual Computing,,,,10.1007/978-3-642-33191-6_31,Tomasz ZawadzkiDominik Kujawa,2012,https://link.springer.com/chapter/10.1007/978-3-642-33191-6_31,Conference paper
Soft Clustering to Determine Ambiguous Regions during Medical Images Segmentation,"Rough Sets, Fuzzy Sets, Data Mining, and Granular Computing",,,,10.1007/978-3-642-41218-9_39,Manish JoshiMonica Mundada,2013,https://link.springer.com/chapter/10.1007/978-3-642-41218-9_39,Conference paper
Application of Advanced Hybrid Genetic Algorithms for Optimal Locations of High School,Computational Science and Its Applications – ICCSA 2013,,,,10.1007/978-3-642-39649-6_21,Meher Nigar NeemaKhandoker M. ManiruzzamanAkira Ohgai,2013,https://link.springer.com/chapter/10.1007/978-3-642-39649-6_21,Conference paper
Parallel Quantum Algorithm for Finding the Consistency of Saaty’s Matrices,Parallel Processing and Applied Mathematics,,,,10.1007/978-3-642-31464-3_11,Henryk PiechOlga Siedlecka-Lamch,2012,https://link.springer.com/chapter/10.1007/978-3-642-31464-3_11,Conference paper
Hybrid Genetic-Fuzzy Algorithm for Variable Selection in Spectroscopy,Artificial Intelligence and Soft Computing,,,,10.1007/978-3-642-38610-7_3,Telma Woerle de LimaAnderson da Silva SoaresClarimar José CoelhoRogério Lopes SalviniGustavo Teodoro Laureano,2013,https://link.springer.com/chapter/10.1007/978-3-642-38610-7_3,Conference paper
A Hierarchical Approach to Optimal Transport,Scale Space and Variational Methods in Computer Vision,,,,10.1007/978-3-642-38267-3_38,Bernhard SchmitzerChristoph Schnörr,2013,https://link.springer.com/chapter/10.1007/978-3-642-38267-3_38,Conference paper
A Time-Efficient Output-Sensitive Quantum Algorithm for Boolean Matrix Multiplication,Algorithms and Computation,,,,10.1007/978-3-642-35261-4_66,François Le Gall,2012,https://link.springer.com/chapter/10.1007/978-3-642-35261-4_66,Conference paper
Search by Quantum Walks on Two-Dimensional Grid without Amplitude Amplification,"Theory of Quantum Computation, Communication, and Cryptography",,,,10.1007/978-3-642-35656-8_7,Andris AmbainisArtūrs BačkursNikolajs NahimovsRaitis OzolsAlexander Rivosh,2013,https://link.springer.com/chapter/10.1007/978-3-642-35656-8_7,Conference paper
A Novel Two-Level Hybrid Algorithm for Multiple Traveling Salesman Problems,Advances in Swarm Intelligence,,,,10.1007/978-3-642-30976-2_60,Qingsheng YuDong WangDongmei LinYa LiChen Wu,2012,https://link.springer.com/chapter/10.1007/978-3-642-30976-2_60,Conference paper
A Quantum Protocol for Sampling Correlated Equilibria Unconditionally and without a Mediator,"Theory of Quantum Computation, Communication, and Cryptography",,,,10.1007/978-3-642-35656-8_2,Iordanis KerenidisShengyu Zhang,2013,https://link.springer.com/chapter/10.1007/978-3-642-35656-8_2,Conference paper
Using Bees Hill Flux Balance Analysis (BHFBA) for in silico Microbial Strain Optimization,Intelligent Information and Database Systems,,,,10.1007/978-3-642-36546-1_39,Yee Wen ChoonMohd Saberi Bin MohamadSafaai DerisRosli Md. IlliasLian En ChaiChuii Khim Chong,2013,https://link.springer.com/chapter/10.1007/978-3-642-36546-1_39,Conference paper
An Approach Based on Evaluation Particle Swarm Optimization Algorithm for 2D Irregular Cutting Stock Problem,Advances in Swarm Intelligence,,,,10.1007/978-3-642-38703-6_20,Yan-xin XuGen-Ke YangChang-chun Pan,2013,https://link.springer.com/chapter/10.1007/978-3-642-38703-6_20,Conference paper
Hybrid Multiobjective Artificial Bee Colony with Differential Evolution Applied to Motif Finding,"Evolutionary Computation, Machine Learning and Data Mining in Bioinformatics",,,,10.1007/978-3-642-37189-9_7,David L. González-ÁlvarezMiguel A. Vega-Rodríguez,2013,https://link.springer.com/chapter/10.1007/978-3-642-37189-9_7,Conference paper
Hybrid Approach Using Rough Sets and Fuzzy Logic to Pattern Recognition Task,Hybrid Artificial Intelligent Systems,,,,10.1007/978-3-642-40846-5_42,Andrzej ZolnierekMarcin Majak,2013,https://link.springer.com/chapter/10.1007/978-3-642-40846-5_42,Conference paper
An Incremental Points-to Analysis with CFL-Reachability,Compiler Construction,,,,10.1007/978-3-642-37051-9_4,Yi LuLei ShangXinwei XieJingling Xue,2013,https://link.springer.com/chapter/10.1007/978-3-642-37051-9_4,Conference paper
Simulation-Based Design of Production Networks for Manufacturing of Personalised Products,Advances in Production Management Systems. Competitive Manufacturing for Innovative Products and Services,,,,10.1007/978-3-642-40352-1_38,Dimitris MourtzisMichalis DoukasFoivos Psarommatis,2013,https://link.springer.com/chapter/10.1007/978-3-642-40352-1_38,Conference paper
Simulation of Quantum Error Correction with Mathematica,Computer Algebra in Scientific Computing,,,,10.1007/978-3-319-02297-0_9,Vladimir P. GerdtAlexander N. Prokopenya,2013,https://link.springer.com/chapter/10.1007/978-3-319-02297-0_9,Conference paper
Identifying Gene Knockout Strategy Using Bees Hill Flux Balance Analysis (BHFBA) for Improving the Production of Succinic Acid and Glycerol in Saccharomyces cerevisiae,Trends and Applications in Knowledge Discovery and Data Mining,,,,10.1007/978-3-642-40319-4_20,Yee Wen ChoonMohd Saberi MohamadSafaai DerisRosli Md. IlliasLian En ChaiChuii Khim Chong,2013,https://link.springer.com/chapter/10.1007/978-3-642-40319-4_20,Conference paper
Load Information Based Priority Dependant Heuristic for Manpower Scheduling Problem in Remanufacturing,"Swarm, Evolutionary, and Memetic Computing",,,,10.1007/978-3-319-03753-0_6,Shantanab DebchoudhuryDebabrota BasuKai-Zhou GaoPonnuthurai Nagaratnam Suganthan,2013,https://link.springer.com/chapter/10.1007/978-3-319-03753-0_6,Conference paper
Automatic Design of Hybrid Stochastic Local Search Algorithms,Hybrid Metaheuristics,,,,10.1007/978-3-642-38516-2_12,Marie-Eléonore MarmionFranco MasciaManuel López-IbáñezThomas Stützle,2013,https://link.springer.com/chapter/10.1007/978-3-642-38516-2_12,Conference paper
Multi-Objective Large Neighborhood Search,Principles and Practice of Constraint Programming,,,,10.1007/978-3-642-40627-0_46,Pierre SchausRenaud Hartert,2013,https://link.springer.com/chapter/10.1007/978-3-642-40627-0_46,Conference paper
HySARC2: Hybrid Scheduling Algorithm Based on Resource Clustering in Cloud Environments,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-3-319-03859-9_36,Mihaela-Andreea VasileFlorin PopRadu-Ioan TutueanuValentin Cristea,2013,https://link.springer.com/chapter/10.1007/978-3-319-03859-9_36,Conference paper
Optimized Adaptive Hybrid Indexing for In-memory Column Stores,Database Systems for Advanced Applications,,,,10.1007/978-3-642-40270-8_9,Zhongbin XueXiongpai QinXuan ZhouShan WangAnxuan Yu,2013,https://link.springer.com/chapter/10.1007/978-3-642-40270-8_9,Conference paper
Energy Consumption Prediction in Ironmaking Process Using Hybrid Algorithm of SVM and PSO,Advances in Neural Networks – ISNN 2012,,,,10.1007/978-3-642-31362-2_65,Yanyan ZhangXiaolei ZhangLixin Tang,2012,https://link.springer.com/chapter/10.1007/978-3-642-31362-2_65,Conference paper
Dominator Certification and Independent Spanning Trees: An Experimental Study,Experimental Algorithms,,,,10.1007/978-3-642-38527-8_26,Loukas GeorgiadisLuigi LauraNikos ParotsidisRobert E. Tarjan,2013,https://link.springer.com/chapter/10.1007/978-3-642-38527-8_26,Conference paper
Data Mining and Modelling for Wave Power Applications Using Hybrid SOM-NG Algorithm,Engineering Applications of Neural Networks,,,,10.1007/978-3-642-41013-0_36,Mario J. Crespo-RamosIván Machón-GonzálezHilario López-GarcíaJose Luis Calvo-Rolle,2013,https://link.springer.com/chapter/10.1007/978-3-642-41013-0_36,Conference paper
Indirect Adaptive Control with Fuzzy Neural Networks via Kernel Smoothing,Advances in Computational Intelligence,,,,10.1007/978-3-642-37798-3_34,Israel Cruz VegaLuis Moreno-AhedoWen Yu Liu,2013,https://link.springer.com/chapter/10.1007/978-3-642-37798-3_34,Conference paper
Hybrid PSO and GA for Neural Network Evolutionary in Monthly Rainfall Forecasting,Intelligent Information and Database Systems,,,,10.1007/978-3-642-36546-1_9,Linli JiangJiansheng Wu,2013,https://link.springer.com/chapter/10.1007/978-3-642-36546-1_9,Conference paper
Evaluating Recommender System Using Multiagent-Based Simulator,Recent Progress in Data Engineering and Internet Technology,,,,10.1007/978-3-642-28807-4_22,Ryosuke SagaKouki OkamotoHiroshi TsujiKazunori Matsumoto,2013,https://link.springer.com/chapter/10.1007/978-3-642-28807-4_22,Conference paper
"Some Improvements of Parallel Random Projection for Finding Planted (l,d)-Motifs",Theory and Practice of Computation,,,,10.1007/978-4-431-54436-4_5,Jhoirene B. ClementeHenry N. Adorna,2013,https://link.springer.com/chapter/10.1007/978-4-431-54436-4_5,Conference paper
Abstract Quantum Automata as Formal Models of Quantum Information Processing Systems,"ICT in Education, Research, and Industrial Applications",,,,10.1007/978-3-642-35737-4_2,Mizal AlobaidiAndriy BatyivGrygoriy Zholtkevych,2013,https://link.springer.com/chapter/10.1007/978-3-642-35737-4_2,Conference paper
Biomedical Imaging: A Computer Vision Perspective,Computer Analysis of Images and Patterns,,,,10.1007/978-3-642-40261-6_1,Xiaoyi JiangMohammad DawoodFabian GigengackBenjamin RisseSönke SchmidDaniel TenbrinckKlaus Schäfers,2013,https://link.springer.com/chapter/10.1007/978-3-642-40261-6_1,Conference paper
Leveraging Visual Features and Hierarchical Dependencies for Conference Information Extraction,Web Technologies and Applications,,,,10.1007/978-3-642-37401-2_41,Yue YouGuandong XuJian CaoYanchun ZhangGuangyan Huang,2013,https://link.springer.com/chapter/10.1007/978-3-642-37401-2_41,Conference paper
Hybrid Metaheuristics for the Far From Most String Problem,Hybrid Metaheuristics,,,,10.1007/978-3-642-38516-2_14,Daniele FeronePaola FestaMauricio G. C. Resende,2013,https://link.springer.com/chapter/10.1007/978-3-642-38516-2_14,Conference paper
An Energy-Efficient Coverage Optimization Method for the Wireless Sensor Networks Based on Multi-objective Quantum-Inspired Cultural Algorithm,Advances in Neural Networks – ISNN 2013,,,,10.1007/978-3-642-39065-4_42,Yinan GuoDandan LiuMeirong ChenYun Liu,2013,https://link.springer.com/chapter/10.1007/978-3-642-39065-4_42,Conference paper
Multi-objective Quantum Cultural Algorithm and Its Application in the Wireless Sensor Networks’ Energy-Efficient Coverage Optimization,Intelligent Data Engineering and Automated Learning – IDEAL 2013,,,,10.1007/978-3-642-41278-3_20,Yi-nan GuoMeirong ChenChun Wang,2013,https://link.springer.com/chapter/10.1007/978-3-642-41278-3_20,Conference paper
Dependency-Based Algorithms for Answer Validation Task in Russian Question Answering,Language Processing and Knowledge in the Web,,,,10.1007/978-3-642-40722-2_20,Alexander Solovyev,2013,https://link.springer.com/chapter/10.1007/978-3-642-40722-2_20,Conference paper
Solution of Optimal Reactive Power Dispatch by an Opposition-Based Gravitational Search Algorithm,"Swarm, Evolutionary, and Memetic Computing",,,,10.1007/978-3-319-03753-0_50,Binod ShawV. MukherjeeSakti Prasad Ghoshal,2013,https://link.springer.com/chapter/10.1007/978-3-319-03753-0_50,Conference paper
Workgroups Diversity Maximization: A Metaheuristic Approach,Hybrid Metaheuristics,,,,10.1007/978-3-642-38516-2_10,Marco CasertaStefan Voß,2013,https://link.springer.com/chapter/10.1007/978-3-642-38516-2_10,Conference paper
Hybird Evolutionary Algorithms for Artificial Neural Network Training in Rainfall Forecasting,Advances in Neural Networks – ISNN 2013,,,,10.1007/978-3-642-39068-5_44,Linli JiangJiansheng Wu,2013,https://link.springer.com/chapter/10.1007/978-3-642-39068-5_44,Conference paper
Differentially Private Multi-dimensional Time Series Release for Traffic Monitoring,Data and Applications Security and Privacy XXVII,,,,10.1007/978-3-642-39256-6_3,Liyue FanLi XiongVaidy Sunderam,2013,https://link.springer.com/chapter/10.1007/978-3-642-39256-6_3,Conference paper
Prolog and ASP Inference under One Roof,Logic Programming and Nonmonotonic Reasoning,,,,10.1007/978-3-642-40564-8_15,Marcello BalducciniYuliya LierlerPeter Schüller,2013,https://link.springer.com/chapter/10.1007/978-3-642-40564-8_15,Conference paper
Neural Network Algorithm Variants for Malaysian Weather Prediction,Soft Computing Applications and Intelligent Systems,,,,10.1007/978-3-642-40567-9_11,Siti Nur Kamaliah KamarudinAzuraliza Abu Bakar,2013,https://link.springer.com/chapter/10.1007/978-3-642-40567-9_11,Conference paper
Application of a Hybrid Algorithm for Non–humanoid Skeleton Model Estimation from Motion Capture Data,Computer Vision and Graphics,,,,10.1007/978-3-642-33564-8_12,Łukasz JanikKarol JędrasiakKonrad WojciechowskiAndrzej Polański,2012,https://link.springer.com/chapter/10.1007/978-3-642-33564-8_12,Conference paper
A New Image Binarization Technique by Classifying Document Images,Pattern Recognition and Machine Intelligence,,,,10.1007/978-3-642-45062-4_74,Soumik DattaPawan Kumar SinghRam SarkarMitaNasipuri,2013,https://link.springer.com/chapter/10.1007/978-3-642-45062-4_74,Conference paper
CWMA: Circular Window Matching Algorithm,"Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications",,,,10.1007/978-3-642-41822-8_55,Daniel Miramontes-JaramilloVitaly KoberVíctor Hugo Díaz-Ramírez,2013,https://link.springer.com/chapter/10.1007/978-3-642-41822-8_55,Conference paper
Flickr Group Recommendation Based on User-Generated Tags and Social Relations via Topic Model,Advances in Neural Networks – ISNN 2013,,,,10.1007/978-3-642-39068-5_62,Nan ZhengHongyun Bao,2013,https://link.springer.com/chapter/10.1007/978-3-642-39068-5_62,Conference paper
Solving Games Using Incremental Induction,Integrated Formal Methods,,,,10.1007/978-3-642-38613-8_13,Andreas MorgensternManuel GesellKlaus Schneider,2013,https://link.springer.com/chapter/10.1007/978-3-642-38613-8_13,Conference paper
Reduction of Ballistocardiogram Artifact Using EMD-AF,Neural Information Processing,,,,10.1007/978-3-642-42051-1_66,Ehtasham JavedIbrahima FayeAamir Saeed Malik,2013,https://link.springer.com/chapter/10.1007/978-3-642-42051-1_66,Conference paper
Combining Genetic Algorithm and Simulated Annealing Methods for Reconstructing HV-Convex Binary Matrices,Hybrid Metaheuristics,,,,10.1007/978-3-642-38516-2_7,Hadded MohamedHasni Hamadi,2013,https://link.springer.com/chapter/10.1007/978-3-642-38516-2_7,Conference paper
A Coupled Clustering Approach for Items Recommendation,Advances in Knowledge Discovery and Data Mining,,,,10.1007/978-3-642-37456-2_31,Yonghong YuCan WangYang GaoLongbing CaoXixi Chen,2013,https://link.springer.com/chapter/10.1007/978-3-642-37456-2_31,Conference paper
Constraint Optimization for Timetabling Problems Using a Constraint Driven Solution Model,AI 2013: Advances in Artificial Intelligence,,,,10.1007/978-3-319-03680-9_21,Anurag SharmaDharmendra Sharma,2013,https://link.springer.com/chapter/10.1007/978-3-319-03680-9_21,Conference paper
GA-Based Hybrid Algorithm for MBR Problem of FIPP p-Cycles for Node Failure on Survivable WDM Networks,Bio-Inspired Computing and Applications,,,,10.1007/978-3-642-24553-4_26,Der-Rong Din,2012,https://link.springer.com/chapter/10.1007/978-3-642-24553-4_26,Conference paper
Estimation of Precipitable Water Vapor Using an Adaptive Neuro-fuzzy Inference System Technique,Information and Communication Technology,,,,10.1007/978-3-642-36818-9_22,Wayan SupartaKemal Maulana Alhasa,2013,https://link.springer.com/chapter/10.1007/978-3-642-36818-9_22,Conference paper
Artificial Bee Colony Algorithm for Modular Neural Network,Advances in Neural Networks – ISNN 2013,,,,10.1007/978-3-642-39065-4_43,Chen Zhuo-MingWang Yun-XiaLing Wei-XinXing ZhenXiao Han-Lin-Wei,2013,https://link.springer.com/chapter/10.1007/978-3-642-39065-4_43,Conference paper
Improving MLP Neural Network Performance by Noise Reduction,Theory and Practice of Natural Computing,,,,10.1007/978-3-642-45008-2_11,Mirosław KordosAndrzej Rusiecki,2013,https://link.springer.com/chapter/10.1007/978-3-642-45008-2_11,Conference paper
Computational Algorithmic Generation of High-Quality Colour Patterns,Information and Software Technologies,,,,10.1007/978-3-642-41947-8_24,Alfonsas MisevičiusEvaldas GuogisEvelina Stanevičienė,2013,https://link.springer.com/chapter/10.1007/978-3-642-41947-8_24,Conference paper
Software Speed Records for Lattice-Based Signatures,Post-Quantum Cryptography,,,,10.1007/978-3-642-38616-9_5,Tim GüneysuTobias OderThomas PöppelmannPeter Schwabe,2013,https://link.springer.com/chapter/10.1007/978-3-642-38616-9_5,Conference paper
On the Tree Structure Used by Lazy Propagation for Inference in Bayesian Networks,Symbolic and Quantitative Approaches to Reasoning with Uncertainty,,,,10.1007/978-3-642-39091-3_34,Anders L. MadsenCory Butz,2013,https://link.springer.com/chapter/10.1007/978-3-642-39091-3_34,Conference paper
Detection and Removal of Scratches in Images,Mining Intelligence and Knowledge Exploration,,,,10.1007/978-3-319-03844-5_22,S. BhuvaneswariT. S. SubashiniN. Thillaigovindan,2013,https://link.springer.com/chapter/10.1007/978-3-319-03844-5_22,Conference paper
Optimized Neural Network Ensemble by Combination of Particle Swarm Optimization and Differential Evolution,Advances in Neural Networks – ISNN 2013,,,,10.1007/978-3-642-39065-4_45,Zeng-Shun ZhaoXiang FengFang WeiShi-Ku WangMao-Yong CaoZeng-Guang Hou,2013,https://link.springer.com/chapter/10.1007/978-3-642-39065-4_45,Conference paper
A Case Study on Multi-Criteria Optimization of an Event Detection Software under Limited Budgets,Evolutionary Multi-Criterion Optimization,,,,10.1007/978-3-642-37140-0_56,Martin ZaeffererThomas Bartz-BeielsteinBoris NaujoksTobias WagnerMichael Emmerich,2013,https://link.springer.com/chapter/10.1007/978-3-642-37140-0_56,Conference paper
Dynamic-Radius Species-Conserving Genetic Algorithm for the Financial Forecasting of Dow Jones Index Stocks,Machine Learning and Data Mining in Pattern Recognition,,,,10.1007/978-3-642-39712-7_3,Michael Scott BrownMichael J. PelosiHenry Dirska,2013,https://link.springer.com/chapter/10.1007/978-3-642-39712-7_3,Conference paper
A Two Stage Approach for High School Timetabling,Neural Information Processing,,,,10.1007/978-3-642-42054-2_9,Moh’d Khaled Yousef ShambourAhamad Tajudin KhaderAhmed KheiriEnder Özcan,2013,https://link.springer.com/chapter/10.1007/978-3-642-42054-2_9,Conference paper
TagRank: A New Tag Recommendation Algorithm and Recommender Enhancement with Data Fusion Techniques,Social Media Retrieval and Mining,,,,10.1007/978-3-642-41629-3_7,Feichao MaWenqing WangZhihong Deng,2013,https://link.springer.com/chapter/10.1007/978-3-642-41629-3_7,Conference paper
Heart Disease Classification Using PCA and Feed Forward Neural Networks,Mining Intelligence and Knowledge Exploration,,,,10.1007/978-3-319-03844-5_10,T. SanthanamE. P. Ephzibah,2013,https://link.springer.com/chapter/10.1007/978-3-319-03844-5_10,Conference paper
Application of the MOAA to Satellite Constellation Refueling Optimization,Evolutionary Multi-Criterion Optimization,,,,10.1007/978-3-642-37140-0_50,Valerio LattaruloJin ZhangGeoffrey T. Parks,2013,https://link.springer.com/chapter/10.1007/978-3-642-37140-0_50,Conference paper
A Geometric Evaluation of Self-Organizing Map and Application to City Data Analysis,Multi-disciplinary Trends in Artificial Intelligence,,,,10.1007/978-3-642-44949-9_16,Shigehiro OharaKeisuke YamazakiSumio Watanabe,2013,https://link.springer.com/chapter/10.1007/978-3-642-44949-9_16,Conference paper
Theoretical Analysis and Optimization of Nonlinear ODE Systems for Marine Ecosystem Models,System Modeling and Optimization,,,,10.1007/978-3-642-36062-6_50,Anna HeinleThomas Slawig,2013,https://link.springer.com/chapter/10.1007/978-3-642-36062-6_50,Conference paper
Introducing Periodic Parameters in a Marine Ecosystem Model Using Discrete Linear Quadratic Control,System Modeling and Optimization,,,,10.1007/978-3-642-36062-6_48,Mustapha El JarbiThomas SlawigAndreas Oschlies,2013,https://link.springer.com/chapter/10.1007/978-3-642-36062-6_48,Conference paper
Advanced Optimization by Progressive Mapping Search Method of PSO and Neural Network,"Swarm, Evolutionary, and Memetic Computing",,,,10.1007/978-3-319-03756-1_56,Dong Hwa KimJin Ill ParkX. Z. Gao,2013,https://link.springer.com/chapter/10.1007/978-3-319-03756-1_56,Conference paper
Particle Swarm Optimization with Transition Probability for Timetabling Problems,Adaptive and Natural Computing Algorithms,,,,10.1007/978-3-642-37213-1_27,Hitoshi KanohSatoshi Chen,2013,https://link.springer.com/chapter/10.1007/978-3-642-37213-1_27,Conference paper
Examination of Hybrid Image Feature Trackers,Advances in Visual Computing,,,,10.1007/978-3-642-41939-3_54,Peter Abeles,2013,https://link.springer.com/chapter/10.1007/978-3-642-41939-3_54,Conference paper
Extended GrabCut for 3D and RGB-D Point Clouds,Advanced Concepts for Intelligent Vision Systems,,,,10.1007/978-3-319-02895-8_32,Nizar K. SallemMichel Devy,2013,https://link.springer.com/chapter/10.1007/978-3-319-02895-8_32,Conference paper
A Multiple Velocity Fields Approach to the Detection of Pedestrians Interactions Using HMM and Data Association Filters,Advances in Visual Computing,,,,10.1007/978-3-642-41914-0_15,Ricardo A. RibeiroJorge S. MarquesJoão M. Lemos,2013,https://link.springer.com/chapter/10.1007/978-3-642-41914-0_15,Conference paper
Solution of Multi-Objective Competitive Facility Location Problems Using Parallel NSGA-II on Large Scale Computing Systems,Applied Parallel and Scientific Computing,,,,10.1007/978-3-642-36803-5_31,Algirdas LančinskasJulius Żilinskas,2013,https://link.springer.com/chapter/10.1007/978-3-642-36803-5_31,Conference paper
Prediction of Air Quality Indices by Neural Networks and Fuzzy Inference Systems – The Case of Pardubice Microregion,Engineering Applications of Neural Networks,,,,10.1007/978-3-642-41013-0_31,Petr HájekVladimír Olej,2013,https://link.springer.com/chapter/10.1007/978-3-642-41013-0_31,Conference paper
Hybrid Genetic Algorithms for Stress Recognition in Reading,"Evolutionary Computation, Machine Learning and Data Mining in Bioinformatics",,,,10.1007/978-3-642-37189-9_11,Nandita SharmaTom Gedeon,2013,https://link.springer.com/chapter/10.1007/978-3-642-37189-9_11,Conference paper
Hardness of SIS and LWE with Small Parameters,Advances in Cryptology – CRYPTO 2013,,,,10.1007/978-3-642-40041-4_2,Daniele MicciancioChris Peikert,2013,https://link.springer.com/chapter/10.1007/978-3-642-40041-4_2,Conference paper
Column Generation Based Heuristic for the Three Dimensional Vehicle Loading Problem,Computational Logistics,,,,10.1007/978-3-642-41019-2_19,Batoul MahvashAnjali AwasthiSatyaveer Chauhan,2013,https://link.springer.com/chapter/10.1007/978-3-642-41019-2_19,Conference paper
Degree of Regularity for HFEv and HFEv-,Post-Quantum Cryptography,,,,10.1007/978-3-642-38616-9_4,Jintai DingBo-Yin Yang,2013,https://link.springer.com/chapter/10.1007/978-3-642-38616-9_4,Conference paper
Code Based Cryptography and Steganography,Algebraic Informatics,,,,10.1007/978-3-642-40663-8_5,Pascal Véron,2013,https://link.springer.com/chapter/10.1007/978-3-642-40663-8_5,Conference paper
Pronto: A Practical Probabilistic Description Logic Reasoner,Uncertainty Reasoning for the Semantic Web II,,,,10.1007/978-3-642-35975-0_4,Pavel KlinovBijan Parsia,2013,https://link.springer.com/chapter/10.1007/978-3-642-35975-0_4,Conference paper
Zero Knowledge Proofs from Ring-LWE,Cryptology and Network Security,,,,10.1007/978-3-319-02937-5_4,Xiang XieRui XueMinqian Wang,2013,https://link.springer.com/chapter/10.1007/978-3-319-02937-5_4,Conference paper
‘Hang On a Minute’: Investigations on the Effects of Delayed Objective Functions in Multiobjective Optimization,Evolutionary Multi-Criterion Optimization,,,,10.1007/978-3-642-37140-0_5,Richard AllmendingerJoshua Knowles,2013,https://link.springer.com/chapter/10.1007/978-3-642-37140-0_5,Conference paper
Memory Access Pattern Protection for Resource-Constrained Devices,Smart Card Research and Advanced Applications,,,,10.1007/978-3-642-37288-9_13,Yuto NakanoCarlos CidShinsaku KiyomotoYutaka Miyake,2013,https://link.springer.com/chapter/10.1007/978-3-642-37288-9_13,Conference paper
Postponing Optimization to Speed Up MAXSAT Solving,Principles and Practice of Constraint Programming,,,,10.1007/978-3-642-40627-0_21,Jessica DaviesFahiem Bacchus,2013,https://link.springer.com/chapter/10.1007/978-3-642-40627-0_21,Conference paper
Multiplierless Design of Linear DSP Transforms,VLSI-SoC: Advanced Research for Systems on Chip,,,,10.1007/978-3-642-32770-4_5,Levent AksoyEduardo da CostaPaulo FloresJosé Monteiro,2012,https://link.springer.com/chapter/10.1007/978-3-642-32770-4_5,Conference paper
Span Programs and Quantum Algorithms for st-Connectivity and Claw Detection,Algorithms – ESA 2012,,,,10.1007/978-3-642-33090-2_18,Aleksandrs BelovsBen W. Reichardt,2012,https://link.springer.com/chapter/10.1007/978-3-642-33090-2_18,Conference paper
Secure Identity-Based Encryption in the Quantum Random Oracle Model,Advances in Cryptology – CRYPTO 2012,,,,10.1007/978-3-642-32009-5_44,Mark Zhandry,2012,https://link.springer.com/chapter/10.1007/978-3-642-32009-5_44,Conference paper
Face Detection and Facial Expression Recognition Using a Novel Variational Statistical Framework,"Multimedia Communications, Services and Security",,,,10.1007/978-3-642-30721-8_10,Wentao FanNizar Bouguila,2012,https://link.springer.com/chapter/10.1007/978-3-642-30721-8_10,Conference paper
Optimization on Wavelet SPECK Image Coding Algorithm,Information and Business Intelligence,,,,10.1007/978-3-642-29084-8_107,Liu WeidongFeng GuiliangLi Zhonghua,2012,https://link.springer.com/chapter/10.1007/978-3-642-29084-8_107,Conference paper
Quantum Adversary (Upper) Bound,"Automata, Languages, and Programming",,,,10.1007/978-3-642-31594-7_47,Shelby Kimmel,2012,https://link.springer.com/chapter/10.1007/978-3-642-31594-7_47,Conference paper
Improving Quantum Query Complexity of Boolean Matrix Multiplication Using Graph Collision,"Automata, Languages, and Programming",,,,10.1007/978-3-642-31594-7_44,Stacey JefferyRobin KothariFrédéric Magniez,2012,https://link.springer.com/chapter/10.1007/978-3-642-31594-7_44,Conference paper
Markov Random Field Model Based Graduated Penalty Function for Reinforcing Ill-Defined Edges in Color Image Segmentation,"Swarm, Evolutionary, and Memetic Computing",,,,10.1007/978-3-642-35380-2_94,Panda SuchetaP. K. Nanda,2012,https://link.springer.com/chapter/10.1007/978-3-642-35380-2_94,Conference paper
A Data-Based Fuzzy Cognitive Map Mining Method Using DE-SQP Algorithm,AsiaSim 2012,,,,10.1007/978-3-642-34387-2_5,Wenhui ShouWenhui FanBoyuan Liu,2012,https://link.springer.com/chapter/10.1007/978-3-642-34387-2_5,Conference paper
The Circuit Model of Quantum Computation and Its Simulation with Mathematica,Mathematical Modeling and Computational Science,,,,10.1007/978-3-642-28212-6_4,Vladimir P. GerdtAlexander N. Prokopenya,2012,https://link.springer.com/chapter/10.1007/978-3-642-28212-6_4,Conference paper
Knowledge Management Techniques for Analysis of Clinical Databases,"Advanced Computing, Networking and Security",,,,10.1007/978-3-642-29280-4_22,T. DeepaSathiyabhama BalasubramaniamJ. AkilandeswariN. P. Gopalan,2012,https://link.springer.com/chapter/10.1007/978-3-642-29280-4_22,Conference paper
