__type__,__key__,author,title,journal,booktitle,year,volume,number,pages,publisher,doi,url,isbn,issn,keywords,abstract,__source__,chapter,eprint,note
article,https://doi.org/10.1107/S1600577524005630,"Elliott, Joshua D. and Rogalev, Victor and Wilson, Nigel and Duta, Mihai and Reynolds, Christopher J. and Filik, Jacob and Penfold, Thomas J. and Diaz-Moreno, Sofia",Web-CONEXS: an inroad to theoretical X-ray absorption spectroscopy,Journal of Synchrotron Radiation,,2024,31,5,1276-1284,,https://doi.org/10.1107/S1600577524005630,https://onlinelibrary.wiley.com/doi/abs/10.1107/S1600577524005630,,,"Web-CONEXS, X-ray absorption spectroscopy, XAS, first-principles simulation, density functional theory, DFT, X-ray absorption near-edge structure, XANES","Accurate analysis of the rich information contained within X-ray spectra usually calls for detailed electronic structure theory simulations. However, density functional theory (DFT), time-dependent DFT and many-body perturbation theory calculations increasingly require the use of advanced codes running on high-performance computing (HPC) facilities. Consequently, many researchers who would like to augment their experimental work with such simulations are hampered by the compounding of nontrivial knowledge requirements, specialist training and significant time investment. To this end, we present Web-CONEXS, an intuitive graphical web application for democratizing electronic structure theory simulations. Web-CONEXS generates and submits simulation workflows for theoretical X-ray absorption and X-ray emission spectroscopy to a remote computing cluster. In the present form, Web-CONEXS interfaces with three software packages: ORCA, FDMNES and Quantum ESPRESSO, and an extensive materials database courtesy of the Materials Project API. These software packages have been selected to model diverse materials and properties. Web-CONEXS has been conceived with the novice user in mind; job submission is limited to a subset of simulation parameters. This ensures that much of the simulation complexity is lifted and preliminary theoretical results are generated faster. Web-CONEXS can be leveraged to support beam time proposals and serve as a platform for preliminary analysis of experimental data.",pericles_exported_citations.bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1107/S1600577524005630,OK5117
article,https://doi.org/10.1002/qute.202500844,"Ahmed, Shakil and Almazyad, Ibrahim and Khokhar, Ashfaq","Quantum Protocol Architectures and Secure Control Frameworks For 7G+ Networks: Standards, Synchronization, Use Cases, and Challenges",Advanced Quantum Technologies,,2026,9,5,e00844,,https://doi.org/10.1002/qute.202500844,https://onlinelibrary.wiley.com/doi/abs/10.1002/qute.202500844,,,"7G networks, decentralized SDN, post-quantum cryptography, QKD, quantum internet, quantum protocols, secure control architectures, synchronization","ABSTRACT Quantum-native communication systems are reshaping secure, programmable, and coherence-aware networking beyond the classical paradigm. As intelligent physical infrastructures, ranging from unmanned aerial vehicle swarms to satellite Quantum Key Distribution (QKD) platforms, demand trust, synchronization, and ultra-reliability, conventional protocol designs struggle to preserve entanglement and coherence while coordinating control logic across hybrid domains. This paper surveys layered protocol architectures and secure control frameworks designed for post-6G and emerging 7G+ quantum-enabled networks. Quantum-classical hybrid denotes networks in which quantum links used for entanglement distribution or QKD interoperate with classical links and protocols within a unified communication fabric. We develop a taxonomy of the protocol stack, spanning the entanglement-aware physical layer to the service-level agreement (SLA)-driven application layer, and covering representative technologies such as Q-SDN (quantum software-defined networking), quantum transmission Control Protocol, hybrid QKD and PQC (post-quantum cryptography) integration, and intent-driven orchestration through large language model agents. We revisit security using blockchain-based trust anchors and fidelity-aware metadata frameworks, and examine quantum synchronization and teleportation-resilient session-control mechanisms for preserving inter-digital-twin coherence. Through a broad review of architectural blueprints, protocol proposals, use cases, and simulation-driven models, this paper positions quantum-native protocol stacks as a foundation for secure, resilient, and intelligent communication systems.",pericles_exported_citations.bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/qute.202500844,
article,https://doi.org/10.1002/wcms.1664,"Haidar, Mohammad and Rančić, Marko J. and Ayral, Thomas and Maday, Yvon and Piquemal, Jean-Philip",Open source variational quantum eigensolver extension of the quantum learning machine for quantum chemistry,WIREs Computational Molecular Science,,2023,13,5,e1664,,https://doi.org/10.1002/wcms.1664,https://onlinelibrary.wiley.com/doi/abs/10.1002/wcms.1664,,,"quantum chemistry, quantum computing, quantum learning machine, unitary coupled cluster, variational quantum eigensolver, unitary coupled cluster","Abstract Quantum chemistry (QC) is one of the most promising applications of quantum computing. However, present quantum processing units (QPUs) are still subject to large errors. Therefore, noisy intermediate-scale quantum (NISQ) hardware is limited in terms of qubit counts/circuit depths. Variational quantum eigensolver (VQE) algorithms can potentially overcome such issues. Here, we introduce the OpenVQE open-source QC package. It provides tools for using and developing chemically-inspired adaptive methods derived from unitary coupled cluster (UCC). It facilitates the development and testing of VQE algorithms and is able to use the Atos Quantum Learning Machine (QLM), a general quantum programming framework enabling to write/optimize/simulate quantum computing programs. We present a specific, freely available QLM open-source module, myQLM-fermion. We review its key tools for facilitating QC computations (fermionic second quantization, fermion-spin transforms, etc.). OpenVQE largely extends the QLM's QC capabilities by providing: (i) the functions to generate the different types of excitations beyond the commonly used UCCSD ansatz; (ii) a new Python implementation of the “adaptive derivative assembled pseudo-Trotter method” (ADAPT-VQE). Interoperability with other major quantum programming frameworks is ensured thanks to the myQLM-interop package, which allows users to build their own code and easily execute it on existing QPUs. The combined OpenVQE/myQLM-fermion libraries facilitate the implementation, testing and development of variational quantum algorithms, while offering access to large molecules as the noiseless Schrödinger-style dense simulator can reach up to 41 qubits for any circuit. Extensive benchmarks are provided for molecules associated to qubit counts ranging from 4 to 24. We focus on reaching chemical accuracy, reducing the number of circuit gates and optimizing parameters and operators between “fixed-length” UCC and ADAPT-VQE ansätze. This article is categorized under: Software > Quantum Chemistry Quantum Computing > Algorithms",pericles_exported_citations.bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/wcms.1664,
article,https://doi.org/10.1002/mp.13840,"Pakela, Julia M. and Tseng, Huan-Hsin and Matuszak, Martha M. and Ten Haken, Randall K. and McShan, Daniel L. and El Naqa, Issam",Quantum-inspired algorithm for radiotherapy planning optimization,Medical Physics,,2020,47,1,5-18,,https://doi.org/10.1002/mp.13840,https://onlinelibrary.wiley.com/doi/abs/10.1002/mp.13840,,,"adaptive radiotherapy, IMRT, quantum tunneling optimization, simulated annealing","Purpose Modern inverse radiotherapy treatment planning requires nonconvex, large-scale optimizations that must be solved within a clinically feasible timeframe. We have developed and tested a quantum-inspired, stochastic algorithm for intensity-modulated radiotherapy (IMRT): quantum tunnel annealing (QTA). By modeling the likelihood probability of accepting a higher energy solution after a particle tunneling through a potential energy barrier, QTA features an additional degree of freedom (the barrier width, w) not shared by traditional stochastic optimization methods such as Simulated Annealing (SA). This additional degree of freedom can improve convergence rates and achieve a more efficient and, potentially, effective treatment planning process. Methods To analyze the character of the proposed QTA algorithm, we chose two stereotactic body radiation therapy (SBRT) liver cases of variable complexity. The “easy” first case was used to confirm functionality, while the second case, with a more challenging geometry, was used to characterize and evaluate the QTA algorithm performance. Plan quality was assessed using dose-volume histogram-based objectives and dose distributions. Due to the stochastic nature of the solution search space, extensive tests were also conducted to determine the optimal smoothing technique, ensuring balance between plan deliverability and the resulting plan quality. QTA convergence rates were investigated in relation to the chosen barrier width function, and QTA and SA performances were compared regarding sensitivity to the choice of solution initializations, annealing schedules, and complexity of the dose-volume constraints. Finally, we investigated the extension from beamlet intensity optimization to direct aperture optimization (DAO). Influence matrices were calculated using the Eclipse scripting application program interface (API), and the optimizations were run on the University of Michigan's high-performance computing cluster, Flux. Results Our results indicate that QTA’s barrier-width function can be tuned to achieve faster convergence rates. The QTA algorithm reached convergence up to 46.6\% faster than SA for beamlet intensity optimization and up to 26.8\% faster for DAO. QTA and SA were ultimately found to be equally insensitive to the initialization process, but the convergence rate of QTA was found to be more sensitive to the complexity of the dose-volume constraints. The optimal smoothing technique was found to be a combination of a Laplace-of-Gaussian (LOG) edge-finding filter implemented as a penalty within the objective function and a two-dimensional Savitzky–Golay filter applied to the final iteration; this achieved total monitor units more than 20\% smaller than plans optimized by commercial treatment planning software. Conclusions We have characterized the performance of a stochastic, quantum-inspired optimization algorithm, QTA, for radiotherapy treatment planning. This proof of concept study suggests that QTA can be tuned to achieve faster convergence than SA; therefore, QTA may be a good candidate for future knowledge-based or adaptive radiation therapy applications.",pericles_exported_citations.bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/mp.13840,
article,https://doi.org/10.1002/jcc.21088,"Ganesh, V.","MeTA studio: A cross platform, programmable IDE for computational chemist",Journal of Computational Chemistry,,2009,30,4,661-672,,https://doi.org/10.1002/jcc.21088,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.21088,,,"MeTA studio, programmable IDE, computational chemistry, visualization","Abstract The development of a cross-platform, programmable integrated development environment (IDE), MeTA Studio, specifically tailored but not restricted to computational chemists working in the area of quantum chemistry with an emphasis on handling large molecules is presented. The IDE consists of a number of modules which include a visualizer and a programming and collaborative framework. The inbuilt viewer assists in visualizing molecules, their scalar fields, manually fragmenting a molecule, and introduces some innovative but simple techniques for handling large molecules. These include a simple Find language and simultaneous multiple camera views of the molecule. Basic tools needed to handle collaborative computing effectively are also included opening up new vistas for sharing ideas and information among computational chemists working on similar problems. MeTA Studio is an integrated programming environment that provides a rich set of application programming interfaces (APIs) which can be used to easily extend its functionality or build new applications as needed by the users. (http://code.google.com/p/metastudio/) © 2008 Wiley Periodicals, Inc. J Comput Chem 2009",pericles_exported_citations.bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jcc.21088,
article,https://doi.org/10.1002/qute.202500691,"Tsunaki, Lucas and Singh, Anmol and Trofimov, Sergei and Naydenov, Boris",Digital Twin Simulations Toolbox of the Nitrogen-Vacancy Center in Diamond,Advanced Quantum Technologies,,2026,9,3,e00691,,https://doi.org/10.1002/qute.202500691,https://onlinelibrary.wiley.com/doi/abs/10.1002/qute.202500691,,,"laboratory-frame dynamics, nitrogen-vacancy centers, pulse-level simulation, quantum software, quantum technologies","ABSTRACT The nitrogen-vacancy (NV) center in diamond is a crucial platform for quantum technologies, where its precise numerical modeling is indispensable for the continued advancement of the field. We present here a Python library for simulating the NV spin dynamics under general experimental conditions, i.e. a digital twin. Our library accounts for electromagnetic pulses and other environmental inputs, which are used to solve the system's time evolution, resulting in a physical output in the form of a quantum observable given by fluorescence. The simulation framework is based on a non-perturbative time-dependent Hamiltonian model, where the states initialization and readout are postulated from the interaction with optical fields. By eliminating oversimplifications such as the adoption of rotating frames for the microwave and radio frequency fields, our simulations reveal subtle dynamics emerging from realistic pulse constraints. The software is illustrated with three examples and validated by comparing the simulations with experimental reports, relevant to the fields of quantum computing (conditional logic gates), sensing (dynamical decoupling sequences with coupled spins) and networks (state teleportation). Overall, this digital twin delivers a robust numerical modeling of the NV spin dynamics, with simple and accessible usability, which can be used for a wide range of applications.",pericles_exported_citations.bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/qute.202500691,
article,https://doi.org/10.1155/2019/4857181,"Hamed, Ibrahim and Osman, Magda Mohamed and Abdelraheem, Omnia Hassan and Nessim, Maher Ibrahim and El mahgary, Maryam Galal",Inhibition of API 5L X52 Pipeline Steel Corrosion in Acidic Medium by Gemini Surfactants: Electrochemical Evaluation and Computational Study,International Journal of Corrosion,,2019,2019,1,4857181,,https://doi.org/10.1155/2019/4857181,https://onlinelibrary.wiley.com/doi/abs/10.1155/2019/4857181,,,,"The efficiency of three new synthesized Gemini surfactants (namely, A312, A314, and A316) of the type 4,4-[1,4phenylenebis(azanylylidene)bis(N,N-dimethyl-N-alkylaminium] bromide is evaluated as corrosion inhibitors for carbon steel API 5L X52 grade in 1M HCl. The relation between the experimental inhibition efficiency and theoretical chemical parameters obtained by computational calculation in order to predict the behavior of the organic compounds as corrosion inhibitors was instigated. The chemical structures were elucidated using 1HNMR spectra. Inhibition performance was investigated by potentiodynamic polarization, electrochemical impedance spectroscopy (EIS), and weight loss tests. The polarization curves show that applied surfactants act as mixed type inhibitors. Nyquist plots showed the semicircle capacitive loop with different surfactants and concentrations. The inhibition efficiency orders are A312 > A314 > A316 with the highest efficiency of 94.87\% for A312. Adsorption of inhibitors on API X52 steel surface was found to obey Langmuir isotherm. Theoretical evaluation of the inhibitory effect was performed by computational quantum chemical calculations. The molecule structural parameters (EHOMO), (ELUMO), energy gap (ΔE), and the dipole moment (μ) were determined. The results of experimental inhibition efficiency and theoretical calculated quantum parameters were subjected to correlation analysis.",pericles_exported_citations.bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1155/2019/4857181,
article,https://doi.org/10.1002/wcms.1340,"Sun, Qiming and Berkelbach, Timothy C. and Blunt, Nick S. and Booth, George H. and Guo, Sheng and Li, Zhendong and Liu, Junzi and McClain, James D. and Sayfutyarova, Elvira R. and Sharma, Sandeep and Wouters, Sebastian and Chan, Garnet Kin-Lic",PySCF: the Python-based simulations of chemistry framework,WIREs Computational Molecular Science,,2018,8,1,e1340,,https://doi.org/10.1002/wcms.1340,https://onlinelibrary.wiley.com/doi/abs/10.1002/wcms.1340,,,,"Python-based simulations of chemistry framework (PySCF) is a general-purpose electronic structure platform designed from the ground up to emphasize code simplicity, so as to facilitate new method development and enable flexible computational workflows. The package provides a wide range of tools to support simulations of finite-size systems, extended systems with periodic boundary conditions, low-dimensional periodic systems, and custom Hamiltonians, using mean-field and post-mean-field methods with standard Gaussian basis functions. To ensure ease of extensibility, PySCF uses the Python language to implement almost all of its features, while computationally critical paths are implemented with heavily optimized C routines. Using this combined Python/C implementation, the package is as efficient as the best existing C or Fortran-based quantum chemistry programs. In this paper, we document the capabilities and design philosophy of the current version of the PySCF package. WIREs Comput Mol Sci 2018, 8:e1340. doi: 10.1002/wcms.1340 This article is categorized under: Structure and Mechanism > Computational Materials Science Electronic Structure Theory > Ab Initio Electronic Structure Methods Software > Quantum Chemistry",pericles_exported_citations.bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/wcms.1340,
article,https://doi.org/10.1002/jcc.23882,"Thackston, Russell and Fortenberry, Ryan C.",The performance of low-cost commercial cloud computing as an alternative in computational chemistry,Journal of Computational Chemistry,,2015,36,12,926-933,,https://doi.org/10.1002/jcc.23882,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.23882,,,"cloud computing, PSI4, hardware performance, computational optimization","The growth of commercial cloud computing (CCC) as a viable means of computational infrastructure is largely unexplored for the purposes of quantum chemistry. In this work, the PSI4 suite of computational chemistry programs is installed on five different types of Amazon World Services CCC platforms. The performance for a set of electronically excited state single-point energies is compared between these CCC platforms and typical, “in-house” physical machines. Further considerations are made for the number of cores or virtual CPUs (vCPUs, for the CCC platforms), but no considerations are made for full parallelization of the program (even though parallelization of the BLAS library is implemented), complete high-performance computing cluster utilization, or steal time. Even with this most pessimistic view of the computations, CCC resources are shown to be more cost effective for significant numbers of typical quantum chemistry computations. Large numbers of large computations are still best utilized by more traditional means, but smaller-scale research may be more effectively undertaken through CCC services. © 2015 Wiley Periodicals, Inc.",pericles_exported_citations.bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jcc.23882,
article,https://doi.org/10.1002/dac.70349,"Rai, Prerna and Sen, Biswaraj and Bhuyan, Bhaskar and Sarma, Hiren Kumar Deva",Alex Quantum Dilated Convolutional Neural Network–Based Framework for Reliable End-to-End Real-Time Data Transmission and Routing in Software-Defined Networking,International Journal of Communication Systems,,2026,39,3,e70349,,https://doi.org/10.1002/dac.70349,https://onlinelibrary.wiley.com/doi/abs/10.1002/dac.70349,,,"convolution neural network, data transmission, fault detection, multicontroller, rerouting, software-defined networking","ABSTRACT The traffic management in the network, which is able to serve latency-sensitive applications such as video conferencing in a very efficient manner, is provided by a software-defined networking (SDN) system architecture that is centralized and programmable. On the other hand, regular SDN methods typically show that the adaptations to dynamically changing network situations are too conservative and slow. In addition, as a result of insufficient management of long-range traffic dependencies, they frequently suffer from jitter, latency spikes, and packet loss. To address these limitations, this paper proposes an intelligent SDN-based routing framework employing a hybrid Alex Quantum Dilated Convolutional Neural Network (AQDCNN). The proposed AQDCNN combines the spatial–temporal feature extraction capability of AlexNet with the long-term dependency modeling and quantum-enhanced computational efficiency of QDCNN. The framework is implemented within a multicontroller SDN environment using Mininet and OpenFlow, enabling dynamic network endpoint provisioning, QoS-aware traffic prioritization, and fault-tolerant failure adaptation. The experimental results show that the model outperforms the tested algorithms in terms of minimum setup and fast recovery time (1.90 and 2.10 ms) with low recovery overhead (2.70 ms), as well as high FTI equal to 8.50 and the lowest path change frequency equal to 4.20, which are considered significant stability and service continuity results for experiments conducted on a real-life network topology. The proposed AQDCNN framework is against existing CNN, GN-DQN, DRL-SDN, IFRA-GLB, and MTF-WMSSA–based routing methods, demonstrating superior results in fault tolerance, rerouting time, and flow setup efficiency.",pericles_exported_citations.bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/dac.70349,e70349 IJCS-25-3868
article,https://doi.org/10.1118/1.3468155,"Elbakri, I",SU-GG-I-121: JDQE: A User-Friendly ImageJ Plugin for DQE Calculation,Medical Physics,,2010,37,6Part4,3129-3129,,https://doi.org/10.1118/1.3468155,https://onlinelibrary.wiley.com/doi/abs/10.1118/1.3468155,,,"Medical imaging, Image sensors, Modulation transfer functions, Metal insulator semiconductor structures, Mammography","Purpose: The detective quantum efficiency (DQE) is useful for physical characterization of digital x-ray detectors. ImageJ is an open source application for image manipulation and processing. We developed JDQE, a user-friendly ImageJ plugin to perform MTF, NPS and DQE calculations. Method and Materials: We developed the original code in Matlab and successfully used it to characterize several digital sensors. We used MATLAB Builder JA to produce Java classes which contain the encrypted MATLAB code and the Java classes that wrap the MATLAB functionality. This provides an interface between the Matlab functions and ImageJ. JDQE requires Windows 2000 or higher, Java SDK 1.6 or Java SE Runtime version 6 and ImageJ version 1.41o or higher and the Matlab Compiler Runtime (MCR). JDQE features MTF calculation from edge images. Several methods for extracting a one-dimensional NPS from a two-dimensional NPS are provided, including the method specified by IEC 62210-1 and 62210-1-2 . For DQE calculation, the user can select one of the standard beam qualities specified in IEC 61267 and 62210-1-2 and enter the air kerma, or enter fluence values manually. JDQE produces plots of the MTP, NPS and DQE and all the results can be exported to text files. We validated JDQE using data from several x-ray sensors, including a 5 × 5 cm CMOS mammography detector (Hamamtsu Corp). We compared the results to those produced by the original Matlab code and to results reported in the literature for similar sensors. Results: Results from JDQE match those of the Matlab code and are in broad agreement with results reported in the literature for similar sensors.Conclusion: JDQE successfully computes the MTF, NPS and DQE under a variety of beam conditions and using several standard techniques, including the methodology specified by the IEC.",pericles_exported_citations.bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1118/1.3468155,
article,https://doi.org/10.1002/qute.202300451,"Podda, Carlo and Moreau, Giuliana Siddi and Pisani, Lorenzo and Leoni, Lidia and Cao, Giacomo",Analyzing the Temporal Behavior of Noisy Intermediate-Scale Quantum Nodes and Algorithm Fidelity,Advanced Quantum Technologies,,2024,7,6,2300451,,https://doi.org/10.1002/qute.202300451,https://onlinelibrary.wiley.com/doi/abs/10.1002/qute.202300451,,,"job management, quantum computer benchmark, quantum computing, quantum resource allocation","Abstract In the past decade, quantum computing has undergone rapid evolution, capturing the increasing interest of the scientific community, industry, and governments. This enthusiasm has resulted in ambitious growth plans which stimulate the development of more efficient quantum computing devices and programming environments. The easy accessibility of quantum platforms in the cloud has attracted individuals to explore quantum computing, prompting a comprehensive analysis and assessment of quantum device's behavior. The extensive benchmarking presented in this study involved all free available quantum computing devices within the IBM Quantum Platform. These devices are employed to execute tens of thousands of quantum program executions, with the objective of evaluating quantum computer behavior and performance over time and under different optimization options. Special emphasis has been placed on analyzing the transpile operation and the depth of generated quantum circuits. The machine analysis tests are conducted using Quantum Computing Run Assistant (QCRA), a versatile software tool specifically designed to streamline the effortless distribution of quantum programs across a range of quantum computing platforms. This software not only streamlines the optimization of benchmarking processes but also simplifies the assessment of different configurations and result quality through the collection of advanced job metadata.",pericles_exported_citations.bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/qute.202300451,
