citation_key,entry_type,author,title,journal,booktitle,volume,number,pages,year,issn,isbn,doi,url,keywords,abstract,note,editor,publisher,series
PERL2023832,article,Alexander Perl and Harry P. Erba and Pau Montesinos and Radovan Vrhovac and Elzbieta Patkowska and Heeje Kim and Pavel Zak and Po-Nan Wang and Jaime E Rohrbach and Ken C N Chang and Li Liu and Yasser Mostafa Kamel and Karima Imadalou and Arnaud Lesegretain and Jorge Cortes and Mikkael A. Sekeres and Hervé Dombret and Sergio Amadori and Jianxiang Wang and Richard F Schlenk and Mark J. Levis,Quantum-First Trial: FMS-like Tyrosine Kinase 3-Internal Tandem Duplication ( FLT3-ITD)-Specific Measurable Residual Disease (MRD) Clearance Assessed through Induction (IND) and Consolidation (CONS) Is Associated with Improved Overall Survival (OS) in Newly Diagnosed (nd) FLT3-ITD+ AML Patients (pts),Blood,,142,,832,2023,0006-4971,,https://doi.org/10.1182/blood-2023-186785,https://www.sciencedirect.com/science/article/pii/S0006497123054368,,"Background Detection of MRD by flow cytometry or gene fusion transcript quantitation increasingly is used to guide treatment decisions in AML. Molecular monitoring of recurrent gene mutations for MRD detection is an alternative strategy but, other than for nucleophosmin 1 ( NPM1) gene quantitation, remains controversial. FLT3-ITD is among the most common recurrent mutations in AML and confers a worse prognosis vs FLT3-wild-type and FLT3-TKD+ AML. Routine use of FLT3-ITD detection in remission as a predictor of relapse risk or OS has been limited by the low sensitivity of both conventional PCR-based detection methods and broad NGS platforms in clinical practice settings. More recently, FLT3-ITD-specific PCR-NGS assays such as getITD (PMID: 31089248) show greater sensitivity and ease of interpretation that point to eventual routine clinical application. However, the clinical value of these measurements has not been evaluated prospectively in large scale randomized controlled trials of FLT3 inhibitors. The phase 3 QuANTUM-First study (NCT02668653) evaluated the novel, potent, and highly selective type II FLT3 inhibitor quizartinib (Quiz) in nd FLT3-ITD+ AML pts and demonstrated that Quiz added to intensive IND and CONS, ± transplant, followed by single-agent continuation (CONT) therapy (Tx) resulted in a significant improvement in OS (PMID: 37116523). We analyzed if FLT3-ITD-specific MRD in QuANTUM-First pts impacted the clinical outcome or the benefits provided by Quiz in nd FLT3-ITD+ AML pts. Methods Genomic DNA, isolated from bone marrow aspirates or peripheral blood from pts after achievement of remission after 1 or 2 courses of IND and at end of CONS (prior to transplant or CONT cycle 1 day 1 [C1D1] for transplant pts and prior to CONT C1D1 for non-transplant pts), was analyzed with a FLT3-ITD PCR-NGS assay specifically developed for this trial (PMID: 31722002). ITD mutations detected after IND were cross-validated against the ITD detected at enrollment for each patient. Using a custom bioinformatics program, ITD mutations were identified, and variant allele frequencies (VAFs) were calculated with a sensitivity of 10 −5. MRD was classified as undetectable (using the 0 cutoff) or detectable above or below a 10 −4 predefined cutoff (based on lower limit of quantification for the assay). Comparisons of complete response (CR), composite complete response (CRc=CR+CRi), and the rate of pts achieving CRc during IND with no MRD between arms were made using a stratified Cochran-Mantel-Haenszel test. Comparison of FLT3-ITD VAF during IND and during CONS between arms was made using Wilcoxon rank sum test. All P-values were not adjusted for multiplicity. Results In QuANTUM-First, 539 nd FLT3-ITD+ AML pts were randomized to Quiz (n=268) or placebo (PBO; n=271). Of the 539 randomized pts, 368 (68.3%) achieved CRc after 1 or 2 courses of IND, and MRD analysis was performed on 321 (87.2%) of these pts (162 pts in Quiz and 159 pts in PBO) using samples collected at the time of response assessment during IND, before further Tx. MRD was also assessed in 337 pts (172 pts in Quiz and 165 pts in PBO) by end of up to 4 cycles of CONS prior to CONT/maintenance Tx. Of these pts, 166 additionally received transplant (87 in Quiz, 79 in PBO). The % of pts in CRc at end of IND with FLT3-ITD MRD of <10 −4 was similar between study arms (25.4% Quiz vs 21.8% PBO, nominal P = 0.3430), however, a greater % of pts in CRc had undetectable MRD with Quiz than PBO (12.3% vs 7.0%, nominal P = 0.0403). Among pts with CRc at end of IND, the median best FLT3-ITD VAF by end of CONS was lower (0% versus 0.0017%; nominal P = 0.0006) with Quiz vs PBO (Fig 1) and, using the 0 cutoff at end of IND, a longer OS was observed with Quiz vs PBO, regardless of MRD status, with a greater effect with Quiz (HR, 0.789 in MRD− pts; HR, 0.749 in MRD+ pts; Fig 2). In MRD+ pts, the median OS was not reached with Quiz and 35.4 months with PBO (Fig 2). Performing this analysis with an MRD cutoff of 10 ‒4 yielded similar findings (HR, 0.696 in MRD− pts; HR, 0.800 in MRD+ pts). Additional data about MRD impact on pts ± transplant in this trial will be presented. Conclusions These findings demonstrate the potential prognostic utility of FLT3-ITD-specific MRD measurements in the clinical management of pts with FLT3-ITD+ AML. Our data suggest that long-term OS benefits conferred by Quiz in part derive from a deep and sustained reduction of the FLT3-ITD+ leukemia burden.",65th ASH Annual Meeting Abstracts,,,
SOOD201281,article,Anoop K. Sood and Raj K. Ohdar and Siba S. Mahapatra,Experimental investigation and empirical modelling of FDM process for compressive strength improvement,Journal of Advanced Research,,3,1,81-90,2012,2090-1232,,https://doi.org/10.1016/j.jare.2011.05.001,https://www.sciencedirect.com/science/article/pii/S209012321100066X,"Rapid prototyping, Anisotropy, Distortion, ANOVA, Resilient back propagation algorithm, Swarm intelligence","Fused deposition modelling (FDM) is gaining distinct advantage in manufacturing industries because of its ability to manufacture parts with complex shapes without any tooling requirement and human interface. The properties of FDM built parts exhibit high dependence on process parameters and can be improved by setting parameters at suitable levels. Anisotropic and brittle nature of build part makes it important to study the effect of process parameters to the resistance to compressive loading for enhancing service life of functional parts. Hence, the present work focuses on extensive study to understand the effect of five important parameters such as layer thickness, part build orientation, raster angle, raster width and air gap on the compressive stress of test specimen. The study not only provides insight into complex dependency of compressive stress on process parameters but also develops a statistically validated predictive equation. The equation is used to find optimal parameter setting through quantum-behaved particle swarm optimization (QPSO). As FDM process is a highly complex one and process parameters influence the responses in a non linear manner, compressive stress is predicted using artificial neural network (ANN) and is compared with predictive equation.",,,,
DANS201951,article,Pablo D. Dans and Diego Gallego and Alexandra Balaceanu and Leonardo Darré and Hansel Gómez and Modesto Orozco,"Modeling, Simulations, and Bioinformatics at the Service of RNA Structure",Chem,,5,1,51-73,2019,2451-9294,,https://doi.org/10.1016/j.chempr.2018.09.015,https://www.sciencedirect.com/science/article/pii/S2451929418304352,"SDG3: Good health and well-being, RNA structure determination, theoretical chemistry, computational biophysics, structural bioinformatics, quantum mechanics, molecular mechanics, coarse-grained","Summary
Although chemically close to DNA, RNA can adopt a wide range of structures from regular helices to complex globular conformations, showing a complexity similar to that of proteins. The determination of the structure of RNA molecules, crucial for functional understanding, is severely handicapped by their size and flexibility, which makes the systematic use of experimental approaches difficult. Simulation techniques are also suffering from very severe problems related to the accuracy of the methods and their ability to sample a large and complex conformational landscape. Here, we systematically review recent approaches created to reduce the shortcoming of the current generation of simulation methods—from highly accurate models able to deal with small systems to coarse-grained approaches that are less accurate but applicable to dealing with large models.",,,,
BANTLEON20171463,article,FI Bantleon and S Kräuchi and TB Schuster and M Schneider and JM Weber,AB1166 Quantum blue® adalimumab: evaluation of a point of care rapid test for therapeutic drug monitoring of serum adalimumab levels,Annals of the Rheumatic Diseases,,76,,1463-1464,2017,0003-4967,,https://doi.org/10.1136/annrheumdis-2017-eular.4981,https://www.sciencedirect.com/science/article/pii/S0003496724258386,,"Background
Rheumatoid arthritis (RA) is a systemic autoimmune disease affecting approximately 1% of the population [1]. The pathogenesis of RA involves the overexpression of tumor necrosis factor alpha (TNFα) and other cytokines [2]. Adalimumab (ADA) is a human monoclonal antibody directed against TNFα and is highly effective in the treatment of RA. For efficient treatment trough levels of ADA need to be adjusted within a therapeutic window which is 5 to 10 μg/mL [3]. A rapid test allows faster reporting of trough levels, providing a great advantage over test formats that need samples to be sent to a central or service laboratory. Here we report on the technical performance evaluation of the Quantum Blue® Adalimumab lateral flow test.
Objectives
Development and performance evaluation of a rapid test for the monitoring of ADA trough levels in human serum at the point of care.
Methods
The sandwich lateral flow immunoassay uses a TNFα coated gold label and a highly specific monoclonal antibody immobilized on the test membrane to detect ADA in diluted human serum samples. Sensitivity of the assay was determined by calculating limit of detection (LoD) and limit of quantification (LoQ) according to CLSI EP17-A2 guideline. Moreover, the assay was evaluated regarding cross-reactivity with other therapeutic antibodies targeting TNFα, influence of rheumatoid factors (RF) and high dose hook effect. A method comparison was performed against a commercially available ELISA (RIDASCREEN® ADM Monitoring, R-Biopharm, Germany) to compare the trough level results of 40 patients treated with ADA. All statistical analyses were performed with Analyse-it for Excel.
Results
The Quantum Blue® Adalimumab test allowed analysis of serum samples within 15 minutes. The samples were diluted 1:20 in chase buffer before application onto a test cassette (volume 80 μL). The readout was performed with the Quantum Blue® Reader resulting in adalimumab concentration levels in the lower μg/mL range. The test exhibited a LoD of 0.2 μg/mL and a LoQ of 0.69 μg/mL. No high dose hook effect was detected for samples containing up to 1000 μg/mL ADA. The latter two data sets allowed a measuring range of 1 to 35 μg/mL of ADA in patient samples. Other therapeutic TNFα blockers, like infliximab and golimumab, showed no cross-reactivity with the Quantum Blue® Adalimumab test. RF showed no influence on correct measurement of ADA at all tested concentrations. The method comparison to a well-established commercial ELISA method revealed a slope of 1.12 and a regression coefficient (r2) of 0.90 (by Passing-Bablok). A Bland-Altman analysis showed a bias of 1.9% confirming the overall excellent correlation of the two methods as well as the accuracy of our newly developed rapid test.
Conclusions
The BÜHLMANN Quantum Blue® Adalimumab assay enables the quantitative determination of ADA trough levels over the clinically relevant range in serum with a time to result of only 15 minutes. The assay exhibits an excellent accuracy and correlation to a well-established laboratory reference method. Hence, it represents a valuable tool for the clinician to assess the trough levels during ADA treatment follow up at the point of care.
References
Tayar J.H. Int J Clin Rheumatol (2013);8(2):165.Smolen J.S. Lancet (2016);Dec 3;388(10061):2763.Moss A.C. Gastroenterol Report (2015);3(1):63.
Disclosure of Interest
F. Bantleon Employee of: Employee of BÜHLMANN Laboratories AG, S. Kräuchi Employee of: Employee of BÜHLMANN Laboratories AG, T. Schuster Employee of: Employee of BÜHLMANN Laboratories AG, M. Schneider Employee of: Employee of BÜHLMANN Laboratories AG, J. Weber Employee of: Employee of BÜHLMANN Laboratories AG",,,,
MAIRAJ2022108962,article,Aakif Mairaj and Ahmad Y. Javaid,Game theoretic solution for an Unmanned Aerial Vehicle network host under DDoS attack,Computer Networks,,211,,108962,2022,1389-1286,,https://doi.org/10.1016/j.comnet.2022.108962,https://www.sciencedirect.com/science/article/pii/S1389128622001384,"Drone security, DDoS attack, Quantal response equilibrium, Game theory, FANETs","Game theory is being used in cybersecurity to observe different attacks as it can provide a mathematical representation of the interactions between system admins, hackers, and users. The game-theoretic solution determines the favorable parameters (strategies), predicts the player’s behavior, and suggests the best settings for minimizing the attack’s effect. To this end, our paper attempts to study the usefulness of game-theoretic applications for the prevention of Distributed Denial of Service (DDoS) attacks on a drone by deriving the information from conventional game solutions and augmenting that with the bounded rationality concept called Quantal response equilibrium (QRE). In this process, we identify feasible strategies for each player through simulations and formulate five non-cooperative game scenarios for two variants of DDoS attacks. In these games, the traditional game-theoretic solution or Nash Equilibrium (NashE) provides information about the drone’s recommended settings, the hacker’s preferred strategy, and the game-theoretic threshold assuming that all participants are highly intelligent. We augment this information by considering the participant’s tendency to make errors and the evolution in their behavioral pattern from zero to high-values of rationality using QRE. The information coupled from NashE and QRE provides better clarity to a drone operator, thus improving the drone’s security by two levels and allowing the drone operator to take timely precautions. Inspired by this multilevel process, we propose an equivalent real-world framework for protecting Unmanned Aerial Vehicle (UAV) nodes against a DDoS attack.",,,,
SETHI202118,article,Anita Sethi and Manoj Bisht,QoS-aware Self-optimized Reconfigurable Framework for Hyperconnected Network,Global Transitions Proceedings,,2,1,18-23,2021,2666-285X,,https://doi.org/10.1016/j.gltp.2021.01.003,https://www.sciencedirect.com/science/article/pii/S2666285X21000030,"Dynamic network slicing, QoS, HANET, NFV","The growing need for communication services and the rise in consumer demand for high quality services have contributed to a fundamental shift over how we handle networks in terms of abstracting, separating, management, control and mapping aspects of service forwarding. Business as well as the market with academics welcomes 6G as the potential network capable of serving vertical applications of the next generation with diverse service specifications. In order to implement an efficient existing network, the physical infrastructure must be split into several segregated logical networks of varying sizes and configurations allocated to different services focused on their preferences with different qualities and requirements. To meet the requirements of global coverage, enhanced energy/cost/spectral efficiency and intelligent and secure heuristics in 6G rely on new technologies with novel network architecture. A detailed survey of latest developments and future trends in these various areas is described in the article. Definitely, 6G would facilitate intelligent and effective communication with specific technological requirements beyond that of 5G, to the point that the distinction between the cyber and physical worlds disappears. This paper outlines innovative technologies like artificial intelligence, 3D dimension networking, intelligent reflecting surface, quantum communication, proactive caching, unmanned aircraft, wireless and power transmission integration, integrated sensors and communication, integrated access backhaul. This article explains emerging technologies like big data analytics that can assist the 6G architecture development in guaranteeing the QoS.","1st International Conference on Advances in Information, Computing and Trends in Data Engineering (AICDE - 2020)",,,
HANSON2016258,article,Lars G. Hanson,Interactive web site and APP for early magnetic resonance education,Physica Medica,,32,,258,2016,1120-1797,,https://doi.org/10.1016/j.ejmp.2016.07.556,https://www.sciencedirect.com/science/article/pii/S1120179716306895,,"Introduction
Teaching and understanding basic Magnetic Resonance (MR) is a challenge. This is clear from the educational literature that often repeats misinterpretations of quantum mechanics reminiscent of its earliest formulations (see www.drcmr.dk/MR that also links to the developed software). Modern quantum formulations of MR are much closer to classical descriptions than to typical quantum inspired myths frequent in literature. This opens for intuitive educational computer simulation using modern web technologies offering excellent interactive possibilities for experimentation.
Purpose
An educational web page and a corresponding free Android app, CompassMR, were developed for teaching of basic MR. They simulate Compass Magnetic Resonance that is easy to understand by all, and serves as an excellent starting point for introducing precession, nutation, FIDs and spectra, that are also simulated.
Materials and methods
The web page was developed in JavaScript/HTML5 which is increasingly supported by modern browsers. A corresponding Android app was made using the PhoneGap web service that also offers iPhone and Windows phone support (but due to cost, currently no app is offered for these).
Results
The web page works well, e.g. in recent Chrome and Firefox browsers that supports HTML5. Soon after release, the corresponding app was running on more than 60 devices worldwide, and got top ratings.
Conclusion
Modern web technologies are suited for designing much needed educational simulation tools for MR.
Disclosure
Nothing to disclose.",Abstracts from the 1st European Congress of Medical Physics,,,
ZHANG2023103020,article,Qingzhe Zhang and Chunlin Li and Yong Huang and Youlong Luo,Effective multi-controller management and adaptive service deployment strategy in multi-access edge computing environment,Ad Hoc Networks,,138,,103020,2023,1570-8705,,https://doi.org/10.1016/j.adhoc.2022.103020,https://www.sciencedirect.com/science/article/pii/S1570870522001925,"Software defined network, Multi-access edge computing, Reliable placement of the controller, Service deployment","With the popularity of emerging mobile services such as virtual reality and online gaming, users expect higher quality immersive experiences. In response to the communication reliability and latency performance problems between controllers and switches due to single link failure in the network, a framework for multi-access edge computing systems based on software-defined networking (SDN) has emerged, and this paper proposes a reliable placement method for controllers based on deployment cost and link failure probability. Reliability and worst-case propagation delay model based on link failure probability is constructed. A controller placement strategy with minimum network cost is solved by a controller layout algorithm based on density-peak clustering. A mobile-aware service adaptive deployment method is also proposed in this paper to address the problems of long user-perceived delays and high migration costs due to the limitations of edge server resources and coverage areas and the dynamic nature of user movement. A mobility model based on the probability density function of sojourn time and a service deployment overhead model based on user mobility are constructed. A quantum ant colony algorithm is used to solve the service adaptive deployment scheme. The proposed algorithm is compared with the benchmark algorithm using the vehicle detection benchmark application service. Experimental results show that the proposed controller placement algorithm weighs the deployment cost, worst-case propagation delay and reliability of controllers and gives a reasonable number of controllers and their locations. The proposed deployment algorithm can optimise the quality of the user experience.",,,,
MAO2021114390,article,Chengying Mao and Rongru Lin and Dave Towey and Wenle Wang and Jifu Chen and Qiang He,Trustworthiness prediction of cloud services based on selective neural network ensemble learning,Expert Systems with Applications,,168,,114390,2021,0957-4174,,https://doi.org/10.1016/j.eswa.2020.114390,https://www.sciencedirect.com/science/article/pii/S0957417420310629,"Cloud services, Trustworthiness prediction, Selective ensemble learning, Neural networks, Particle swarm optimization (PSO)","Cloud services have become a popular and flexible solution for providing components to build service-based systems. A component’s trustworthiness is a key measure that can guide service requesters when making a service selection decision. Prediction of this trustworthiness, based on the component’s multi-faceted quality of service (QoS) attributes, is therefore an important problem to address. In this paper, selective ensemble learning is introduced to address the trust problem for cloud services: We use back-propagation neural networks (BPNNs) as the basic classifiers, with two swarm intelligence algorithms adapted to search for the optimal aggregation weights to create the ensemble: Basic particle swarm optimization (PSO) is used for decimal weights; and quantum discrete PSO (QPSO) is used for binary (0-1) weights. The optimized ensemble learning model, based on BPNNs, is then used to predict the trustworthiness of a given cloud service. Extensive experiments are performed on a well-known, public dataset to verify the effectiveness of the proposed trust prediction algorithms. The experimental results show that our algorithms are not only better than the basic BPNN method in prediction precision, but also outperform current state-of-the-art trust prediction algorithms. The proposed algorithms also exhibit a strong robustness.",,,,
POLAK20151467,article,Pazit Polak and Orit Shefi,Nanometric agents in the service of neuroscience: Manipulation of neuronal growth and activity using nanoparticles,"Nanomedicine: Nanotechnology, Biology and Medicine",,11,6,1467-1479,2015,1549-9634,,https://doi.org/10.1016/j.nano.2015.03.005,https://www.sciencedirect.com/science/article/pii/S1549963415000799,"Nanoparticles, Neurons, Neuronal-growth, Neuronal-activity, Nanotechnology","Nerve regeneration and recovery could provide great therapeutic benefits for individuals suffering from nerve damage post trauma or degenerative diseases. However, manipulation of nerves presents a huge challenge for neuroscientists and is not yet clinically feasible. In recent years, nanoparticles have emerged as novel effective agents for control of neuronal growth and behavior. Nanoparticles may facilitate the needed nerve manipulation abilities for therapeutic and diagnostic purposes including within the brain. This review aims at presenting the currently available literature regarding the interactions between inorganic nanoparticles and neurons. A wide range of nanoparticles are presented, including gold, iron oxide, cerium oxide, nanotubes and quantum-dots. The nanoparticles enhance neuronal differentiation and survival, direct growth and regulate electrical activity. The studies are summarized in a concise table, arranged by the function and type of nanoparticle. The latest studies present a novel interdisciplinary approach, which could be harnessed for clinical applications in nanomedicine.
From the Clinical Editor
Nerve regeneration remains the Holy Grail for patients with neuron loss. Nonetheless, this goal has not been realized in clinical setting thus far. In this article, the authors present a comprehensive review on various nanoparticle-based approaches, in both diagnosis and therapy, which should stimulate and generate more research ideas to the advancement in this field.",,,,
BINEDELL2020,article,Trevor Binedell and Karupppasamy Subburaj and Yoko Wong and Lucienne T M Blessing,Leveraging Digital Technology to Overcome Barriers in the Prosthetic and Orthotic Industry: Evaluation of its Applicability and Use During the COVID-19 Pandemic,JMIR Rehabilitation and Assistive Technologies,,7,2,,2020,2369-2529,,https://doi.org/10.2196/23827,https://www.sciencedirect.com/science/article/pii/S2369252920000095,"rehabilitation, telehealth, telemedicine, 3D printing, additive manufacturing, prosthetics, orthotics, assistive technologies, amputee, stroke, virtual, COVID-19","Background
The prosthetic and orthotic industry typically provides an artisan “hands-on” approach to the assessment and fitting of orthopedic devices. Despite growing interest in digital technology for prosthetic and orthotic service provision, little is known of the quantum of use and the extent to which the current pandemic has accelerated the adoption.
Objective
This study’s aim is to assess the use of digital technology in prosthetics and orthotics, and whether its use can help overcome challenges posed by the current COVID-19 pandemic.
Methods
A web-based survey of working prosthetists, orthotists, and lower limb patients was conducted between June and July 2020 and divided into three sections: lower limb amputees, prosthetist and orthotist (P&O) currently using digital technologies in their practice, and P&O not using any digital technology. Input was sought from industry and academia experts for the development of the survey. Descriptive analyses were performed for both qualitative (open-ended questions) and quantitative data.
Results
In total, 113 individuals responded to the web-based survey. There were 83 surveys included in the analysis (patients: n=13, 15%; prosthetists and orthotists: n=70, 85%). There were 30 surveys excluded because less than 10% of the questions were answered. Out of 70 P&Os, 31 (44%) used digital technologies. Three dimensional scanning and digital imaging were the leading technologies being used (27/31, 88%), primarily for footwear (18/31, 58%), ankle-foot orthoses, and transtibial and transfemoral sockets (14/31, 45%). Digital technology enables safer care during COVID-19 with 24 out of 31 (77%) respondents stating it improves patient outcomes. Singapore was significantly less certain that the industry's future is digital (P=.04). The use of virtual care was reported by the P&O to be beneficial for consultations, education, patient monitoring, or triaging purposes. However, the technology could not overcome inherent barriers such as the lack of details normally obtained during a physical assessment.
Conclusions
Digital technology is transforming health care. The current pandemic highlights its usefulness in providing safer care, but digital technology must be implemented thoughtfully and designed to address issues that are barriers to current adoption. Technology advancements using virtual platforms, digitalization methods, and improved connectivity will continue to change the future of health care delivery. The prosthetic and orthotic industry should keep an open mind and move toward creating the required infrastructure to support this digital transformation, even if the world returns to pre–COVID-19 days.",,,,
DANDAPANI2017614,article,Krishnan Dandapani,Electronic finance – recent developments,Managerial Finance,,43,5,614-626,2017,0307-4358,,https://doi.org/10.1108/MF-02-2017-0028,https://www.sciencedirect.com/science/article/pii/S0307435817000593,"Banking industry, Computer security, Strategic planning, Business performance, Financial institutions","Purpose
The purpose of this paper is to evaluate the impact of the Digital Age on e-finance in five key areas: payment systems, cloud computing in financial services, valuation metrics for multisided platforms, quantum trading, cyber security – costs, benefits and protection.
Design/methodology/approach
It is an exhaustive review of technical developments and corporate practices in the area of electronic finance.
Findings
Electronic finance is a dominating force changing business models and systems in financial services. New developments are creating newer valuation metrics, and reinforcing the costs and benefits of security systems.
Research limitations/implications
This review concludes by pointing out potential areas of advancement in the coming decades and the possible evolution of newer e-finance models based on developments in artificial intelligence (AI) and internet of things (IoT) and its implications for managerial finance.
Originality/value
This is a review of the impact of electronic finance over the past two decades. Looking back electronic finance has significantly transformed the activities of corporations. Looking forward, financial managers have to watch for two important technical developments of AI and IoT and its potential impact on finance.",,,,
BUNCH2018205,article,Dustin R. Bunch and Adam J. McShane and Sihe Wang,Investigation of transition ion ratio variation for liquid chromatography-tandem mass spectrometry: A case study approach,Clinica Chimica Acta,,486,,205-208,2018,0009-8981,,https://doi.org/10.1016/j.cca.2018.08.009,https://www.sciencedirect.com/science/article/pii/S0009898118304029,"Transition ion ratio, Liquid chromatography, Mass spectrometry","Background
A transition ion ratio (TIR) is the ratio of one fragment over another from the same precursor and is frequently monitored in liquid chromatography-tandem mass spectrometry (LC-MS/MS) assays for analyte identification. The Clinical and Laboratory Standards Institute (CLSI) C50-A guidelines give a static percent allowable TIR deviation based on the TIR level. Anecdotally, we observed failures of these rules for some of our LC-MS/MS assays. We determined what parameters may affect TIRs in a clinical setting and whether TIR variations may be analyte, matrix, instrument service, and/or concentration dependent.
Methods
Data was collected from the validation and selected periods after implementation for urine benzodiazepines (7 analytes) and plasma azole antifungals (6 analytes). TIRs for the calibrators and quality control materials on a Thermo TSQ™ Quantum Ultra from July 2016 to February 2017 for benzodiazepines in urine and Thermo TSQ™ Vantage from May 2016 to Oct 2016 for azoles in serum were monitored.
Results
The statistically significant day-to-day TIR shift ranged from 5.7 to 27.0% of the days studies for benzodiazepines and from 5.6 to 27.8% of the days studied for azoles excluding shifts caused by instrument services. Instrument service had significant impact on all benzodiazepines except oxazepam with p-values ranging from 1.79 × 10−6 to 1.53 × 10−39 and 4 of the 6 azoles (fluconazole, isavuconazole, voriconazole, and itraconazole) with (p from 7.89 × 10−3 to 1.98 × 10−12). Lorazepam, α-hydroxyalprazolam, and hydroxyitraconazole showed significant concentration dependent TIR variations.
Conclusions
TIR variations may be affected by instrument services, and can be concentration and analyte dependent. Instead of using a static percent deviation rule, establishment of TIR variation criteria for each analyte during test development and validation may provide a more useful tool for analyte identification.",,,,
ISSE201227,article,K. Isse and A. Lesniak and K. Grama and B. Roysam and M.I. Minervini and A.J. Demetris,"Digital Transplantation Pathology: Combining Whole Slide Imaging, Multiplex Staining and Automated Image Analysis",American Journal of Transplantation,,12,1,27-37,2012,1600-6135,,https://doi.org/10.1111/j.1600-6143.2011.03797.x,https://www.sciencedirect.com/science/article/pii/S1600613522272633,"Allograft pathology, C4d, digital image, fibrosis, quantitative analysis, Quantum dots, three-dimensional imaging","Conventional histopathology is the gold standard for allograft monitoring, but its value proposition is increasingly questioned. “-Omics” analysis of tissues, peripheral blood and fluids and targeted serologic studies provide mechanistic insights into allograft injury not currently provided by conventional histology. Microscopic biopsy analysis, however, provides valuable and unique information: (a) spatial-temporal relationships; (b) rare events/cells; (c) complex structural context; and (d) integration into a “systems” model. Nevertheless, except for immunostaining, no transformative advancements have “modernized” routine microscopy in over 100 years. Pathologists now team with hardware and software engineers to exploit remarkable developments in digital imaging, nanoparticle multiplex staining, and computational image analysis software to bridge the traditional histology—global “-omic” analyses gap. Included are side-by-side comparisons, objective biopsy finding quantification, multiplexing, automated image analysis, and electronic data and resource sharing. Current utilization for teaching, quality assurance, conferencing, consultations, research and clinical trials is evolving toward implementation for low-volume, high-complexity clinical services like transplantation pathology. Cost, complexities of implementation, fluid/evolving standards, and unsettled medical/legal and regulatory issues remain as challenges. Regardless, challenges will be overcome and these technologies will enable transplant pathologists to increase information extraction from tissue specimens and contribute to cross-platform biomarker discovery for improved outcomes.",,,,
MONLEZUN2024215,incollection,Dominique J. Monlezun,7 - Our common home: artificial intelligence + global public health ecosystem,,Responsible Artificial Intelligence Re-engineering the Global Public Health Ecosystem,,,215-243,2024,,978-0-443-21597-1,https://doi.org/10.1016/B978-0-443-21597-1.00007-X,https://www.sciencedirect.com/science/article/pii/B978044321597100007X,"AI, global public health, ecosystem, sustainable development, human security, political economics, data architecture, interoperability, dignity, sovereignty","Chapter 7 unites the different dimensions explored in each of the earlier chapters into a cohesive whole to understand the artificial intelligence (AI)-powered global public health ecosystem as humanity’s common home: its decentralized organic design (financing and integral sustainable development), framework (data architecture and political economics), inhabitants (culture and demographics), and foundation (ethics and human security balancing national security). It summarizes the key findings for these domains from the earlier chapters while highlighting emblematic AI case uses. It considers financing advances, including in universal health coverage, public–private partnerships, digital global health diplomacy, finance tracking, and value-based health. This chapter moves on to integral sustainable development advances, including in AI for the sustainable development goals, precision agriculture, climate change, affordable clean energy, equity, and generative AI (including ChatGPT). It then considers data architecture advances, including in the United Kingdom’s hybrid data architecture, India’s federated data architecture, swarm learning, gossip learning, blockchain, edge computing, application programming interfaces, augmented public health intelligence, quantum computing, zero-trust security, blockchain, and data solidarity. This chapter then considers political economic advances particularly from the perspective of Political Liberalism–bridging democracies and autocracies, including in data governance models (spanning Europe’s general data protection regulation and Japan’s agile governance), managed strategic competition, and World Health Organization coordination. Finally, this chapter considers AI ethics for the health ecosystem. Particular emphasis is given to how population aging, multicultural diversity, and human security requires more inclusive discussion of diverse perspectives, as through Personalist Social Contract ethics to generate and sustain substantive convergence on the unifying values of human dignity, rights, and sovereignty that then give rise to effective and equitable collective action. This chapter concludes by applying the abovesaid dimensions to concrete AI use cases for the global public health ecosystem that illustrates this integral approach, including ethics by design or embedded AI ethics (within existing ecosystem operations and structures), democratizing AI or personalizing AI (as with end-to-end AI platforms and edge computing expanding and interlinking free and affordable AI services for larger audiences), and ecosystem interoperability (uniting political economic interoperability, data interoperability, and moral interoperability to leverage global resources and insights for local communities leading their own projects).",,,Morgan Kaufmann,
