ID,ENTRYTYPE,title,author,year,journal,booktitle,doi,url,keywords,month,note,abstract,issn,address,publisher,series,location,numpages,pages,isbn,articleno,number,volume,issue_date,editor
10.1145/3089341,proceedings,DigitalBiomarkers '17: Proceedings of the 1st Workshop on Digital Biomarkers,,2017,,,,,,,,"It is our great pleasure to welcome you to the ACM 1st workshop on Digital Biomarkers 2017 (DigitalBioMarkers'17). The workshop will bring academics, industry researchers and medical researchers together to address the modeling, testing, and validation of new digital biomarkers for evaluating and predicting onset of diseases/health conditions, response to treatments, and effects of interventions. The workshop aims to facilitate a systematic discussion among experts from different knowledge domains including mobile sensing, systems, machine learning, medicine and health sciences in order to (i) identify new digital biomarkers relevant to behavioral, chronic, and degenerative conditions, (ii) identify the key shortcomings of the existing mobile and wearable sensor systems, and research platforms (e.g., ResearchKit(™) and ResearchStack) for digital biomarker inference in terms of scalability, customizability, and sensing affordances, (iii) find realistic solutions towards building new digital biomarker evidence engine leveraging sensor data from a variety of mobile systems (e.g., smartphones, wearables, IoT devices, and other relevant digital traces), (iv) identify key data collection, labeling, testing and validation methodologies for development of digital biomarkers.The call for papers attracted highly relevant submissions from around the world. The program committee accepted 6 short papers out of 9 submissions. In addition to the presentations of the 6 accepted papers, the workshop will feature one a morning keynote and an afternoon panel session. Keynote: ""A Quantum of Solace: Digital Traces and Mental Health"", Prof. Vincent M. B. Silenzio, University of Rochester School of Medicine & DentistryDesigning studies for feasibility testing, refinement and validation of digital biomarkers Panel Session",,"New York, NY, USA",Association for Computing Machinery,,"Niagara Falls, New York, USA",,,9781450349635,,,,,
10.1109/ASE.2009.51,inproceedings,A Quantum Algorithm for Software Engineering Search,"Hall, Robert J.",2009,,Proceedings of the 24th IEEE/ACM International Conference on Automated Software Engineering,10.1109/ase.2009.51,https://doi.org/10.1109/ASE.2009.51,"verification, validation, synthesis, simulation, search algorithm, quantum computing, modeling",,,"Quantum computers can solve a few basic problems, such as factoring an integer and searching a database, much faster than classical computers. However, the complexity of software artifacts, and the types of questions software engineers ask about them, pose significant challenges for applying existing quantum approaches to software engineering search (SES) problems. This paper first describes a new quantum search algorithm, IDGS-FA, whose design is motivated by the characteristics of SES problems. Next, it describes how to apply quantum searching to three SES problems: FSM property checking, software test generation, and library-based software synthesis. Next, the paper gives the main ideas in QSAT, a novel toolkit supporting efficient simulation of the algorithms and applications discussed. Finally, it concludes with a substantial simulation-based study of IDGS-FA, showing that it improves both the reliability and speed of other approaches.",,USA,IEEE Computer Society,ASE '09,,12,40–51,9780769538914,,,,,
10.1109/LICS.2013.13,inproceedings,Measurable Spaces and Their Effect Logic,"Jacobs, Bart",2013,,Proceedings of the 2013 28th Annual ACM/IEEE Symposium on Logic in Computer Science,10.1109/lics.2013.13,https://doi.org/10.1109/LICS.2013.13,"measurable space, effect algebra, duality, Probabilistic system, Giry monad",,,"So-called effect algebras and modules are basic mathematical structures that were first identified in mathematical physics, for the study of quantum logic and quantum probability. They incorporate a double negation law $p^{perpperp} = p. Since then it has been realised that these effect structures form a useful abstraction that covers not only quantum logic, but also Boolean logic and probabilistic logic. Moreover, the duality between effect and convex structures lies at the heart of the duality between predicates and states. These insights are leading to a uniform framework for the semantics of computation and logic. This framework has been elaborated elsewhere for set-theoretic, discrete probabilistic, and quantum computation. Here the missing case of continuous probability is shown to fit in the same uniform framework. On a technical level, this involves an investigation of the logical aspects of the Giry monad on measurable spaces and of Lebesgue integration.",,USA,IEEE Computer Society,LICS '13,,10,83–92,9780769550206,,,,,
10.1145/2391229.2391257,inproceedings,Open source cloud technologies,"Baset, Salman A.",2012,,Proceedings of the Third ACM Symposium on Cloud Computing,10.1145/2391229.2391257,https://doi.org/10.1145/2391229.2391257,,,,"Open source cloud technologies such as OpenStack, CloudStack, OpenNebula, Eucalyptus, OpenShift, and Cloud Foundry have gained significant momentum in the last few years. For a researcher and practitioner, they present a unique opportunity to analyze, contribute, and innovate new services using these technologies. The first part of the tutorial will provide an overview of OpenStack and CloudStack, two open source infrastructure as a service (IaaS) cloud platforms. The second part of the tutorial will present a detailed analysis of different OpenStack components, namely, glance (image service), nova (compute service), keystone (security service), quantum (network service), and swift (object storage service). In particular, the tutorial will describe the scheduling and provisioning process in OpenStack, and how different configuration options lead to myriad provisioning performance. Further, the tutorial will describe how OpenStack has evolved over releases. Finally, the tutorial will describe weaknesses of OpenStack and highlight important areas where researchers can contribute.",,"New York, NY, USA",Association for Computing Machinery,SoCC '12,"San Jose, California",2,,9781450317610,28,,,,
10.1145/2629538,article,Realizing Reversible Computing in QCA Framework Resulting in Efficient Design of Testable ALU,"Sen, Bibhash and Dutta, Manojit and Some, Samik and Sikdar, Biplab K.",2015,J. Emerg. Technol. Comput. Syst.,,10.1145/2629538,https://doi.org/10.1145/2629538,"reversible multiplexer, reversible computing, reversible arithmetic logic unit, fault tolerance, Quantum-dot cellular automata",December,,"Reversible logic is emerging as a prospective logic design style for implementing ultra-low-power VLSI circuits. It promises low-power consuming circuits by nullifying the energy dissipation in irreversible logic. On the other hand, as a potential alternative to CMOS technology, Quantum-dot Cellular Automata (QCA) promises energy efficient digital design with high device density and high computing speed. The integration of reversible logic in QCA circuit is expected to be effective in addressing the issue of energy dissipation at nano scale regime. This work targets the design of reversible ALU (arithmetic logic unit) in QCA framework and proposes a new “Reversible QCA” (RQCA). The primary design focus is on optimizing the number of reversible gates, quantum cost and the garbage outputs that are the most important hindrances in realizing reversible logic. Besides optimization, the fault coverage capability of RQCA under missing/additional cell deposition defects is analysed. The scope of reversible logic is further outstretched by introducing a novel DFT (design for testability) architecture around the reversible ALU that reduces testing overhead. The performance of proposed ALU is evaluated, subjected to different faults, and is established to be more effective than the existing ALU.",1550-4832,"New York, NY, USA",Association for Computing Machinery,,,22,,,30,3,11,December 2014,
10.1145/2833179.2833186,inproceedings,Scalable task-based algorithm for multiplication of block-rank-sparse matrices,"Calvin, Justus A. and Lewis, Cannada A. and Valeev, Edward F.",2015,,Proceedings of the 5th Workshop on Irregular Applications: Architectures and Algorithms,10.1145/2833179.2833186,https://doi.org/10.1145/2833179.2833186,"tensor contraction, task parallelism, semiseparable matrix, rank-structured, matrix multiplication, matrix, low-rank decomposition, irregular computation, distributed memory, SUMMA, H matrix",,,"A task-based formulation of Scalable Universal Matrix Multiplication Algorithm (SUMMA), a popular algorithm for matrix multiplication (MM), is applied to the multiplication of hierarchy-free, rank-structured matrices that appear in the domain of quantum chemistry (QC). The novel features of our formulation are: (1) concurrent scheduling of multiple SUMMA iterations, and (2) fine-grained task-based composition. These features make it tolerant of the load imbalance due to the irregular matrix structure and eliminate all artifactual sources of global synchronization. Scalability of iterative computation of square-root inverse of block-rank-sparse QC matrices is demonstrated; for full-rank (dense) matrices the performance of our SUMMA formulation usually exceeds that of the state-of-the-art dense MM implementations (ScaLAPACK and Cyclops Tensor Framework).",,"New York, NY, USA",Association for Computing Machinery,IA<sup>3</sup> '15,"Austin, Texas",8,,9781450340014,4,,,,
10.1145/2499178.2502080,inproceedings,IR Research: Challenges and Long-range Opportunities,"Ingwersen, Peter",2013,,Proceedings of the 2013 Conference on the Theory of Information Retrieval,10.1145/2499178.2502080,https://doi.org/10.1145/2499178.2502080,"information retrieval theory, foundations",,,"The field of Information Retrieval (IR) is under steady development and change. Information collections have become larger and more diversified; elaborated IT platforms penetrate most life situations; computers have become more powerful; networks and devices more widespread; social media and information interaction in many forms are increasingly used in daily life, etc. Simultaneously, the information experiences of users and use of information has become increasingly differentiated. IR is well-integrated into all kinds of mobile, transactional and traditional information systems dealing with most kinds of media.Since 2002 several workshops have been held to discuss the future lines of action in IR research and development - the so-called SWIRL workshops. For an update of results see SIGIR Forum vol. 46 (1), 2012, p. 2-32. During the last SWIRL the following issues were discussed: Not just ranked lists; Help for users; Capturing context; Information - not documents; Domains (novel non-textual IT-driven areas of IR research); Evaluation.Since ICTIR 2013 fundamentally concerns IR theory the objectives of the ICTIR 2013 panel are to pinpoint central theoretical short and long-term pathways, challenges, opportunities and consequences for IR research. The following themes are suggested but not limited to be approached during the panel from predominantly theoretical perspectives:1. How far can we push ranking models, such as language models, quantum, or learning to rank - and to what end?2. Information interaction, user experiences, context and relevance - where do we stand - what is amiss?3. Personalization issues - should user models be socially constructed or real-time dependent?4. Social media in integration - useful to IR?5. Non-textual media - which models are scientifically sound?6. Small and medium-sized integrated collections - enterprise IR: where do we stand?7. Evaluation and metrics - theory-driven or ad-hoc?Some of the themes can be combined in response to the questions, for instance, evaluation methodologies for integrated information systems, and sub-themes can be evoked, e.g. tasks, authority or importance vs. relevance and relevance feedback for information interaction. Remember that IR theory is not just a mathematical-logical enterprise but includes conceptual models, frameworks and perspectives as well.",,"New York, NY, USA",Association for Computing Machinery,ICTIR '13,"Copenhagen, Denmark",1,38,9781450321075,,,,,
10.1145/1566445.1566554,inproceedings,Space-efficient simulation of quantum computers,"Frank, Michael P. and Meyer-Baese, Uwe H. and Chiorescu, Irinel and Oniciuc, Liviu and van Engelen, Robert A.",2009,,Proceedings of the 47th Annual ACM Southeast Conference,10.1145/1566445.1566554,https://doi.org/10.1145/1566445.1566554,"education tools, quantum circuits, quantum computer simulators, quantum computing, quantum programming languages, research tools",,,"Traditional algorithms for simulating quantum computers on classical ones require an exponentially large amount of memory, and so typically cannot simulate general quantum circuits with more than about 30 or so qubits on a typical PC-scale platform with only a few gigabytes of main memory. However, more memory-efficient simulations are possible, requiring only polynomial or even linear space in the size of the quantum circuit being simulated. In this paper, we describe one such technique, which was recently implemented at FSU in the form of a C++ program called SEQCSim, which we releasing publicly. We also discuss the potential benefits of this simulation in quantum computing research and education, and outline some possible directions for further progress.",,"New York, NY, USA",Association for Computing Machinery,ACMSE '09,"Clemson, South Carolina",6,,9781605584218,83,,,,
10.1145/2400682.2400710,article,Significantly reducing MPI intercommunication latency and power overhead in both embedded and HPC systems,"Mattheakis, Pavlos M. and Papaefstathiou, Ioannis",2013,ACM Trans. Archit. Code Optim.,,10.1145/2400682.2400710,https://doi.org/10.1145/2400682.2400710,"memory management, intercommunication, embedded systems, architectural exploration, MPI, HPC",January,,"Highly parallel systems are becoming mainstream in a wide range of sectors ranging from their traditional stronghold high-performance computing, to data centers and even embedded systems. However, despite the quantum leaps of improvements in cost and performance of individual components over the last decade (e.g., processor speeds, memory/interconnection bandwidth, etc.), system manufacturers are still struggling to deliver low-latency, highly scalable solutions. One of the main reasons is that the intercommunication latency grows significantly with the number of processor nodes. This article presents a novel way to reduce this intercommunication delay by implementing, in custom hardware, certain communication tasks. In particular, the proposed novel device implements the two most widely used procedures of the most popular communication protocol in parallel systems the Message Passing Interface (MPI). Our novel approach has initially been simulated within a pioneering parallel systems simulation framework and then synthesized directly from a high-level description language (i.e., SystemC) using a state-of-the-art synthesis tool. To the best of our knowledge, this is the first article presenting the complete hardware implementation of such a system. The proposed novel approach triggers a speedup from one to four orders of magnitude when compared with conventional software-based solutions and from one to three orders of magnitude when compared with a sophisticated software-based approach. Moreover, the performance of our system is from one to two orders of magnitude higher than the simulated performance of a similar but, relatively simpler hardware architecture; at the same time the power consumption of our device is about two orders of magnitude lower than that of a low-power CPU when executing the exact same intercommunication tasks.",1544-3566,"New York, NY, USA",Association for Computing Machinery,,,25,,,51,4,9,January 2013,
10.1109/MEMCOD.2015.7340465,inproceedings,Towards refinement types for time-dependent data-flow networks,,2015,,Proceedings of the 2015 ACM/IEEE International Conference on Formal Methods and Models for Codesign,10.1109/memcod.2015.7340465,https://doi.org/10.1109/MEMCOD.2015.7340465,,,,"The concept of liquid clocks introduced in this paper is a significant step towards a more precise compile-time framework for the analysis of synchronous and polychromous languages. Compiling languages such as Lustre or Signal indeed involves a number of static analyses of programs before they can be synthesized into executable code, e.g., synchronicity class characterization, clock assignment, static scheduling or causality analysis. These analyses are often equivalent to undecidable problems, necessitating abstracting such programs to provide sound yet incomplete analyses. Such abstractions unfortunately often lead to the rejection of programs that could very well be synthesized into deterministic code, provided abstraction refinement steps could be applied for more accurate analysis. To reduce the number of false negatives occurring during the compilation process, we leverage recent advances in type theory - with the definition of decidable classes of value-dependent type systems - and formal verification, linked to the development of efficient SAT/SMT solvers, to provide a type-theoretic approach that considers all the above analyses as type inference problems. To simplify the exposition of our new approach in this paper, we define a refinement type system for a minimalistic, synchronous, stream-processing language to concisely represent, analyze, and verify logical and quantitative properties of programs expressed as stream-processing data-flow networks. Our type system provides a new framework for representing logical time (clocks) and scheduling properties, and to describe their relations with stream values and, possibly, other quantas. We show how to analyze synchronous stream processing programs (\`{a} la Lustre, Signal) to enable previously described analyses involved in compiling such programs. We also prove the soundness of our type system and elaborate on the adaptability of this core framework by outlining its extensibility to specific models of computations and other quantas.",,USA,IEEE Computer Society,MEMOCODE '15,,6,36–41,9781509002375,,,,,
10.1145/2484762.2484763,inproceedings,"Using XDMoD to facilitate XSEDE operations, planning and analysis","Furlani, Thomas R. and Schneider, Barry L. and Jones, Matthew D. and Towns, John and Hart, David L. and Gallo, Steven M. and DeLeon, Robert L. and Lu, Charng-Da and Ghadersohi, Amin and Gentner, Ryan J. and Patra, Abani K. and von Laszewski, Gregor and Wang, Fugang and Palmer, Jeffrey T. and Simakov, Nikolay",2013,,Proceedings of the Conference on Extreme Science and Engineering Discovery Environment: Gateway to Discovery,10.1145/2484762.2484763,https://doi.org/10.1145/2484762.2484763,"technology audit service, application kernels, XSEDE, XDMoD, HPC metrics, CI performance metrics",,,"The XDMoD auditing tool provides, for the first time, a comprehensive tool to measure both utilization and performance of high-end cyberinfrastructure (CI), with initial focus on XSEDE. Here, we demonstrate, through several case studies, its utility for providing important metrics regarding resource utilization and performance of TeraGrid/XSEDE that can be used for detailed analysis and planning as well as improving operational efficiency and performance.Measuring the utilization of high-end cyberinfrastructure such as XSEDE helps provide a detailed understanding of how a given CI resource is being utilized and can lead to improved performance of the resource in terms of job throughput or any number of desired job characteristics. In the case studies considered here, a detailed historical analysis of XSEDE usage data using XDMoD clearly demonstrates the tremendous growth in the number of users, overall usage, and scale of the simulations routinely carried out. Not surprisingly, physics, chemistry, and the engineering disciplines are shown to be heavy users of the resources. However, as the data clearly show, molecular biosciences are now a significant and growing user of XSEDE resources, accounting for more than 20 percent of all SUs consumed in 2012. XDMoD shows that the resources required by the various scientific disciplines are very different. Physics, Astronomical sciences, and Atmospheric sciences tend to solve large problems requiring many cores. Molecular biosciences applications on the other hand, require many cycles but do not employ core counts that are as large. Such distinctions are important in guiding future cyberinfrastructure design decisions.XDMoD's implementation of a novel application kernel-based auditing system to measure overall CI system performance and quality of service is shown, through several examples, to provide a useful means to automatically detect under performing hardware and software. This capability is especially critical given the complex composition of today's advanced CI. Examples include an application kernel based on a widely used quantum chemistry program that uncovered a software bug in the I/O stack of a commercial parallel file system, which was subsequently fixed by the vendor in the form of a software patch that is now part of their standard release. This error, which resulted in dramatically increased execution times as well as outright job failure, would likely have gone unnoticed for sometime and was only uncovered as a result of implementation of XDMoD's suite of application kernels.",,"New York, NY, USA",Association for Computing Machinery,XSEDE '13,"San Diego, California, USA",8,,9781450321709,46,,,,
10.1145/1926367.1926378,article,An efficient CELL library for lattice quantum chromodynamics,"Tadonki, Claude and Grodidier, Gilbert and Pene, Olivier",2011,SIGARCH Comput. Archit. News,,10.1145/1926367.1926378,https://doi.org/10.1145/1926367.1926378,"parallelism, linear algebra, LQCD, CELL",January,,"Quantum chromodynamics (QCD) is the theory of subnuclear physics, aiming at modeling the strong nuclear force, which is responsible for the interactions of nuclear particles. Numerical QCD studies are performed through a discrete formalism called LQCD (Lattice Quantum Chromodynamics). Typical simulations involve very large volume of data and numerically sensitive entities, thus the crucial need of high performance computing systems. We propose a set of CELL-accelerated routines for basic LQCD calculations. Our framework is provided as a unified library and is particularly optimized for an iterative use. Each routine is parallelized among the SPUs, and each SPU achieves it task by looping on small chunk of arrays from the main memory. Our SPU implementation is vectorized with double precision data, and the cooperation with the PPU shows a good overlap between data transfers and computations. Moreover, we permanently keep the SPU context and use mailboxes to synchronize between consecutive calls. We validate our library by using it to derive a CELL version of an existing LQCD package (tmLQCD). Experimental results on individual routines show a significant speedup compare to standard processor, 11 times better than a 2.83 GHz INTEL processor for instance (without SSE). This ratio is around 9 (with QS22 blade) when consider a more cooperative context like solving a linear system of equations (usually referred as Wislon-Dirac inversion). Our results clearly demonstrate that the CELL is a very promising way for high-scale LQCD simulations.",0163-5964,"New York, NY, USA",Association for Computing Machinery,,,6,60–65,,,4,38,September 2010,
10.1145/2807591.2807618,inproceedings,Parallel implementation and performance optimization of the configuration-interaction method,"Shan, Hongzhang and Williams, Samuel and Johnson, Calvin and McElvain, Kenneth and Ormand, W. Erich",2015,,"Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",10.1145/2807591.2807618,https://doi.org/10.1145/2807591.2807618,"BIGSTICK, Lanczos, configuration-interaction, eigenvalue, load balancing, performance, reorthogonalization, scalability",,,"The configuration-interaction (CI) method, long a popular approach to describe quantum many-body systems, is cast as a very large sparse matrix eigenpair problem with matrices whose dimension can exceed one billion. Such formulations place high demands on memory capacity and memory bandwidth --- two quantities at a premium today. In this paper, we describe an efficient, scalable implementation, BIGSTICK, which, by factorizing both the basis and the interaction into two levels, can reconstruct the nonzero matrix elements on the fly, reduce the memory requirements by one or two orders of magnitude, and enable researchers to trade reduced resources for increased computational time. We optimize BIGSTICK on two leading HPC platforms --- the Cray XC30 and the IBM Blue Gene/Q. Specifically, we not only develop an empirically-driven load balancing strategy that can evenly distribute the matrix-vector multiplication across 256K threads, we also developed techniques that improve the performance of the Lanczos reorthogonalization. Combined, these optimizations improved performance by 1.3-8\texttimes{} depending on platform and configuration.",,"New York, NY, USA",Association for Computing Machinery,SC '15,"Austin, Texas",12,,9781450337236,9,,,,
10.1109/LICS.2012.35,inproceedings,Strong Complementarity and Non-locality in Categorical Quantum Mechanics,"Coecke, Bob and Duncan, Ross and Kissinger, Aleks and Wang, Quanlong",2012,,Proceedings of the 2012 27th Annual IEEE/ACM Symposium on Logic in Computer Science,10.1109/lics.2012.35,https://doi.org/10.1109/LICS.2012.35,"quantum entanglement, quantum computing, abstract algebra",,,"Categorical quantum mechanics studies quantum theory in the framework of dagger-compact closed categories. Using this framework, we establish a tight relationship between two key quantum theoretical notions: non-locality and complementarity. In particular, we establish a direct connection between Mermin-type non-locality scenarios, which we generalise to an arbitrary number of parties, using systems of arbitrary dimension, and performing arbitrary measurements, and a new stronger notion of complementarity which we introduce here. Our derivation of the fact that strong complementarity is a necessary condition for a Mermin scenario provides a crisp operational interpretation for strong complementarity. We also provide a complete classification of strongly complementary observables for quantum theory, something which has not yet been achieved for ordinary complementarity. Since our main results are expressed in the (diagrammatic) language of dagger-compact categories, they can be applied outside of quantum theory, in any setting which supports the purely algebraic notion of strongly complementary observables. We have therefore introduced a method for discussing non-locality in a wide variety of models in addition to quantum theory. The diagrammatic calculus substantially simplifies (and sometimes even trivialises) many of the derivations, and provides new insights. In particular, the diagrammatic computation of correlations clearly shows how local measurements interact to yield a global overall effect. In other words, we depict non-locality.",,USA,IEEE Computer Society,LICS '12,"New Orleans, Louisiana",10,245–254,9780769547695,,,,,
1639809.1639926,inproceedings,Development of high performance scientific components for interoperability of computing packages,"Gulabani, Teena P. and Sosonkina, Masha and Gordon, Mark S. and Janssen, Curtis L. and Kenny, Joseph P. and Netzloff, Heather and Windus, Theresa L.",2009,,Proceedings of the 2009 Spring Simulation Multiconference,,,"interoperability, common component architecture, TAU, QM/MM modeling, NWChem",,,"Three major high performance quantum chemistry computational packages, NWChem, GAMESS and MPQC have been developed by different research efforts following different design patterns. The goal is to achieve interoperability among these packages by overcoming the challenges caused by the different communication patterns and software design of each of these packages. Developing a chemistry algorithm is a time consuming process; integration of large quantum chemistry packages will allow resource sharing and thus avoid reinvention of the wheel. Creating connections between these incompatible packages is the major motivation of our work. We achieve this interoperability by bringing the benefits of Component Based Software Engineering through a plug-and-play component framework called Common Component Architecture (CCA). In this paper, we present a strategy and process used for interfacing two widely used and important computational chemistry methodologies: Quantum Mechanics and Molecular Mechanics. This paper also demonstrates the performance evaluation of these CCA compliant components to show the feasibility of the proposed approach and finally discusses the current research issues.",,"San Diego, CA, USA",Society for Computer Simulation International,SpringSim '09,"San Diego, California",6,,,111,,,,
1386839.1386843,inproceedings,Experiences in developing a node of an international computational physics data grid,"Coddington, Paul and Galang, Gerson and Kamleh, Waseem and Leinweber, Derek and Moskwa, Sam and Patterson, Julia and Wang, Qiang and Wendelborn, Andrew and Zhang, Shunde and Zhang, Qunfang",2008,,Proceedings of the Sixth Australasian Workshop on Grid Computing and E-Research - Volume 82,,,"data grid, metadata catalog, simulation data",,,"The International Lattice Data Grid (ILDG) is an international collaboration that creates standards to enable sharing of data produced by Lattice Quantum ChromoDynamics (QCD) simulations, which are very computationally expensive. In this paper we summarize our experiences in developing an Australian node of the ILDG, including implementing a program to generate metadata conforming to the QCDml XML schema developed by the ILDG, storing the metadata in an XML database, developing metadata catalog and file catalog services using standard web service interfaces, providing data download using an SRM interface, and implementing a web portal to the ILDG. One of the problems we encountered in this work was that existing metadata catalog software was not able to meet the requirements of this project. Although this work is specific to Lattice QCD data and the ILDG specifications, most of the main issues in developing the data grid node are quite general and not specific to the type of data.",,AUS,"Australian Computer Society, Inc.",AusGrid '08,"Wollongong, NSW, Australia",10,7–16,9781920682637,,,,,
10.1109/CCGrid.2012.123,inproceedings,Performance Modeling and Comparative Analysis of the MILC Lattice QCD Application su3_rmd,"Bauer, Greg and Gottlieb, Steven and Hoefler, Torsten",2012,,"Proceedings of the 2012 12th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (Ccgrid 2012)",10.1109/ccgrid.2012.123,https://doi.org/10.1109/CCGrid.2012.123,"semi-analytical modeling, performance analysis, MILC",,,"Application performance modeling is an essential part of application and system development as HPC moves into the petascale and prepares for the exascale. However, performance modeling of parallel systems is a difficult task due to natural variations in measurements and noise effects. In this paper, we give a detailed example for a semi-analytical performance-modeling method applied to the ubiquitous HPC application su3 rmd from the lattice Quantum Chromo dynamics field on a variety of parallel computing platforms. We apply statistical techniques that are well known in natural sciences to model the variance in the input system. Using a simple analytical model to capture the main characteristics of the code, such as numbers and sizes of passed messages and invocation counts of serial code blocks in conjunction with statistically sound curve fitting methods, we develop an accurate performance model and use it to characterize application performance on various target architectures. Our fitting techniques allow us to characterize the variance of different performance observations on a given system and show the influence of noise from different sources. The techniques we developed can be applied to a wide class of bulk-synchronous applications. With this detailed example, we aim to motivate the scientific computing community to develop and use similar performance models for software development and maintenance.",,USA,IEEE Computer Society,CCGRID '12,,8,652–659,9780769546919,,,,,
10.1145/2016741.2016777,inproceedings,Virtual laboratory for planetary materials (VLab): an updated overview of system service architecture,"da Silveira, Pedro R. C. and Valdez, M. N\'{u}\~{n}ez and Wenzcovitch, Renata M. and Pierce, Marlon and da Silva, Cesar R. S. and Yuen, David A.",2011,,Proceedings of the 2011 TeraGrid Conference: Extreme Digital Discovery,10.1145/2016741.2016777,https://doi.org/10.1145/2016741.2016777,"web services, virtual laboratory, grid portal, grid computing, cyberinfrastrucutre, TeraGrid, Quantum ESPRESSO",,,"In this paper we review the main features and illustrate the use of VLab, a Science Gateway that provides Cyber-infrastructure (CI) for distributed first principles computations in materials science. The VLab CI includes Web Services running in different computers, controlled from a Web Portal running predefined, distributed, and interactive workflows by multiple users. Currently, in addition to simple electronic structure calculations, it supports calculations of materials properties important for mineral physics that require substantial number of tasks, such as, thermodynamic and thermal elastic properties. VLab uses the Quantum ESPRESSO software for first principles computations. Here, we show details of the task distribution in batch system using a ""bag of tasks"" approach. We also explain VLab's approach to interactive user tools, including interactive image plots developed for thermodynamic properties, pressure scale calculator, and a database of results.",,"New York, NY, USA",Association for Computing Machinery,TG '11,"Salt Lake City, Utah",8,,9781450308885,33,,,,
2755753.2755809,inproceedings,On-chip network-enabled many-core architectures for computational biology applications,"Majumder, Turbo and Pande, Partha Pratim and Kalyanaraman, Ananth",2015,,"Proceedings of the 2015 Design, Automation & Test in Europe Conference & Exhibition",,,,,,"Computational molecular biology applications are at the heart of the backend processing in cyber-physical systems when applied to domains such as drug discovery, personalized medicine and genetic disease risk assessment. These applications are characterized by the preponderance of data and computational complexity, and yet require reasonably fast processing in order to have any meaningful impact. As such, hardware acceleration for these applications have generated a lot of research interest. In this paper, we discuss the superiority of Network-on-Chip (NoC)-enabled many-core platforms over other conventional platforms in both the quantum of speedup achieved and the amount of energy consumed. We hence posit that research in NoC-enabled platforms for CPS applications will be a major enabler of future scientific and medical breakthroughs.",,"San Jose, CA, USA",EDA Consortium,DATE '15,"Grenoble, France",6,259–264,9783981537048,,,,,
10.1109/SC.2014.36,inproceedings,A communication-optimal framework for contracting distributed tensors,"Rajbhandari, Samyam and Nikam, Akshay and Lai, Pai-Wei and Stock, Kevin and Krishnamoorthy, Sriram and Sadayappan, P.",2014,,"Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",10.1109/sc.2014.36,https://doi.org/10.1109/SC.2014.36,,,,"Tensor contractions are extremely compute intensive generalized matrix multiplication operations encountered in many computational science fields, such as quantum chemistry and nuclear physics. Unlike distributed matrix multiplication, which has been extensively studied, limited work has been done in understanding distributed tensor contractions. In this paper, we characterize distributed tensor contraction algorithms on torus networks. We develop a framework with three fundamental communication operators to generate communication-efficient contraction algorithms for arbitrary tensor contractions. We show that for a given amount of memory per processor, the framework is communication optimal for all tensor contractions. We demonstrate performance and scalability of the framework on up to 262,144 cores on a Blue Gene/Q supercomputer.",,,IEEE Press,SC '14,"New Orleans, Louisana",12,375–386,9781479955008,,,,,
10.1145/2063384.2063477,inproceedings,High-performance lattice QCD for multi-core based parallel systems using a cache-friendly hybrid threaded-MPI approach,"Smelyanskiy, Mikhail and Vaidyanathan, Karthikeyan and Choi, Jee and Jo\'{o}, B\'{a}lint and Chhugani, Jatin and Clark, Michael A. and Dubey, Pradeep",2011,,"Proceedings of 2011 International Conference for High Performance Computing, Networking, Storage and Analysis",10.1145/2063384.2063477,https://doi.org/10.1145/2063384.2063477,,,,"Lattice Quantum Chromo-dynamics (LQCD) is a computationally challenging problem that solves the discretized Dirac equation in the presence of an SU(3) gauge field. Its key operation is a matrix-vector product, known as the Dslash operator. We have developed a novel multicore architecture-friendly implementation of the Wilson-Dslash operator which delivers 75 Gflops (single-precision) on an Intel® Xeon® Processor X5680 achieving 60% computational efficiency for datasets that fit in the last-level cache. For datasets larger than the last-level cache, this performance drops to 50 Gflops. Our performance is 2-3X higher than a well-known implementation from the Chroma software suite when running on the same hardware platform. The novel implementation of LQCD reported in this paper is based on recently published the 3.5D spatial and 4.5D temporal tiling schemes. Both blocking schemes significantly reduce LQCD external memory bandwidth requirements, delivering a more compute-bound implementation. The performance advantage of our schemes will become more significant as the gap between compute flops and external memory bandwidth continues to grow. We demonstrate very good cluster-level scalability of our implementation: for a lattice of 323 x 256 sites, we achieve over 4 Tflops when strong-scaled to a 128 node system (1536 cores total). For the same lattice size, a full Conjugate Gradients Wilson-Dslash operator, achieves 2.95 Tflops.",,"New York, NY, USA",Association for Computing Machinery,SC '11,"Seattle, Washington",11,,9781450307710,69,,,,
