"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"QoE-aware Multicast-Unicast Transmission Scheme For Multi-UAV Assisted Virtual Reality Live Streaming Systems","X. Chen; X. Ren; L. Jiao; X. Dai; Z. Dong; G. Min","School of Computer Science, Beijing Information Science and Technology University, Beijing, China; School of Computer Science, Beijing Information Science and Technology University, Beijing, China; School of Computer Science, Beijing Information Science and Technology University, Beijing, China; School of Computer Science, Beijing Information Science and Technology University, Beijing, China; School of Computer Science, Beijing Information Science and Technology University, Beijing, China; Department of Computer Science, University of Exeter, Exeter, U.K.",IEEE Transactions on Consumer Electronics,"","2025","PP","99","1","1","The growing complexity of the sixth-generation (6G) wireless networks has positioned artificial intelligence (AI) as a critical tool for radio resource management (RRM). However, the opacity of AI learning models undermines their trustworthiness, robustness, and interpretability, significantly impeding their application in network resource management for 6G scenarios. Establishing reliable edge intelligence (EI) is crucial for the future of various domains, particularly in virtual reality (VR). By leveraging EI, VR applications can better meet user demands, enhancing service experiences and reliability. The 360-degree video characteristics challenge existing VR transmission networks. We propose a unmanned aerial vehicle (UAV)-assisted joint multicast-unicast system to optimize user QoE by jointly optimizing UAV trajectories, user associations, quality requests, user pairing, and power allocation. To address this optimization problem, we first decompose it into inter-frame and intra-frame components, and propose a twin delayed deep deterministic policy gradient (TD3)-based algorithm to tackle the inter-frame problem. After solving the inter-frame problem, we utilize the quantum particle swarm optimization (QPSO) algorithm and matching theory to address the intra-frame problem. Simulation results demonstrate that our proposed algorithm, significantly improves the QoE for users.","1558-4127","","10.1109/TCE.2025.3528928","National Natural Science Foundation of China(grant numbers:61872044,62202059); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10839311","Virtual reality streaming;unmanned aerial vehicle;joint multicast-unicast transmission network;quality of experience","Streaming media;Autonomous aerial vehicles;Quality of experience;Unicast;Resource management;Multicast algorithms;Artificial intelligence;Wireless networks;Spaceborne radar;Rendering (computer graphics)","","1","","","IEEE","13 Jan 2025","","","IEEE","IEEE Early Access Articles"
"Allocation of transmission charge by using MVA-Mile approaches for restructured Indian power utility","N. Kumar; Y. R. V. Reddy; D. Das; N. P. Padhy","Faculty in the Department of Electrical Engineering, National Institute of Technology Jamshedpur, Jamshedpur, India; Virginia Transformer Corporation, VA, USA; Faculty in the Department of Water Resources Development & Management, Indian Institute of Technology Roorkee, Roorkee, India; Faculty in the Department of Electrical Engineering, Indian Institute of Technology Roorkee, Roorkee, India",2011 IEEE Power and Energy Society General Meeting,"10 Oct 2011","2011","","","1","6","Transmission of electricity across the system plays a critical role in making the power available to the consumers. One of the critical issues in the liberalization of the electricity market is the way in which transmission costs are translated into tariffs. The Electricity Act, 2003 mandates that the national tariff framework implemented should be sensitive to distance, direction and related to quantum of power flow. Flow-Mile method rates explicitly reflect the fact that the cost of transmission depends on the distance and how much power is transmitted. Traditional regional postage stamp method of transmission pricing in India do not price transmission services accurately because they fail to take into account the total effects of the transaction on the network. Flow-Mile pricing involves load flow analysis to model the power flows on the transmission network to determine transmission charge. This paper expands upon the MW-Mile method into MVA-Mile method that is currently subject to considerable discussion and is under review by a number of researchers.","1944-9925","978-1-4577-1002-5","10.1109/PES.2011.6039507","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6039507","Central Transmission Utility (CTU);Transmission Pricing;Electricity Act 2003","Load flow;Electricity;Pricing;Reactive power;Resource management;Load modeling","","12","","22","IEEE","10 Oct 2011","24-28 July 2011","24-28 July 2011","IEEE","IEEE Conferences"
"Interplay Between Security, Privacy and Trust in 6G-Enabled Intelligent Transportation Systems","A. D. Abdullahi; E. Bahrami; T. Dargahi; M. Al-Khalidi; M. Hammoudeh","Department of Computing and Mathematics, Manchester Metropolitan University, Manchester, U.K.; Department of Computer Engineering, Sharif University of Technology, Tehran, Iran; Department of Computing and Mathematics, Manchester Metropolitan University, Manchester, U.K.; Department of Computing and Mathematics, Manchester Metropolitan University, Manchester, U.K.; Department of Information and Computer Science, King Fahd University of Petroleum and Minerals, Dhahran, Saudi Arabia",IEEE Open Journal of Intelligent Transportation Systems,"11 Dec 2025","2025","6","","1625","1654","Advancements in sixth-generation (6G) wireless technology are expected to transform the transportation sector by enabling faster, more reliable, and more intelligent mobility services. 6G-enabled Intelligent Transportation Systems (ITS) offer ultra-low-latency communication, massive connectivity, and advanced analytics that support safer, more efficient, and more sustainable mobility. Despite these benefits, 6G-ITS introduces significant security, privacy, and trust challenges that must be addressed to ensure safe deployment and sustained public confidence. This paper reviews the opportunities and challenges of 6G-ITS with a focus on security, privacy, and trust, including the dual role of quantum technologies that strengthen cryptographic mechanisms while introducing novel attack surfaces. The paper highlights the benefits of 6G for transportation, including improved communication performance, enhanced device interoperability, advanced data analytics, and increased automation across transportation management and communication systems. A taxonomy of attack models in 6G-ITS is provided, alongside a comparison of security threats in 5G-ITS and 6G-ITS and corresponding mitigation strategies. The findings highlight the need for a comprehensive, multi-layered security framework that spans physical infrastructure, network protocols, data management, application security, and trust mechanisms to ensure the integrity and resilience of future 6G transportation ecosystems.","2687-7813","","10.1109/OJITS.2025.3637333","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11269356","Intelligent transportation systems;6G;authentication;cybersecurity;trust;data privacy","6G mobile communication;Security;Intelligent transportation systems;Transportation;Privacy;Data privacy;Terahertz communications;Computer crime;5G mobile communication;Terminology","","2","","176","CCBY","26 Nov 2025","2025","","IEEE","IEEE Journals"
"Performing conjoint analysis within a logic-based framework","A. Giurca; I. Schmitt; D. Baier","Department of Databases and Information Technology, Brandenburg University of Technology, Cottbus, Germany; Department of Databases and Information Technology, Brandenburg University of Technology, Cottbus, Germany; Department of Databases and Information Technology, Brandenburg University of Technology, Cottbus, Germany",2011 Federated Conference on Computer Science and Information Systems (FedCSIS),"14 Nov 2011","2011","","","261","268","Conjoint Analysis is heavily used in many different areas: from mathematical psychology, economics and marketing to sociology, transportation and medicine trying to understand how individuals evaluate products/services and as well as on predicting behavioral outcomes by using statistical methods and techniques. Nowadays is not much agreement about best practice, which in turn has led to many flavors of CA being proposed and applied. The goal of this paper is to offer a solution to perform Adaptive Conjoint Analysis inside CQQL, a quantum logic based information framework. We describe an algorithm to compute a logical CQQL formula capturing user preferences and use this formula to derive decision rules.","","978-83-60810-39-2","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6078211","","Databases;Calculus;Measurement;Smart phones;Interviews;Additives;Computational modeling","","1","","37","","14 Nov 2011","18-21 Sept. 2011","18-21 Sept. 2011","IEEE","IEEE Conferences"
"Communication Technologies for Smart Cities: Enabling Connectivity, Efficiency, and Urban Intelligence","S. Lakumarapu; J. N. Gandhi; A.Gowridurga; P.Rashmi; M.G.Dinesh; N. M","Department of CSE, CVR College of Engineering, Hyderabad, Telangana, India; Computer Science and Engineering, KSR College of Engineering; Computer Science and Business Systems, R.M.D Engineering College; Velammal Engineering College; Easa College of Engineering and Technology; Dept of Cyber Security, S.A Engineering College",2025 5th International Conference on Evolutionary Computing and Mobile Sustainable Networks (ICECMSN),"17 Feb 2026","2025","","","1346","1352","The high rate of urbanization in cities across the globe has demanded the creation of smart infrastructures that would make use of advanced communication technologies to improve efficiency, sustainability, and services to the citizens. This survey gives an in-depth description of both wired and wireless communication systems, such as fiber optics, Ethernet, cellular (4G/5G/6G), Wi-Fi, LPWAN, and satellite-based networks and how they can be used to facilitate seamless communications to diverse smart city applications. The upcoming technologies of Software-Defined Networking (SDN), Network Function Virtualization (NFV), edge and fog computing, visible light communication (VLC) and future 6G networks are addressed in relation to their scalability, flexibility and low-latency communication. The smart transportation, healthcare, energy control, public safety, environmental monitoring, and intelligent buildings are the main examples of key applications that show how much communication networks can change the urban ecosystem. The survey also includes issues concerning security, privacy, interoperability, energy efficiency, and cost of deployment and gives an insight on the drawbacks of the existing infrastructures. Lastly, the potential research areas including AI based network management, blockchain based secure communication, integration of IoT-edge-cloud framework, and quantum communication are discussed to inform the creation of robust, secure, and highly efficient networks. The purpose of this work is to enlighten the researchers, policymakers, and urban planners on how to develop smart cities of the new generation.","","979-8-3315-8242-5","10.1109/ICECMSN68058.2025.11383251","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11383251","Smart Cities;Communication technologies;IoT;5G/6G Networks;Edge Computing;SDN/NFV","Surveys;6G mobile communication;Wireless communication;Smart cities;Scalability;Communications technology;Energy efficiency;Sustainable development;Wireless fidelity;Visible light communication","","","","15","IEEE","17 Feb 2026","24-26 Nov. 2025","24-26 Nov. 2025","IEEE","IEEE Conferences"
"Computer‐Aided Molecular Design","T. N. Borhani",Center for Engineering Innovation and Research,Industry 4.0 Vision for the Supply of Energy and Materials: Enabling Technologies and Emerging Applications,"","2022","","","297","311","Systematic methods to perform product and process selection and design is a vital part of digitalization methods in Industry 4.0. Computer‐aided molecular design (CAMD) provides the framework to perform product and process selection and design systematically; hence, it can accelerate the promotion of new products and services along the values chains. In this chapter different aspects of CAMD are discussed, especially in the field of chemicals and systems engineering. Various predictive models such as quantitative structure–property relationships (QSPR), group contribution methods (GCM), and quantum mechanical (QM) based models that are essential in CAMD problems are reviewed and summarized.","","9781119695967","10.1002/9781119695868.ch11","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9779365.pdf&bkn=9779337&pdfType=chapter","","Chemicals;Optimization;Predictive models;Estimation;Solvents;Fourth Industrial Revolution;Chemical products","","","","","","20 May 2022","","","Wiley","Wiley Telecom eBook Chapters"
"A proposed model for mobile commerce applications in the financial services industry: A catalyst for the African economic renaissance","L. van Rooyen","CyberGroup of Companies Africa Limited, South Africa",PICMET '08 - 2008 Portland International Conference on Management of Engineering & Technology,"15 Aug 2008","2008","","","2394","2399","The paper is exploratory by nature as there has not been work done in terms the methodology presented here. The key focus of this paper is the consideration of the deployment of a post-modern commercial bartering mechanism (called Super Commerce). The model will exploit technological advances in systemic and non-systemic systems, which will result in the spontaneous liberation of money into the banking systems in countries across Africa and worldwide. From a macroeconomic perspective, the anticipated African economic renaissance was delayed due to a lack of e-business innovation, no collaboration amongst the financial services industry, no entrepreneurial participation and no information technology diffusion and nor innovation, mostly due to trade risk aversion. This paper provides a conceptual framework and methodology for the understanding of the development and the application of the proposed Super Commerce methodology within an African setting. Furthermore, the methodology offers a uniquely defined environment, with an implementation range outlined. Within the above factors, the suggested methodology encompasses a new dynamic and complex economic e-business environment, manifesting fluid markets, policy rule information exchange, cultures and structures, inter-related stakeholders and new forms of strategising. A new set of knowledge based communities of practice will prevail. From a holistic perspective, this paper proposes a quantum shift towards multidirectional e-business collaboration, incremental supply chain efficiency, concise monetary transfer cycles and applied leadership thinking. The field is new and little theory or literature is available as yet.","2159-5100","978-1-890843-17-5","10.1109/PICMET.2008.4599865","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4599865","","Business;Africa;Mobile communication;Industries;Economics;Wireless communication;Biological system modeling","","","","19","","15 Aug 2008","27-31 July 2008","27-31 July 2008","IEEE","IEEE Conferences"
"Future of Finance: Secure 6G-Enabled Blockchain Networks with AI for Data Integrity","S. D; K. Rawat; J. K. Hira; S. Bagga; S. Saxena; V. Ahmad","School of Business, SR University, Warangal, Telangana; School of Management & Commerce Studies, Shri Guru Ram Rai University, Dehradun, Uttarakhand, India; Uttaranchal Institute of Management, Uttaranchal University, Dehradun, India; School of Commerce, Graphic Era Hill University, Dehradun, Uttarakhand, India; Management Department, Dev Bhumi Uttrakhand University, Dehradun, India; Uttaranchal Institute of Management, Uttaranchal University, Dehradun, India",2025 IEEE International Conference on Advanced Computing Technologies (ICACT),"28 Jan 2026","2025","","","118","123","The digital transformation of financial systems demands solutions that are secure, scalable, and capable of real-time processing. This paper presents an integrated framework that combines sixth-generation (6G) communication networks, blockchain technology, and artificial intelligence (AI) to address the growing challenges in financial data security and integrity. The proposed architecture leverages the low-latency and high-reliability features of 6G, the immutability of blockchain, and the adaptive capabilities of AI to support secure and automated financial operations. Key components include a layered network model, AI-driven anomaly detection, and privacy-preserving techniques such as federated learning and secure multi-party computation. The study outlines practical use cases including cross-border payments, central bank digital currencies (CBDCs), smart insurance, and decentralized identity verification. It also discusses limitations in scalability, regulatory compliance, and system interoperability. Future directions include quantum-resilient systems and the deployment of autonomous agents for real-time governance. The findings contribute to the design of secure and adaptive infrastructures for next-generation financial services.","","979-8-3315-9002-4","10.1109/ICACT67549.2025.11351425","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11351425","6G networks;blockchain;security;privacy;smart contracts;decentralized systems;internet of things (IOT);secure communication","6G mobile communication;Online banking;Smart contracts;Insurance;Real-time systems;Blockchains;Internet of Things;Artificial intelligence;Anomaly detection;Decentralized identity","","","","26","IEEE","28 Jan 2026","1-2 Sept. 2025","1-2 Sept. 2025","IEEE","IEEE Conferences"
"Breaking the Trilemma: Toward Efficient, Privacy-Preserving, and Forward-Secure Data Sharing in the Post-Quantum Era","L. Yao; J. Weng; P. Wu; S. Chen; J. Sun; G. Yang; R. H. Deng","School of Computing and Information Systems, Singapore Management University, Bras Basah, Singapore; College of Cyber Security, Jinan University, Guangzhou, China; School of Computing and Information Systems, Singapore Management University, Bras Basah, Singapore; College of Cyber Security, Jinan University, Guangzhou, China; School of Computing and Information Systems, Singapore Management University, Bras Basah, Singapore; School of Computing and Information Systems, Singapore Management University, Bras Basah, Singapore; School of Computing and Information Systems, Singapore Management University, Bras Basah, Singapore",IEEE Transactions on Information Forensics and Security,"22 Dec 2025","2025","20","","13370","13385","Cloud-based data sharing has emerged as a prevailing solution for enterprises and end users, supporting various online services in our daily lives. However, the current cloud security solutions are vulnerable to the “harvest now, decrypt later” threat imposed by future quantum computers. To encounter the threat, lattice-based cryptographic solutions for supporting cloud data encryption and search have been extensively investigated by both academia and industry. Despite these efforts, existing lattice-based schemes fall into a trilemma: (1) lack of efficient access control for data retrieval; (2) inadequate protection of keyword privacy in both ciphertext and search token; and (3) difficulty in realizing forward secrecy to safeguard historical data. These limitations result in a substantial burden for lattice-based solutions to be adopted in real-world cloud data sharing. To our knowledge, no prior work has comprehensively addressed these issues at the same time, motivating us to design a more flexible, efficient, and secure lattice-based solution. In this paper, we propose an efficient, privacy-preserving, and forward-secure data sharing framework centered around a novel primitive called Forward-Secure Authenticated Searchable Encryption (FS-ASE). Specifically, we first construct an Authenticated Searchable Encryption (ASE) scheme based on ideal lattices, enabling efficient one-to-many search functionality and ensuring keyword privacy in both ciphertext and search token. On top of this primitive, we present the FS-ASE scheme, which achieves forward secrecy through a highly efficient key evolution mechanism, thereby keeping the confidentiality of historical data even if the current secret key is compromised. Finally, the security of our construction is proven under the Ring Learning With Errors (RLWE) assumption, and experimental results show that it achieves performance improvements of  $158\times $  in data retrieval and  $350\times $  in token generation over state-of-the-art approaches, indicating its practicality in real use.","1556-6021","","10.1109/TIFS.2025.3637717","National Research Foundation, Singapore; Cyber Security Agency of Singapore under its National Cybersecurity R&D Programme(grant numbers:NCR25-DeSSMU-0001); National Research Foundation, Singapore, and the Cyber Security Agency of Singapore(grant numbers:NCR25-DeSSMU-0001); National Natural Science Foundation of China(grant numbers:62332007,U22B2028); Science and Technology Major Project of Tibetan Autonomous Region of China(grant numbers:XZ202201ZD0006G); Open Research Fund of Machine Learning and Cyber Security Interdiscipline Research Engineering Center of Jiangsu Province(grant numbers:SDGC2131); National Joint Engineering Research Center of Network Security Detection and Protection Technology, Guangdong Key Laboratory of Data Security and Privacy Preserving, Guangdong Hong Kong Joint Laboratory for Data Security and Privacy Protection, and Engineering Research Center of Trustworthy AI, Ministry of Education; Lee Kong Chian Fellowship awarded by the Singapore Management University(grant numbers:NCR25-DeSSMU-0001); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11269879","Quantum-resistant;authenticated retrieval;bilateral;forward-secure","Security;Privacy;Lattices;Encryption;Access control;Keyword search;Data retrieval;Standards;Servers;Resistance","","","","43","IEEE","26 Nov 2025","2025","","IEEE","IEEE Journals"
"Novelty of Cloud Computing in the Internet of Things: Improving Real-Time Processing, Analytics, and Data Storage for Connected Devices","V. K; V. S. Pandi; R. Alkabbji; S. Kumar; G. Karthikeyan; D. Priya.L","Department of Computer Science and Engineering, Sathyabama Institute of Science and Technology, Chennai, Tamilnadu; Centre for Advanced Wireless Integrated Technology, Chennai Institute of Technology, Chennai, Tamil Nadu, India; Faculty of Economics and Administrative Sciences, Accounting Zarqa University, Zarqa, Jordan; School of Electronics and Electrical Engineering, Lovely Professional University, India; Department of VLSI Microelectronics, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences (SIMATS), Saveetha University, Chennai; Department of Electronics and communication engineering, R.M.D Engineering College (An Autonomous Institution), Kavaraipettai, Tamilnadu",2025 IEEE International Conference on Advanced Computing Technologies (ICACT),"28 Jan 2026","2025","","","253","259","Cloud convergence with IoT has fundamentally changed the manner in which inter-connected devices process and analyze data in real time and store in the cloud. Traditional methods of processing and storing this data within the device have become increasingly unfeasible as the volume of data gained from IoT networks is continuously growing at a scale that outpaces device capabilities. Cloud computing allows for efficient scalability and flexibility, providing real-time data analytics and decision-making while enabling access to information remotely. Cloud services help IoT devices in offloading computation, thus reducing latency and energy consumption while ensuring interoperability and connectivity to different environments. Where cloud computing integrates with AIpowered analytics, this information is utilized for predictive maintenance, anomaly detection, and intelligent automation, enhancing the overall efficiency of the IoT ecosystem. Network latency, security vulnerabilities, and data privacy issues are areas that need to be solved before the cloud and IoT can be integrated well. Other emerging technologies like edge and fog computing, 5G connectivity, a blockchainbased security framework, and quantum computing, are likely to fine-tune these cloud-based IoT solutions. Cloud Computing and its Impact on IoT: This study elaborates on the innovative benefits that cloud computing adds to the IoT landscape and emphasizes its effects on real-time data processing, analytics, storage scalability, and extant challenges alongside future directions for improving cloudenabled IoT efficiency, security, and sustainability.","","979-8-3315-9002-4","10.1109/ICACT67549.2025.11351514","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11351514","Edge computing;big data analytics;fog computing;security;data storage;scalability;smart applications;predictive analytics;interoperability;5G connectivity;quantum computing automation;decentralized networks","Cloud computing;Quantum computing;Scalability;Memory;Organizations;Real-time systems;Internet of Things;Security;Predictive analytics;Edge computing","","","","16","IEEE","28 Jan 2026","1-2 Sept. 2025","1-2 Sept. 2025","IEEE","IEEE Conferences"
"Advancing Digital Wallet Security Through Multi-Factor Authentication and Homomorphic Encryption-Based Privacy Preservation","M. D. Genemo; K. A. Kumar; Q. T. Sadat; K. Santosh; Dr.G.Sreeram; I. I. Raj","Department of Software Engineering, Gumushane University, Turkey; Department of Management, Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering &Technology, Hyderabad, India; Bangladesh University, Dhaka, Bangladesh; Department of MBA, CMR Institute of Technology, Bengaluru, India; Department of Computer Science and Engineering, Vignana Bharathi Institute of Technology, Hyderabad, India; Department of CSE, K.Ramakrishnan College of Engineering, Trichy, India",2026 1st International Conference on Emerging Trends in Advancements and Applications of Computational Intelligence Techniques (ETAACT),"3 Jun 2026","2026","","","1","6","Digital wallets have been provided by FinTech businesses thus reengineering the financial services but nonetheless there is a possibility of keyloggers, bogus personas and assaults of the server with conventional systems using PIN authentication. The current multi-factor authentication configuration usually leaves sensitive biometric information exposed as the logins are processed. To address these security issues, the paper proposes the MHESecAuth that employs Multi-Factor Homomorphic Encryption and Smart Contracts to authenticate. The permission to make transactions is secure since the system operates with PINs, OTPs and no one can view the biometrics. As per experimental research, the system can be accurate at 96.4 percent, false acceptance rate is 0.08 percent, false rejection rate is 0.6 percent and encryption consumes 160ms. The framework optimizes security, privacy and performance against both MFA, encryption-only and combined solutions and is therefore suitable in the development of quantum-secure digital wallets and still blockchain-based audit and transparency.","","979-8-3315-4949-7","10.1109/ETAACT69135.2026.11541531","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11541531","Multi-Factor Authentication;Homomorphic Encryption;Privacy-Preserving Authentication;Digital Wallet Security;Blockchain Smart Contracts;Quantum-Resistant Security","Authentication;Security;Homomorphic encryption;Modeling;Biometrics;Privacy;Encryption;Equations;Multi-factor authentication;Timing","","","","13","IEEE","3 Jun 2026","10-11 April 2026","10-11 April 2026","IEEE","IEEE Conferences"
"Digital Twin and Native-AI Empowered 6G Networks: Architectures, Applications, Evaluation, and Open Challenges","Y. Al-Karawi; H. S. Mogheer; K. K. Hasan; A. H. Dawwd","Dept. of Communications Engineering, University of Diyala, Iraq; Dept. of Communications Engineering, University of Diyala, Iraq; Electrical Engineering Department, Tikrit University, Tikrit, Iraq; Presidency Administration & Finance, University of Diyala, Iraq",2026 International Russian Smart Industry Conference (SmartIndustryCon),"27 Apr 2026","2026","","","13","20","To support these new 6G requirements of high levels of automation, intelligence and reliability, Digital Twins (DTs) will be the base layer to allow for Predictive Assurance, Risk Aware Orchestration, and 'what if' analysis for all layers of the RAN, Edge, and Core. At the same time, as Native Artificial Intelligence (Native-AI), Machine Learning (ML) will be integrated into Control Loops and Data Paths, which will represent an evolution from ""AI For Networks"" to ""AI In Networks,"" subject to explicit Budget Constraints and Operational Guardrails. The authors make four contributions to this research: (i) A Standards Aligned Reference Architecture, that enables DT Instances to be connected to Native-AI Services through E2/A1/O1 Interfaces; (ii) A Budget Aware Control Framework with Shadow Testing, Canary Deployment, and Automated Rollback; (iii) Case Studies demonstrating SLA Assurance for eMBB/URLLC and Energy Aware Operation using Reconfigurable Intelligent Surfaces (RIS); and (iv) A Security Posture that includes post quantum cryptography, zero trust principles, and complete artefact provenance. The authors show in their extensive emulations a reduction in SLA risk of 30-38%, while keeping control overhead at less than 5%, and 18-24% radio unit energy saving with minimal impact on throughput. They also describe Operator Considerations and highlight Interoperability and Reproducibility Challenges and present a Roadmap towards certified DT + Native-AI operational stacks by 2030-2035.","","979-8-3315-8053-7","10.1109/SmartIndustryCon68821.2026.11493034","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11493034","6G;Digital Twins;Native-AI;O-RAN;Network Slicing;RIS;Energy-Aware RAN","Telemetry;Aerospace and electronic systems;Apertures;Filtering;Filters;Kalman filters;Circuits;Feedback;Circuits and systems;Communication systems","","","","22","IEEE","27 Apr 2026","23-27 March 2026","23-27 March 2026","IEEE","IEEE Conferences"
"Spoke 3 Big Data Management, Storage, and Archive Infrastructure","G. Coran; M. Costantini; S. Gelsumini; D. Busonero; C. Knapic; A. Adelfio; D. Ciangottini","INAF - OATs, Trieste, Italy; INAF - OATs, Trieste, Italy; INAF - OATo, Turin, Italy; INAF - OATo, Turin, Italy; INAF - OATs, Trieste, Italy; INFN, Sezione di Perugia, Perugia, Italy; INFN, Sezione di Perugia, Perugia, Italy","2025 33rd Euromicro International Conference on Parallel, Distributed, and Network-Based Processing (PDP)","29 Apr 2025","2025","","","464","470","The project aims to develop innovative data management solutions (database and file system archive) for the Spoke 3 division of the Italian National Center for HPC, Big Data, and Quantum Computing, rigorously applying the FAIR principles and Open Science methodologies. This system provides a robust and scalable framework designed to address big data challenges in astrophysics, which requires customized data models and management solutions. It focuses on managing observations from the Gaia and Fermi space missions, as well as simulations generated using the Pluto and Ramses codes, with the goal of supporting requests from the astrophysical Italian community on particular scientific cases.For Gaia data, we identified the HDF5 as a suitable format to improve data access and analysis outside the data reduction pipelines. The HDF5 format allows the nesting of primitive fields, arrays, and complex objects, thereby enhancing accessibility and computational efficiency. For the data management of the FT1 and FT2 data products from the Fermi Observatory, a common data model has been chosen to provide a unique point of access to the scientific data, employing logic for database queries and offering access to data products over a long observing period. Finally, to facilitate user interaction, a custom web application has been developed, providing a user-friendly interface for accessing and querying the archived metadata, additional “Cut & Merge” and “Transits” services, and supporting also secure authentication methods to ensure data privacy and compliance. These comprehensive resources enhance data accessibility and usability through the Spoke3 Archive Infrastructure, empowering the scientific community to explore and analyze astronomical data more effectively.","2377-5750","979-8-3315-2493-7","10.1109/PDP66500.2025.00072","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10974851","big data;data storage systems;archives;information management;management system;database technology;interoperability;astrophysical data;data models;databases","Quantum computing;Observatories;Databases;Space missions;Pipelines;Restful API;Big Data;Metadata;Usability;Pluto","","","","26","IEEE","29 Apr 2025","12-14 March 2025","12-14 March 2025","IEEE","IEEE Conferences"
"Overview of Satellite Internet Application Security","X. Xie; J. Wang; N. Tian","School of Cyber Science and Technology, University of Science and Technology of China, Hefei, China; School of Cryptography and Cyber Science, Nankai University, Tianjin, China; 91977 PLA, Beijing, China",2025 International Conference on Networking and Network Applications (NaNA),"9 Dec 2025","2025","","","133","141","This paper systematically reviews the current research status of satellite internet security in dynamic task scheduling scenarios, focusing on three key directions: edge intelligence and cloud-edge collaborative computing, blockchain trust mechanisms, and digital watermarking technology. The aim is to systematically summarize the research progress in heterogeneous resource management, security collaboration, and trusted data transmission. In terms of edge computing, a model migration strategy driven by hybrid quantum reinforcement learning and orbit prediction is integrated to achieve adaptive support for dynamic satelliteground services. In terms of trust mechanisms, a lightweight blockchain architecture combined with a federated learning framework provides decentralized support for data consistency and trusted communication under highly dynamic topologies. In terms of content security, the use of frequency-spatial domain fusion watermarking and reinforcement learningdriven offloading strategies effectively achieves data embedding and traceability. However, these technologies still face real-time and stability challenges in low-orbit satellite links with frequency variations and high latency. Looking ahead, AIGC and cognitive security will become key to building a self-evolving security system. Through generative content modeling and attack graph reasoning, intelligent evolution of security mechanisms can be achieved. This paper provides a theoretical foundation and research guidance for building a cross-level, dynamically adaptable satellite internet security architecture.","","979-8-3315-1472-3","10.1109/NaNA66698.2025.00029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11272648","Satellite Internet security;Edge intelligence;Blockchain trust mechanism;Digital watermark;Federated Learning;AIGC Security Protection","Satellites;Processor scheduling;Federated learning;Internet security;Collaboration;Watermarking;Computer architecture;Blockchains;Security;Edge computing","","","","41","IEEE","9 Dec 2025","8-11 Aug. 2025","8-11 Aug. 2025","IEEE","IEEE Conferences"
"Quantum-Safe Semantic Communication With Agentic AI for 6G","A. Andreou; C. X. Mavromoustakis; J. M. Batalla; H. Wang; G. Mastorakis; E. Markakis","Department of Computer Science, University of Nicosia, Nicosia, Cyprus; Department of Computer Science, University of Nicosia, Nicosia, Cyprus; Military University of Technology, Warsaw, Poland; Khoury College of Computer Sciences, Northeastern University, Arlington, VA, USA; Department of Management Science and Technology, Hellenic Mediterranean University, Agios Nikolaos, Crete, Greece; Department of Electrical and Computer Engineering, Hellenic Mediterranean University, Heraklion, Crete, Greece",IEEE Communications Standards Magazine,"","2026","PP","99","1","8","6G networks will increasingly support task-driven communication, where devices and services exchange meaning, intent, and task context rather than raw measurements. Semantic communication can reduce bandwidth and latency, but it also concentrates risk because small changes in semantic representations may silently alter decisions. This risk is amplified in agentic workflows that negotiate, delegate actions, and must remain secure over long deployment lifetimes against future cryptanalytic advances. Therefore, this article proposes a standards-oriented framework for quantum-safe semantic communication in 6G. It separates semantic processing, agent collaboration, and trust-and-governance functions into distinct planes, defining practical building blocks for identity, authorization, semantic integrity verification, provenance and audit. It also considers a policy-controlled low-observability mode for high-risk exchanges. Simulation results under time-varying load and poisoning episodes show that Semantic+PQC maintains millisecond-level latency, reduces bandwidth relative to a classical baseline, and introduces only modest verification-related energy overhead.","2471-2833","","10.1109/MCOMSTD.2026.3690034","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11520921","","Modeling;Security;Educational institutions;Timing;Semantic communication;Planing;Loading;Context;Metadata;Toxicology","","","","","IEEE","15 May 2026","","","IEEE","IEEE Early Access Articles"
