citation_key,entry_type,author,title,journal,booktitle,volume,number,pages,year,issn,isbn,doi,url,keywords,abstract,note,address,edition,editor,publisher,series
MOGHDDASTAFRESHI20111512,article,S.M. Moghddas-Tafreshi and H.A. Shayanfar and A. Saliminia Lahiji and A. Rabiee and J. Aghaei,Generation expansion planning in Pool market: A hybrid modified game theory and particle swarm optimization,Energy Conversion and Management,,52,2,1512-1519,2011,0196-8904,,https://doi.org/10.1016/j.enconman.2010.10.019,https://www.sciencedirect.com/science/article/pii/S0196890410004632,"GEP, PSO, Pool market, Modified game theory (MGT), Market clearing price (MCP)","Unlike the traditional policy, Generation Expansion Planning (GEP) problem in competitive framework is complicated. In the new policy, each GENeration COmpany (GENCO) decides to invest in such a way that obtains as much profit as possible. This paper presents a new hybrid algorithm to determine GEP in a Pool market. The proposed algorithm is divided in two programming levels: master and slave. In the master level a modified game theory (MGT) is proposed to evaluate the contrast of GENCOs by the Independent System Operator (ISO). In the slave level, a particle swarm optimization (PSO) method is used to find the best solution of each GENCO for decision-making of investment. The validity of the proposed method is examined in the case study including three GENCOs with multi-types of power plants. The results show that the presented method is both satisfactory and consistent with expectation.",,,,,,
QUDDUS2019195,article,Md Abdul Quddus and Mesut Yavuz and John M. Usher and Mohammad Marufuzzaman,Managing load congestion in electric vehicle charging stations under power demand uncertainty,Expert Systems with Applications,,125,,195-220,2019,0957-4174,,https://doi.org/10.1016/j.eswa.2019.02.003,https://www.sciencedirect.com/science/article/pii/S0957417419301022,"Charging station, Vehicle-to-grid (V2G), Renewable energy, Constraint-generation algorithm, Progressive hedging","Electric vehicles (EV) have received considerable attention in recent years due to their low operating cost, potential for energy sustainability, and zero tailpipe emissions. This study presents a novel two-stage stochastic programming model integrating long- and short-term decisions to design and manage EV charging stations with renewable energy generation capability. The model captures the non-linear load congestion effect that increases exponentially as the electricity consumed by plugged-in EVs approaches the capacity of the charging station and linearizes it. The study proposes a hybrid decomposition algorithm that utilizes a Sample Average Approximation and an enhanced Progressive Hedging algorithm (PHA) inside a Constraint Generation algorithmic framework to efficiently solve the proposed optimization model. A case study based on Washington, D.C. is presented to visualize and validate the modeling results. Computational experiments demonstrate the effectiveness of the proposed algorithm in solving the problem in a practical amount of time. Finding of the study include that incorporating the load congestion factor encourages the opening of large-sized charging stations, increases the number of stored batteries, and that higher congestion costs call for a decrease in the opening of new charging stations.",,,,,,
CHAABANE20112013,article,Raoudha Chaabane and Faouzi Askri and Sassi Ben Nasrallah,Application of the lattice Boltzmann method to transient conduction and radiation heat transfer in cylindrical media,Journal of Quantitative Spectroscopy and Radiative Transfer,,112,12,2013-2027,2011,0022-4073,,https://doi.org/10.1016/j.jqsrt.2011.04.002,https://www.sciencedirect.com/science/article/pii/S0022407311001518,"Conduction–radiation, Heat transfer, CVFEM, LBM, Cylindrical enclosure, RTE","In this paper, the lattice Boltzmann method (LBM) is applied to solve the energy equation of a transient conduction–radiation heat transfer problem in a two-dimensional cylindrical enclosure filled with an emitting, absorbing and scattering media. The control volume finite element method (CVFEM) is used to obtain the radiative information. To demonstrate the workability of the LBM in conjunction with the CVFEM to conduction–radiation problems in cylindrical media, the energy equation of the same problem is also solved using the finite difference method (FDM). The effects of different parameters, such as the grid size, the scattering albedo, the extinction coefficient and the conduction–radiation parameter on temperature distribution within the medium are studied. Results of the present work are compared with those available in the literature. LBM-CVFEM results are also compared with those given by the FDM-CVFEM. In all cases, good agreement has been obtained.",,,,,,
QIAN2009787,article,B. Qian and L. Wang and R. Hu and D.X. Huang and X. Wang,A DE-based approach to no-wait flow-shop scheduling,Computers & Industrial Engineering,,57,3,787-805,2009,0360-8352,,https://doi.org/10.1016/j.cie.2009.02.006,https://www.sciencedirect.com/science/article/pii/S0360835209000734,"Differential evolution, No-wait flow-shop scheduling, Hybrid algorithm, Speed-up evaluation method, Exploration and exploitation","This paper proposes an effective hybrid differential evolution (HDE) for the no-wait flow-shop scheduling problem (FSSP) with the makespan criterion, which is a typical NP-hard combinational optimization problem. Firstly, a largest-order-value (LOV) rule is presented to transform individuals in DE from real vectors to job permutations so that the DE can be applied for solving FSSPs. Secondly, the DE-based parallel evolution mechanism and framework is applied to perform effective exploration, and a simple but efficient local search developed according to the landscape of FSSP is applied to emphasize problem-dependent local exploitation. Thirdly, a speed-up evaluation method and a fast Insert-based neighborhood examining method are developed based on the properties of the no-wait FSSPs. Due to the hybridization of DE-based evolutionary search and problem-dependent local search as well as the utilization of the speed-up evaluation and fast neighborhood examining, the no-wait FSSPs can be solved efficiently and effectively. Simulations and comparisons based on well-known benchmarks demonstrate the efficiency, effectiveness, and robustness of the proposed HDE.",,,,,,
GERSHMAN201491,article,Samuel J. Gershman and David M. Blei and Kenneth A. Norman and Per B. Sederberg,Decomposing spatiotemporal brain patterns into topographic latent sources,NeuroImage,,98,,91-102,2014,1053-8119,,https://doi.org/10.1016/j.neuroimage.2014.04.055,https://www.sciencedirect.com/science/article/pii/S1053811914003358,"fMRI, Bayesian, Decoding, Variational, Multivariate","This paper extends earlier work on spatial modeling of fMRI data to the temporal domain, providing a framework for analyzing high temporal resolution brain imaging modalities such as electroencapholography (EEG). The central idea is to decompose brain imaging data into a covariate-dependent superposition of functions defined over continuous time and space (what we refer to as topographic latent sources). The continuous formulation allows us to parametrically model spatiotemporally localized activations. To make group-level inferences, we elaborate the model hierarchically by sharing sources across subjects. We describe a variational algorithm for parameter estimation that scales efficiently to large data sets. Applied to three EEG data sets, we find that the model produces good predictive performance and reproduces a number of classic findings. Our results suggest that topographic latent sources serve as an effective hypothesis space for interpreting spatiotemporal brain imaging data.",,,,,,
ZHENG2017737,article,Weiqin Zheng and Xiangang Peng and Di Lu and Dan Zhang and Yi Liu and Zhehao Lin and Lixiang Lin,Composite quantile regression extreme learning machine with feature selection for short-term wind speed forecasting: A new approach,Energy Conversion and Management,,151,,737-752,2017,0196-8904,,https://doi.org/10.1016/j.enconman.2017.09.029,https://www.sciencedirect.com/science/article/pii/S0196890417308427,"Wind speed forecasting, Composite quantile regression outlier-robust extreme learning machine, Feature selection, Hybrid particle swarm algorithm, Time adaptive filter based empirical mode decomposition","With the growing wind penetration of wind resources into power generation worldwide, accurate and comprehensive wind speed forecasting (WSF) is becoming increasingly significant to ensure continuously economical and reliable power system operations. In this paper, a novel WSF framework based on composite quantile regression outlier-robust extreme learning machine (CQR-ORELM) with feature selection and parameter optimization using a hybrid population-based algorithm is developed. The CQR-ORELM model offers flexibility and efficiency to explore potential nonlinear characteristic among wind speed variables and improve model robustness and predictive capability. A hybrid algorithm with the combination of particle swarm optimization and gravitational search algorithm (PSOGSA) is utilized to fine-tune the optimal value of weights and bias in the ORELM network structure, while the binary version of PSOGSA (BPSOGSA) is exploited asa feature selection method to construct the most relevant input feature matrix for the model. Aimed to alleviate the influence of uncertainty in wind speed time series, a time adaptive filter based empirical mode decomposition (TVF-EMD) approach is used to decompose the original wind speed series into several intrinsic mode functions (IMFs). Each IMF is well-developed using the proposed method and the final forecasting results are obtained through aggregate calculation. This proposed wind forecasting methodology is compared to several benchmarks. The effectiveness of the proposed forecast strategy to predict wind speed is evaluated by the trials of 10min ahead wind speed forecasting at two locations of the National Renewable Energy Laboratory (NREL). Comparative results confirm that the developed CQR-ORELM with feature selection procedure can describe the complete conditional distribution information hidden in variables and provide satisfactory wind speed information.",,,,,,
FANG19961093,article,X.D. Fang and J. Fei and I.S. Jawahir,A hybrid algorithm for predicting chip form/chip breakability in machining,International Journal of Machine Tools and Manufacture,,36,10,1093-1107,1996,0890-6955,,https://doi.org/10.1016/0890-6955(96)00002-8,https://www.sciencedirect.com/science/article/pii/0890695596000028,,"Prediction of chip breakability for a wide range of machining conditions is a difficult task. Currently available predictive machining theories are not suitable for use in the shop floor environment. The methodology presented in this paper provides a new and viable means to predict chip breakability and chip shapes/sizes in machining process planning systems. Due to the extreme difficulty involved in developing a numerical model for predicting chip breakability for a wide range of machining conditions, including work materials, tool geometry, chip-breakers and cutting conditions, this paper presents a hybrid algorithm-based model to characterize various chip shapes and sizes, and to quantify the chip form/chip breakability based on a chip control reference database developed through a set of systematic machining experiments. The chip form and chip breakability could then be predicted with reasonable accuracy for a given set of machining conditions using this new algorithm in conjunction with the chip control reference database.",,,,,,
VU201512,article,Duy Vu and Murray Aitkin,Variational algorithms for biclustering models,Computational Statistics & Data Analysis,,89,,Dec-24,2015,0167-9473,,https://doi.org/10.1016/j.csda.2015.02.015,https://www.sciencedirect.com/science/article/pii/S0167947315000560,"Biclustering, Stochastic block models, EM algorithms, Generalized EM algorithms, Variational EM algorithms, MM algorithms","Biclustering is an important tool in exploratory statistical analysis which can be used to detect latent row and column groups of different response patterns. However, few studies include covariate data directly into their biclustering models to explain these variations. A novel biclustering framework that considers both stochastic block structures and covariate effects is proposed to address this modeling problem. Fast approximation estimation algorithms are also developed to deal with a large number of latent variables and covariate coefficients. These algorithms are derived from the variational generalized expectation–maximization (EM) framework where the goal is to increase, rather than maximize, the likelihood lower bound in both E and M steps. The utility of the proposed biclustering framework is demonstrated through two block modeling applications in model-based collaborative filtering and microarray analysis.",,,,,,
LIU2019318,article,Xianglong Liu and Ze Liu,A novel algorithm based on L1-Lp norm for inverse problem of electromagnetic tomography,Flow Measurement and Instrumentation,,65,,318-326,2019,0955-5986,,https://doi.org/10.1016/j.flowmeasinst.2019.01.010,https://www.sciencedirect.com/science/article/pii/S0955598618300050,"Electromagnetic tomography, Image reconstruction, L-L norm, Inverse problem","Electromagnetic tomography (EMT) is a novel imaging modality of electrical tomography, which appears to be very promising. The precision and imaging speed of image reconstruction algorithms of EMT are the keys to its application in industrial and biomedical fields. Image reconstruction in EMT is a typical ill-posed and ill-conditioned inverse problem. Following analyzing the advantages and disadvantages of traditional Tikhonov regularization algorithm and total variation algorithm, a new objective functional is introduced with L1 norm on the data term and Lp norm on the regularization term in this paper, which transforms the inverse problem of EMT into an optimization problem. Besides, the L1-Lp optimization framework is solved by the approximation Gauss-Newton algorithm. Both numerical simulation and experimental results demonstrate that the proposed algorithm is capable of enhancing spatial resolution. It also proves that the proposed algorithm has better performance in terms of the typical patterns, compared with the traditional image reconstruction algorithms such as linear back projection (LBP), standard Tikhonov regularization algorithm and the projected Landweber iterative algorithm.",,,,,,
LU2025109117,article,Ziling Lu and Hankiz Yilahun and Shuxian Liu and Askar Hamdulla,Spatio-temporal tensor model for infrared small target detection via convex-concave singular value separation,Optics and Lasers in Engineering,,194,,109117,2025,0143-8166,,https://doi.org/10.1016/j.optlaseng.2025.109117,https://www.sciencedirect.com/science/article/pii/S0143816625003021,"Convex-concave singular value separation, Structural tensor, Enhanced local contrast measurement, Spatio-temporal total variation","Infrared small target detection plays an essential role in civil and military fields. Infrared small target detection in real scenarios is straightforward to be interfered with by clutter such as linear edges and noise, which makes it difficult for most methods to detect small targets efficiently. To address these challenges, this paper proposes a spatio-temporal tensor model for infrared small target detection, called convex-concave singular value separation joint enhanced local contrast measurement and total variation algorithm. Firstly, a background constraint term with convex-concave singular value separation is introduced into the model to deal with singular values of different sizes in an adversarial way to estimate the background rank accurately. Secondly, a local priori weight is designed based on the local contrast measurement and structural tensor theory, which can significantly increase the sparsity of the target and contribute to the suppression of linear edge clutter. Meanwhile, a new spatio-temporal total variation based on the l1/2 norm is proposed in the framework of the tensor model, which can guarantee the image's smoothness and make the image less disturbed by the noise. Finally, a framework solution model based on alternating direction method of multipliers is designed. Extensive experiments on six real datasets show the superiority of the proposed algorithm in terms of target detection and background suppression capabilities compared to state-of-the-art methods.",,,,,,
NARIMANI2018126,article,Hossein Narimani and Seyed-Ehsan Razavi and Ali Azizivahed and Ehsan Naderi and Mehdi Fathi and Mohammad H. Ataei and Mohammad Rasoul Narimani,A multi-objective framework for multi-area economic emission dispatch,Energy,,154,,126-142,2018,0360-5442,,https://doi.org/10.1016/j.energy.2018.04.080,https://www.sciencedirect.com/science/article/pii/S036054421830687X,"Multi-objective multi-area economic dispatch, Hybrid evolutionary algorithm, Emission, Valve-point effect, Prohibited operating zone, Multi-fuel operation","Economic dispatch seeks for the most economical combination of generation units in power system while satisfying bunch of physical and operational constraints. Finding the most economical generation strategy in power markets with several generation zones is crucial for power system operation. Conventional economic dispatch models cannot find the most economical generation schedule in power system with different generation zones. Moreover, the most economical schedule of generation cannot satisfy the environmental expectations. Therefore, compromising between generation cost and environmental issues is unavoidable. In this connection, total emission produces by generation units is taken into consideration as an objective function in concert with generation cost function. Furthermore, different operational constraints including valve-point effect, prohibited operating zones and multi-fuel operation are considered to make the proposed approach more realistic. Considering all these restrictions necessitate solving the proposed problem, i.e. multi-objective multi-area economic dispatch problem, by a reliable and strong optimization algorithm. In this regard, a hybrid evolutionary algorithm based on the shuffle frog leaping algorithm and the particle swarm optimization is proposed to solve the proposed problem. Effectiveness of the proposed hybrid algorithm is verified on different test systems.",,,,,,
MAO2007863,article,Jianlin Mao and Zhiming Wu and Xing Wu,A TDMA scheduling scheme for many-to-one communications in wireless sensor networks,Computer Communications,,30,4,863-872,2007,0140-3664,,https://doi.org/10.1016/j.comcom.2006.10.006,https://www.sciencedirect.com/science/article/pii/S0140366406004002,"TDMA scheduling, Wireless sensor networks, Particle swarm optimization, Genetic algorithm, Multi-objective optimization","In wireless sensor networks, time division multiple access (TDMA)-based MAC can potentially reduce the delay and provide real-time guarantees as well as save power by eliminating collisions. In this kind of MAC, a common energy-saving strategy is to allow the sensors to turn their radio off when not engaged. However, too much state transitions between the active and sleep modes would also waste energy. In order to save this part of energy and further improve the time performance, a multi-objective TDMA scheduling problem for many-to-one sensor networks is presented. An effective optimization framework is then proposed, where genetic algorithm (GA) and particle swarm optimization (PSO) algorithm are hybridized to enhance the searching ability. Simulation results with different network sizes are given. Three algorithms are used for comparisons, which are PSO algorithm, max degree first coloring algorithm and node based scheduling algorithm. It is shown that the proposed hybrid algorithm is superior over these three algorithms on a specified objective, which can be the total time or the total energy for data collection. In addition, the results reveal that the proposed optimization framework can flexibly deal with a multi-objective optimization problem.",Nature-Ispired Distributed Computing,,,,,
VANDIC2012644,article,Damir Vandic and Jan-Willem van Dam and Flavius Frasincar,A semantic-based approach for searching and browsing tag spaces,Decision Support Systems,,54,1,644-654,2012,0167-9236,,https://doi.org/10.1016/j.dss.2012.08.010,https://www.sciencedirect.com/science/article/pii/S0167923612002254,"Tag spaces, Semantic clustering, Syntactic variations, Flickr","In this paper we propose the Semantic Tag Clustering Search (STCS) framework for enhancing the user experience in interacting with tagging systems. This framework consists of three parts. The first part deals with syntactic variations by finding clusters of tags that are syntactic variations of each other and assigning labels to them. The second part of the framework addresses the problem of the lack of semantics in tagging systems by recognizing contexts and constructing semantic clusters for tags. The last, and final part of the STCS framework, utilizes the clusters obtained from the first two parts to improve the search and exploration of tag spaces. For removing syntactic variations, we use the normalized Levenshtein distance and the cosine similarity measure based on tag co-occurrences. For creating semantic clusters, we employ two non-hierarchical and two hierarchical clustering techniques. To evaluate the value of the semantic clusters, we develop a Web application called XploreFlickr.com for searching and browsing through Flickr resources.",,,,,,
FAZENDEIRO201013,article,L. Fazendeiro and B.M. Boghosian and P.V. Coveney and J. Lätt,Unstable periodic orbits in weak turbulence,Journal of Computational Science,,1,1,13-23,2010,1877-7503,,https://doi.org/10.1016/j.jocs.2010.03.004,https://www.sciencedirect.com/science/article/pii/S1877750310000062,"Fluid turbulence, Periodic theory, Petascale computing, Lattice-Boltzmann","We report on a sophisticated numerical study of a parallel space–time algorithm for the computation of periodic solutions of the driven, incompressible Navier–Stokes equations in the turbulent regime. Efforts to apply the machinery of dynamical systems theory to fluid turbulence depend on the ability to accurately and reliably compute such unstable periodic orbits (UPOs). For example, the UPOs may be used to construct the dynamical zeta function of the system, from which very accurate turbulent averages of observables may be extracted. Though a number of algorithms for computing such orbits have been proposed and tested, in this paper we focus on a space–time variational principle introduced by Lan and Cvitanović in 2004 [15]. This method has not, to our knowledge, been tested on dynamical systems of high dimension because of the formidable storage and computation required. In this paper, we use petascale computation to apply this algorithm to weak hydrodynamic turbulence. We begin with a brief description and reformulation of the space–time algorithm of Lan and Cvitanović. We then describe how to apply this algorithm to the lattice-Boltzmann method for the solution of the Navier–Stokes equations. In particular, we describe the fully parallel implementation of this algorithm using the Message Passing Interface. This implementation, called HYPO4D, has been successfully deployed on a large variety of platforms both in the UK and the USA and has shown very good scalability to tens of thousands of computing cores. Finally, we describe the application of this implementation to the problem of weak homogeneous turbulence driven by an Arnold–Beltrami–Childress force field in three spatial dimensions, at a Reynolds number of 371. We commence by systematically searching for nearly periodic orbits as candidate solutions from which to begin the relaxation; we then apply the variational algorithm until convergence is obtained. Because the algorithm requires storage of the space–time lattice, even the smallest orbits require resources on the order of tens of thousands of computing cores. Using this approach, two UPOs have been identified and some of their properties have been analysed.",,,,,,
MATHIES1998745,article,S. Mathies and P. Mevert,A hybrid algorithm for solving network flow problems with side constraints,Computers & Operations Research,,25,9,745-756,1998,0305-0548,,https://doi.org/10.1016/S0305-0548(98)00001-X,https://www.sciencedirect.com/science/article/pii/S030505489800001X,"Network optimization, side constraints, basis partitioning","Many planning problems can be formulated as minimum cost network flow models. There exists a multitude of applications modeling a wide range of practical situations, e.g. production planning, distribution, project planning, scheduling, manpower planning, and many others. Such model formulations can be solved very efficiently using specialized network optimization algorithms. Large network flow problems containing thousands of variables and constraints can be solved to optimality on a desktop computer in the order of seconds. Solving the same problem with a general linear programming optimizer would take at least 100 times longer. Unfortunately, many real world problems contain additional linear constraints, termed side constraints, which destroy the network structure of the coefficient matrix making it necessary to solve the problem as a general linear program. Several methods have been proposed, therefore, to handle such side constraints efficiently within the framework of a network algorithm. In this paper three of the more successful methods are described and tested in detail and a hybrid approach is suggested which combines the advantages of two of these methods. We consider network flow problems with few additional linear side constraints. Three approaches for solving such problems are presented. The first method is a specialized Simplex Algorithm with primal partitioning of the basis. Secondly, Lagrangean relaxation is used, solving the dual problem by subgradient optimization. Finally, good starting solutions are generated by relaxing the side constraints, solving the resulting pure network problem, and using the solution of the pure network problem as an advanced start for a general LP-optimizer. Numerical tests show that a hybrid combination of Lagrangean relaxation and subsequent optimization by primal partitioning is most efficient.",,,,,,
PEREIRANETO2014340,article,Aniceto Pereira-Neto and Osvaldo R. Saavedra,An hybrid evolutionary approach for UC-based market clearing,International Journal of Electrical Power & Energy Systems,,56,,340-348,2014,0142-0615,,https://doi.org/10.1016/j.ijepes.2013.11.031,https://www.sciencedirect.com/science/article/pii/S0142061513004894,"Electricity market, Clearing price, Unit commitment, Competitive environment, Evolution strategies, Lagrange relaxation","The restructuring of electricity markets has caused significant changes in electric power systems of various countries. In this new scenario, each generation company performs individual dispatch strategies to maximize their financial benefits, while meeting power demand and spinning reserves are no longer mandatory. On the other hand, the system operator is looking for a minimum price of energy while demand and security constraints are met. These two points of view coexist in a competitive environment and are modeled and solved in this work. The simultaneous solution for the profit-based unit commitment (considering the point of view of generating agents) and the security-constrained minimum-cost unit commitment (operator side) problems considering a 24-h planning horizon is formulated in this study. The goal is to obtain the lowest price at which the generating agents are willing to meet the demand of the energy market, considering the network constraints. The algorithm emulates the behavior of the generating agents in offering products for both the energy primary and reserve markets in response to a reference price offered by the market operator. This iterative procedure is completed when the supply of generators is sufficient to meet demand and security constraints. The proposed solution method is based on evolutionary strategies and Lagrange relaxation, resulting in a robust hybrid approach. The algorithm was validated in a six-node system, 7 branches and 10 generating units, considering various scenarios. The results demonstrated the effectiveness of the proposed method, which proved able to solve several models of the unit commitment problem.",,,,,,
NORDSTROM1994927,article,Anna-Lena Nordström and Suleyman Tufekci,A genetic algorithm for the talent scheduling problem,Computers & Operations Research,,21,8,927-940,1994,0305-0548,,https://doi.org/10.1016/0305-0548(94)90021-3,https://www.sciencedirect.com/science/article/pii/0305054894900213,,We present the talent scheduling problem and provide several hybrid genetic search algorithms for solving this problem. The problem is of scheduling the independent activities of a project (such as a movie) so that the cost of keeping talents (actors) on the project site when not needed is minimized. The problem is an NP-hard problem. The proposed hybrid algorithms use limited pairwise interchange heuristic procedure within the simple genetic algorithm framework. We report very impressive results on a set of problems with known optimal solutions.,"Heuristic, Genetic and Tabu Search",,,,,
JOHNSON198039,article,Ellis L. Johnson and Uwe H. Suhl,Experiments in integer programming,Discrete Applied Mathematics,,2,1,39-55,1980,0166-218X,,https://doi.org/10.1016/0166-218X(80)90053-0,https://www.sciencedirect.com/science/article/pii/0166218X80900530,,"A hybrid algorithm to solve large scale zero–one integer programming problems has been developed. The algorithm combines branch-and-bound, enumeration and cutting plane techniques. Mixed-integer cuts are generated in the initial phase of the algorithm and added to the L.P. Benders cuts are derived and used implicitly but, except for the cut from the initial LP, are not stored. The algorithm has been implemented on an experimental basis in MPSX/370 using its Extended Control Language and Algorithmic Tools. A computational study based on five well-known difficult test problems and on three practical problems with up to 2000 zer–one variables shows that the hybrid code compares favorably with MIP/370 and with results published for other algorithms.",,,,,,
RICHARD200053,article,F. Richard and D. Perreux,"A reliability method for optimization of [+ϕ,−ϕ]n fiber reinforced composite pipes",Reliability Engineering & System Safety,,68,1,53-59,2000,0951-8320,,https://doi.org/10.1016/S0951-8320(00)00002-8,https://www.sciencedirect.com/science/article/pii/S0951832000000028,"Composite laminates, Optimization, Damage, Probabilistic method, Design, Evolutionary algorithm, Statistical uncertainties","This paper presents damage strength optimization of laminates using a reliability-based method. Two complementary analyses are developed: the first is a mechanical analysis of damage behavior using a thermodynamics framework that determines the failure criterion; the second is a reliability method which takes not only randomness, but also statistical uncertainties into account for failure probability calculation. This method is based on a first order reliability method that requires the resolution of a constrained problem of optimization. To solve this problem, a hybrid algorithm, combining evolutionary computation techniques with deterministic procedure is presented. Filament-wound pipe optimization under pressure is discussed as a working example.",,,,,,
KADIAN2021100419,article,Karuna Kadian and Sunita Garhwal and Ajay Kumar,Quantum walk and its application domains: A systematic review,Computer Science Review,,41,,100419,2021,1574-0137,,https://doi.org/10.1016/j.cosrev.2021.100419,https://www.sciencedirect.com/science/article/pii/S1574013721000599,"Quantum walk, Quantum models, Quantum algorithms, Graph isomorphism, Security, Steganography, Quantum neural networks, Blockchain security, Teleportation, Machine learning, Quantum transport, Network security","Quantum random walk is the quantum counterpart of a classical random walk. The classical random walk concept has long been used as a computational framework for designing classical algorithms for complex problems. Quantum analogues of random walk provide speed-up in computational power for various algorithms such as element distinctness, spatial search, graph connectivity, etc. Quantum walks have emerged to be a universal computational model over the last decade. Quantum walk formulations applied in graph theory have shown quadratic and polynomial time in graph traversal as opposed to the exponential time taken by classical algorithms. Quantum walk models have also found use in designing quantum computers. Inspired by these facts, this article presents a substantial systematic literature review and analysis of various quantum walk formulations and their strengths and limitations w.r.t. application domains used in literature up-to-date by researchers in various fields. The analysis provided in this article may help upcoming researchers to gain new insights towards the application of quantum walk formulation in varied domains. Various performance metrics, physical implementation set-ups, coin operators, and simulators used to analyze classical and quantum walk dynamics on graphs have been described. Finally, the article discusses existing open problems and notable future directions related to quantum walk application for potential researchers.",,,,,,
SAMA2017485,article,Marcella Samà and Andrea D’Ariano and Francesco Corman and Dario Pacciarelli,Metaheuristics for efficient aircraft scheduling and re-routing at busy terminal control areas,Transportation Research Part C: Emerging Technologies,,80,,485-511,2017,0968-090X,,https://doi.org/10.1016/j.trc.2016.08.012,https://www.sciencedirect.com/science/article/pii/S0968090X16301504,"Optimal air traffic control, Landing and take-off operations, Disruption management, Disjunctive programming, Variable neighbourhood search, Tabu search, Hybrid algorithms","Intelligent decision support systems for the real-time management of landing and take-off operations can be very effective in helping air traffic controllers to limit airport congestion at busy terminal control areas. The key optimization problem to be solved regards the assignment of airport resources to take-off and landing aircraft and the aircraft sequencing on them. The problem can be formulated as a mixed integer linear program. However, since this problem is strongly NP-hard, heuristic algorithms are typically adopted in practice to compute good quality solutions in a short computation time. This paper presents a number of algorithmic improvements implemented in the AGLIBRARY solver (a state-of-the-art optimization solver to deal with complex routing and scheduling problems) in order to improve the possibility of finding good quality solutions quickly. The proposed framework starts from a good initial solution for the aircraft scheduling problem with fixed routes (given the resources to be traversed by each aircraft), computed via a truncated branch-and-bound algorithm. A metaheuristic is then applied to improve the solution by re-routing some aircraft in the terminal control area. New metaheuristics, based on variable neighbourhood search, tabu search and hybrid schemes, are introduced. Computational experiments are performed on an Italian terminal control area under various types of disturbances, including multiple aircraft delays and a temporarily disrupted runway. The metaheuristics achieve solutions of remarkable quality, within a small computation time, compared with a commercial solver and with the previous versions of AGLIBRARY.",,,,,,
GHOLIZADEH20092936,article,Saeed Gholizadeh and Eysa Salajegheh,Optimal design of structures subjected to time history loading by swarm intelligence and an advanced metamodel,Computer Methods in Applied Mechanics and Engineering,,198,37,2936-2949,2009,0045-7825,,https://doi.org/10.1016/j.cma.2009.04.010,https://www.sciencedirect.com/science/article/pii/S0045782509001777,"Earthquake, Particle swarm optimization, Neural network, Adaptive neuro-fuzzy inference system, Subtractive algorithm, Self-organizing map, Radial basis function","This paper proposes a new metamodeling framework that reduces the computational burden of the structural optimization against the time history loading. In order to achieve this, two strategies are adopted. In the first strategy, a novel metamodel consisting of adaptive neuro-fuzzy inference system (ANFIS), subtractive algorithm (SA), self organizing map (SOM) and a set of radial basis function (RBF) networks is proposed to accurately predict the time history responses of structures. The metamodel proposed is called fuzzy self-organizing radial basis function (FSORBF) networks. In this study, the most influential natural periods on the dynamic behavior of structures are treated as the inputs of the neural networks. In order to find the most influential natural periods from all the involved ones, ANFIS is employed. To train the FSORBF, the input–output samples are classified by a hybrid algorithm consisting of SA and SOM clusterings, and then a RBF network is trained for each cluster by using the data located. In the second strategy, particle swarm optimization (PSO) is employed to find the optimum design. Two building frame examples are presented to illustrate the effectiveness and practicality of the proposed methodology. A plane steel shear frame and a realistic steel space frame are designed for optimal weight using exact and approximate time history analyses. The numerical results demonstrate the efficiency and computational advantages of the proposed methodology.",,,,,,
KARKUZHALI2019753,article,S. Karkuzhali and D. Manimegalai,Robust intensity variation and inverse surface adaptive thresholding techniques for detection of optic disc and exudates in retinal fundus images,Biocybernetics and Biomedical Engineering,,39,3,753-764,2019,0208-5216,,https://doi.org/10.1016/j.bbe.2019.07.001,https://www.sciencedirect.com/science/article/pii/S0208521619300415,"Diabetic Retinopathy, Optic disc, Exudates, Segmentation, Thresholding","Diabetic Retinopathy (DR) is an adverse change in retinal blood vessels leads to blindness for diabetic patients without any symptoms. Diabetes is characterized by imbalance level of glucose in the human body. The optic disc (OD) is the major retinal landmark. Localization of OD is an important step in fundus image analysis and to develop Computer Aided Diagnosis tool for DR. OD center detection is necessary to reduce false positive rate in the detection of exudates (EXs). EXs is the white lesion present in the retina which is the early symptom for the diagnosis of DR. OD is detected using intensity variation algorithm and EXs is segmented using inverse surface adaptive thresholding algorithm. This algorithm achieves better result in localizing OD and segmenting EXs when compared to literature-reviewed methods. The maximum intensity variance method is used to locate OD with average ACC of 96.54%, 98.65%, 98.12%, 99.23%, 99.81% and 98.47% in DIARETDB0, DIARETDB1, MESSIDOR, DRIVE, STARE and Bejan Singh Eye Hospital databases with less computation time of 102ms, 108ms, 120ms, 93ms, 110ms and 131ms. The inverse surface adaptive thresholding method has achieved an SE of 97.43%, 98.87%, 99.12%, 97.21%, 98.72%, and 96.63%, a SPE of 91.56%, 92.31%, 90.21%, 90.14%, 89.58%, 92.56% and an ACC of 99.34%, 99.67%, 98.34%, 98.87%, 99.13%, 98.34% for DIARETDB0, DIARETDB1, MESSIDOR, DRIVE, STARE and Bejan Singh Eye Hospital databases respectively.",,,,,,
