Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Intelligent Textbooks: Themes and&#xa0;Topics,"Artificial Intelligence  in Education. Posters and Late Breaking Results, Workshops and Tutorials, Industry and Innovation Tracks, Practitioners’ and Doctoral Consortium",,,,10.1007/978-3-031-11647-6_19,Sergey SosnovskyPeter BrusilovskyAndrew Lan,2022,https://link.springer.com/chapter/10.1007/978-3-031-11647-6_19,Conference paper
Dynamic Trust Boundary Identification for&#xa0;the&#xa0;Secure Communications of&#xa0;the&#xa0;Entities via&#xa0;6G,Information Security Practice and Experience,,,,10.1007/978-981-99-7032-2_12,Rabeya BasriGour KarmakarJoarder KamruzzamanS. H. Shah NewazLinh NguyenMuhammad Usman,2023,https://link.springer.com/chapter/10.1007/978-981-99-7032-2_12,Conference paper
Emerging Approaches for Enterprises and Human Integration Towards Industry 5.0,Collaborative Networks in Digitalization and Society 5.0,,,,10.1007/978-3-031-42622-3_25,Arturo Molina,2023,https://link.springer.com/chapter/10.1007/978-3-031-42622-3_25,Conference paper
Research on Blockchain Security Risk Analysis and Coping Strategies,Big Data and Security,,,,10.1007/978-981-19-0852-1_18,Guohong YuChenggong NiTianquan Liu,2022,https://link.springer.com/chapter/10.1007/978-981-19-0852-1_18,Conference paper
Changing Computer Curricula in Australia,"Digital Transformation of Education and Learning - Past, Present and Future",,,,10.1007/978-3-030-97986-7_12,Andrew E. FluckAnit Girgla,2022,https://link.springer.com/chapter/10.1007/978-3-030-97986-7_12,Conference paper
Metric Identification Evaluating Security Information: A Systematic Literature Review,Technologies and Innovation,,,,10.1007/978-3-031-19961-5_16,Daisy Imbaquingo-EsparzaJavier DíazSilvia ArciniegaJosé JácomeMacArthur Ortega-Bustamante,2022,https://link.springer.com/chapter/10.1007/978-3-031-19961-5_16,Conference paper
Autonomic IoT: Towards Smart System Components with Cognitive IoT,Pan-African Artificial Intelligence and Smart Systems,,,,10.1007/978-3-030-93314-2_16,Justice Owusu AgyemangDantong YuJerry John Kponyo,2022,https://link.springer.com/chapter/10.1007/978-3-030-93314-2_16,Conference paper
Exploring Rationality of Self Awareness in Social Networking for Logical Modeling of Unintentional Insiders,"HCI for Cybersecurity, Privacy and Trust",,,,10.1007/978-3-031-05563-8_22,Florian KammüllerChelsea Mira Alvarado,2022,https://link.springer.com/chapter/10.1007/978-3-031-05563-8_22,Conference paper
Wireless-Channel Key Exchange,Topics in Cryptology – CT-RSA 2023,,,,10.1007/978-3-031-30872-7_26,Afonso ArriagaPetra ŠalaMarjan Škrobot,2023,https://link.springer.com/chapter/10.1007/978-3-031-30872-7_26,Conference paper
Recycling Hashes from Reversible Bitcoin Mining to Seed Pseudorandom Number Generators,Blockchain – ICBC 2021,,,,10.1007/978-3-030-96527-3_7,Henri T. HeinonenAlexander Semenov,2022,https://link.springer.com/chapter/10.1007/978-3-030-96527-3_7,Conference paper
Puncturable Signature: A Generic Construction and&#xa0;Instantiations,Computer Security – ESORICS 2022,,,,10.1007/978-3-031-17146-8_25,Mei JiangDung Hoang DuongWilly Susilo,2022,https://link.springer.com/chapter/10.1007/978-3-031-17146-8_25,Conference paper
Knowledge Graph Induction Enabling Recommending and&#xa0;Trend Analysis: A Corporate Research Community Use Case,The Semantic Web – ISWC 2022,,,,10.1007/978-3-031-19433-7_47,Nandana MihindukulasooriyaMike SavaGaetano RossielloMd. Faisal Mahbub ChowdhuryIrene YachbesAditya GidhJillian DuckwitzKovit NisarMichael SantosAlfio Gliozzo,2022,https://link.springer.com/chapter/10.1007/978-3-031-19433-7_47,Conference paper
An Architecture for&#xa0;Enabling Collective Intelligence in&#xa0;IoT Networks,Computational Collective Intelligence,,,,10.1007/978-3-031-41456-5_3,Tapio FranttiIlgın Şafak,2023,https://link.springer.com/chapter/10.1007/978-3-031-41456-5_3,Conference paper
New Security Mechanism of Health Data Based on Blockchain–NFV,New Trends in Information and Communications Technology Applications,,,,10.1007/978-3-031-35442-7_12,Hayder A. JawdhariAlharith A. Abdullah,2023,https://link.springer.com/chapter/10.1007/978-3-031-35442-7_12,Conference paper
Pisces: A New Zero-Knowledge Protocol for Blockchain Privacy,Foundations and Practice of Security,,,,10.1007/978-3-030-70881-8_12,Shihui FuGuang Gong,2021,https://link.springer.com/chapter/10.1007/978-3-030-70881-8_12,Conference paper
About Non-living Things and Living Systems as Cultural Determinants,Culture and Computing,,,,10.1007/978-3-031-05434-1_30,Matthias Rauterberg,2022,https://link.springer.com/chapter/10.1007/978-3-031-05434-1_30,Conference paper
Ensuring the Big Data Integrity Through Verifiable Zero-Knowledge Operations,Mobile Internet Security,,,,10.1007/978-981-16-9576-6_15,Elena B. AleksandrovaMaria A. PoltavtsevaVadim S. Shmatov,2022,https://link.springer.com/chapter/10.1007/978-981-16-9576-6_15,Conference paper
Delegating Quantum Computation in the Quantum Random Oracle Model,Theory of Cryptography,,,,10.1007/978-3-030-36033-7_2,Jiayu Zhang,2019,https://link.springer.com/chapter/10.1007/978-3-030-36033-7_2,Conference paper
Lattice-Based Secret Handshakes with&#xa0;Reusable Credentials,Information and Communications Security,,,,10.1007/978-3-030-88052-1_14,Zhiyuan AnZhuoran ZhangYamin WenFangguo Zhang,2021,https://link.springer.com/chapter/10.1007/978-3-030-88052-1_14,Conference paper
Detailed Quantum Cryptographic Service and Data Security in Cloud Computing,"Advances in Data Science, Cyber Security and IT Applications",,,,10.1007/978-3-030-36365-9_4,Omer K. Jasim MohammadSafia Abbas,2019,https://link.springer.com/chapter/10.1007/978-3-030-36365-9_4,Conference paper
Multi-party Secure Comparison of&#xa0;Strings Based on&#xa0;Outsourced Computation,Machine Learning for Cyber Security,,,,10.1007/978-3-031-20099-1_2,Xin ZhangChao ShanYunfeng Zou,2023,https://link.springer.com/chapter/10.1007/978-3-031-20099-1_2,Conference paper
Requirements Engineering for Cyber-Physical Products,"Systems, Software and Services Process Improvement",,,,10.1007/978-3-031-42307-9_23,Thomas FehlmannEberhard Kranich,2023,https://link.springer.com/chapter/10.1007/978-3-031-42307-9_23,Conference paper
Non-interactive Privacy-Preserving Naïve Bayes Classifier Using Homomorphic Encryption,Security and Privacy in New Computing Environments,,,,10.1007/978-3-030-96791-8_14,Jingwei ChenYong FengYang LiuWenyuan WuGuanci Yang,2022,https://link.springer.com/chapter/10.1007/978-3-030-96791-8_14,Conference paper
Upside Down: Exploring the&#xa0;Ecosystem of&#xa0;Dark Web Data Markets,ICT Systems Security and Privacy Protection,,,,10.1007/978-3-031-06975-8_28,Bogdan CovrigEnrique Barrueco MikelarenaConstanta RoscaCatalina GoantaGerasimos SpanakisApostolis Zarras,2022,https://link.springer.com/chapter/10.1007/978-3-031-06975-8_28,Conference paper
Analyzing D-Wave Quantum Macro Assembler Security,16th International Conference on Information Technology-New Generations (ITNG 2019),,,,10.1007/978-3-030-14070-0_19,Hesham H. AlsaadiMonther AldwairiEva-Marie Muller-Stuler,2019,https://link.springer.com/chapter/10.1007/978-3-030-14070-0_19,Conference paper
Privacy-Preserving Data Management and&#xa0;Provision System for&#xa0;Personal Data Store,HCI International 2023 Posters,,,,10.1007/978-3-031-35998-9_13,Kaisei KajitaKinji MatsumuraGo Ohtake,2023,https://link.springer.com/chapter/10.1007/978-3-031-35998-9_13,Conference paper
Hours of&#xa0;Horus: Keyless Cryptocurrency Wallets,Financial Cryptography and Data Security. FC 2022 International Workshops,,,,10.1007/978-3-031-32415-4_37,Dionysis Zindros,2023,https://link.springer.com/chapter/10.1007/978-3-031-32415-4_37,Conference paper
On-Demand Allocation of&#xa0;Cryptographic Computing Resource with&#xa0;Load Prediction,Information and Communications Security,,,,10.1007/978-981-99-7356-9_11,Xiaogang CaoFenghua LiKui GengYingke XieWenlong Kou,2023,https://link.springer.com/chapter/10.1007/978-981-99-7356-9_11,Conference paper
Network Slicing vs. Network Neutrality – Is Consent Possible?,Artificial Intelligence  Applications  and Innovations. AIAI 2023 IFIP WG 12.5 International Workshops,,,,10.1007/978-3-031-34171-7_6,Lechosław TomaszewskiRobert Kołakowski,2023,https://link.springer.com/chapter/10.1007/978-3-031-34171-7_6,Conference paper
Blockchain Security: A Systematic Review,Futuristic Trends in Networks and Computing Technologies,,,,10.1007/978-981-19-5037-7_69,Parshwa ShahMadhuri Chopade,2022,https://link.springer.com/chapter/10.1007/978-981-19-5037-7_69,Conference paper
Improving the&#xa0;Privacy of&#xa0;Tor Onion Services,Applied Cryptography  and Network Security,,,,10.1007/978-3-031-09234-3_14,Edward EatonSajin SasyIan Goldberg,2022,https://link.springer.com/chapter/10.1007/978-3-031-09234-3_14,Conference paper
A Hybrid Solution Method for the Multi-Service Location Set Covering Problem,Computational Science – ICCS 2020,,,,10.1007/978-3-030-50433-5_41,Irina ChiscopJelle NautaBert VeermanFrank Phillipson,2020,https://link.springer.com/chapter/10.1007/978-3-030-50433-5_41,Conference paper
New Areas of Blockchain Technology Applications During the COVID-19 Pandemic,Information Systems and Design,,,,10.1007/978-3-030-95494-9_16,Vladimir V. GodinAnna E. TerekhovaSofia V. Kalamagina,2022,https://link.springer.com/chapter/10.1007/978-3-030-95494-9_16,Conference paper
Succinct Publicly-Certifiable Proofs,Progress in Cryptology – INDOCRYPT 2021,,,,10.1007/978-3-030-92518-5_27,Matteo CampanelliHamidreza Khoshakhlagh,2021,https://link.springer.com/chapter/10.1007/978-3-030-92518-5_27,Conference paper
Cloud-Aided Scalable Revocable Identity-Based Encryption with&#xa0;Ciphertext Update from&#xa0;Lattices,Frontiers in Cyber Security,,,,10.1007/978-981-19-0523-0_18,Yanhua ZhangXimeng LiuYupu HuHuiwen Jia,2022,https://link.springer.com/chapter/10.1007/978-981-19-0523-0_18,Conference paper
Internet of Things-Based Smart Irrigation System for Moisture in the Soil and Weather Forecast,"Communication, Networks and Computing",,,,10.1007/978-3-031-43145-6_9,Dharmendra PandeyAditya VidyarthiJitendra Singh Kushwah,2023,https://link.springer.com/chapter/10.1007/978-3-031-43145-6_9,Conference paper
Evaluating Post-quantum Signatures for IoT Devices,"Green, Pervasive, and Cloud Computing",,,,10.1007/978-3-030-19223-5_8,Jéssica CarneiroLeonardo B. Oliveira,2019,https://link.springer.com/chapter/10.1007/978-3-030-19223-5_8,Conference paper
Model-Based Approach to Automated Provisioning of Collaborative Educational Services,Computational Science – ICCS 2021,,,,10.1007/978-3-030-77980-1_48,Raul Llopis GandiaSławomir ZielińskiMarek Konieczny,2021,https://link.springer.com/chapter/10.1007/978-3-030-77980-1_48,Conference paper
Integrating the Meteorological Data into a Smart City Service Using Cloud of Things (CoT),Emerging Technologies in Computing,,,,10.1007/978-3-030-90016-8_7,R. SurendranT. TamilvizhiS. Lakshmi,2021,https://link.springer.com/chapter/10.1007/978-3-030-90016-8_7,Conference paper
Even More Work for Mother? Online Schooling and Asymmetric Parental Involvement during the Pandemic in Indonesia,"After Latour: Globalisation, Inequity and Climate Change",,,,10.1007/978-3-031-50154-8_14,Hotma Uli Octavia TampubolonJanaki Srinivasan,2023,https://link.springer.com/chapter/10.1007/978-3-031-50154-8_14,Conference paper
Artificial Neural Network and Math Behind It,Smart Trends in Computing and Communications,,,,10.1007/978-981-16-9967-2_21,Harshini PothinaK. V. Nagaraja,2023,https://link.springer.com/chapter/10.1007/978-981-16-9967-2_21,Conference paper
A Billion SMT Queries a&#xa0;Day (Invited Paper),Computer Aided Verification,,,,10.1007/978-3-031-13185-1_1,Neha Rungta,2022,https://link.springer.com/chapter/10.1007/978-3-031-13185-1_1,Conference paper
Non-interactive Blind Signatures for&#xa0;Random Messages,Advances in Cryptology – EUROCRYPT 2023,,,,10.1007/978-3-031-30589-4_25,Lucjan Hanzlik,2023,https://link.springer.com/chapter/10.1007/978-3-031-30589-4_25,Conference paper
Characterizing Containerized HPC Applications Performance at Petascale on CPU and GPU Architectures,High Performance Computing,,,,10.1007/978-3-030-78713-4_22,Amit RuhelaStephen Lien HarrellRichard Todd EvansGregory J. ZyndaJohn FonnerMatt VaughnTommy MinyardJohn Cazes,2021,https://link.springer.com/chapter/10.1007/978-3-030-78713-4_22,Conference paper
Considerations on&#xa0;Evaluation of&#xa0;Practical Cloud Data Protection,Cyber Security,,,,10.1007/978-981-19-8285-9_4,Rui MeiHan-Bing YanYongqiang HeQinqin WangShengqiang ZhuWeiping Wen,2022,https://link.springer.com/chapter/10.1007/978-981-19-8285-9_4,Conference paper
DeCSIDH: Delegating Isogeny Computations in the CSIDH Setting,Progress in Cryptology – INDOCRYPT 2021,,,,10.1007/978-3-030-92518-5_16,Robi Pedersen,2021,https://link.springer.com/chapter/10.1007/978-3-030-92518-5_16,Conference paper
"The Foundation, Trend and Frontier of Service Design Research in English Literature",HCI International 2021 - Posters,,,,10.1007/978-3-030-78635-9_12,Ya-Wei ZhangWei Ding,2021,https://link.springer.com/chapter/10.1007/978-3-030-78635-9_12,Conference paper
Satellite Downlink Scheduling Under Breakpoint Resume Mode,Advances in Swarm Intelligence,,,,10.1007/978-3-031-36625-3_29,Zhongxiang ChangZhongbao ZhouShi Cheng,2023,https://link.springer.com/chapter/10.1007/978-3-031-36625-3_29,Conference paper
Digital Energy: Towards Comprehensive Digital Support for a Renewable-Based Energy Sector,"Smart Cities, Green Technologies, and Intelligent Transport Systems",,,,10.1007/978-3-031-17098-0_22,Matthias JarkeMichael AndresMarkus MirzDennis van der VeldeJulius ZocherKlemens SchumannChristopher HaukAndreas UlbigAntonello Monti,2022,https://link.springer.com/chapter/10.1007/978-3-031-17098-0_22,Conference paper
Web Innovation Cycles and Timing Projections – Applying Economic Waves Theory to Internet Development Stages,Innovations in Digital Economy,,,,10.1007/978-3-031-14985-6_1,Maxim KuznetsovAlexander GorovoyDmitrii Rodionov,2022,https://link.springer.com/chapter/10.1007/978-3-031-14985-6_1,Conference paper
Quantum Game-Based Recommender Systems for Disruptive Innovations,Intelligent Information and Database Systems,,,,10.1007/978-3-030-14799-0_48,Agung TrisetyarsoFithra Faisal Hastiadi,2019,https://link.springer.com/chapter/10.1007/978-3-030-14799-0_48,Conference paper
Quantum Cryptography Protocols for IOE Security: A Perspective,Advanced Informatics for Computing Research,,,,10.1007/978-981-15-0111-1_11,Ch. Nikhil PradeepM. Kameswara RaoB. Sai Vikas,2019,https://link.springer.com/chapter/10.1007/978-981-15-0111-1_11,Conference paper
An Essence of&#xa0;Domain Engineering,NASA Formal Methods,,,,10.1007/978-3-031-06773-0_2,Dines Bjørner,2022,https://link.springer.com/chapter/10.1007/978-3-031-06773-0_2,Conference paper
Study on the Internet of Things Discipline in Civil Aviation,Advances in Artificial Intelligence and Security,,,,10.1007/978-3-031-06764-8_45,Jialei ChenHuan Zhang,2022,https://link.springer.com/chapter/10.1007/978-3-031-06764-8_45,Conference paper
A Formal Methodology for&#xa0;Verifying Side-Channel Vulnerabilities in&#xa0;Cache Architectures,Formal Methods  and Software Engineering,,,,10.1007/978-3-031-17244-1_12,Ke JiangTianwei ZhangDavid SanánYongwang ZhaoYang Liu,2022,https://link.springer.com/chapter/10.1007/978-3-031-17244-1_12,Conference paper
One-Time Traceable Ring Signatures,Computer Security – ESORICS 2021,,,,10.1007/978-3-030-88428-4_24,Alessandra ScafuroBihan Zhang,2021,https://link.springer.com/chapter/10.1007/978-3-030-88428-4_24,Conference paper
NooJ for Artificial Intelligence: An Anthropic Approach,Formalising Natural Languages: Applications to Natural Language Processing and Digital Humanities,,,,10.1007/978-3-030-70629-6_15,Mario Monteleone,2021,https://link.springer.com/chapter/10.1007/978-3-030-70629-6_15,Conference paper
A Scalable Solution for&#xa0;the&#xa0;Extended Multi-channel Facility Location Problem,Machine Learning and Knowledge Discovery in Databases: Research Track,,,,10.1007/978-3-031-43421-1_19,Etika AgarwalKarthik S. GurumoorthyAnkit Ajit JainShantala Manchenahally,2023,https://link.springer.com/chapter/10.1007/978-3-031-43421-1_19,Conference paper
On Using zk-SNARKs and zk-STARKs in Blockchain-Based Identity Management,Innovative Security Solutions for Information Technology and Communications,,,,10.1007/978-3-030-69255-1_9,Andreea-Elena PanaitRuxandra F. Olimid,2021,https://link.springer.com/chapter/10.1007/978-3-030-69255-1_9,Conference paper
Layout-Aware Embedding for Quantum Annealing Processors,High Performance Computing,,,,10.1007/978-3-030-20656-7_7,Jose P. PinillaSteven J. E. Wilton,2019,https://link.springer.com/chapter/10.1007/978-3-030-20656-7_7,Conference paper
Post-quantum EPID Signatures from Symmetric Primitives,Topics in Cryptology – CT-RSA 2019,,,,10.1007/978-3-030-12612-4_13,Dan BonehSaba EskandarianBen Fisch,2019,https://link.springer.com/chapter/10.1007/978-3-030-12612-4_13,Conference paper
Avionics System Architectures for&#xa0;Software-Defined Spacecraft,"Mobile Wireless Middleware, Operating Systems and Applications",,,,10.1007/978-3-031-34497-8_13,Xiongwen HeJionghui LiFan BaiXiaoyu JiaXiaofeng HuangMingwei Xu,2023,https://link.springer.com/chapter/10.1007/978-3-031-34497-8_13,Conference paper
Protection of Personal Data Using Anonymization,Computational Science and Its Applications – ICCSA 2021,,,,10.1007/978-3-030-87010-2_33,Alexander V. BogdanovAlexander DegtyarevNadezhda ShchegolevaVladimir KorkhovValery KhvatovNodir ZaynalovJasur KiyamovAleksandr DikAnar Faradzhov,2021,https://link.springer.com/chapter/10.1007/978-3-030-87010-2_33,Conference paper
ESSEX: Equipping Sparse Solvers For Exascale,Software for Exascale Computing - SPPEXA 2016-2019,,,,10.1007/978-3-030-47956-5_7,Christie L. AlappatAndreas AlvermannAchim BasermannHolger FehskeYasunori FutamuraMartin GalgonGeorg HagerSarah HuberAkira ImakuraMasatoshi KawaiMoritz KreutzerBruno LangKengo NakajimaMelven Röhrig-ZöllnerTetsuya SakuraiFaisal ShahzadJonas ThiesGerhard Wellein,2020,https://link.springer.com/chapter/10.1007/978-3-030-47956-5_7,Conference paper
Hardware-Accelerated Cryptography for Software-Defined Networks with P4,Innovative Security Solutions for Information Technology and Communications,,,,10.1007/978-3-030-69255-1_18,Lukas MalinaDavid SmekalSara RicciJan HajnyPeter CíbikJakub Hrabovsky,2021,https://link.springer.com/chapter/10.1007/978-3-030-69255-1_18,Conference paper
Astrape: Anonymous Payment Channels with&#xa0;Boring Cryptography,Applied Cryptography  and Network Security,,,,10.1007/978-3-031-09234-3_37,Yuhao DongIan GoldbergSergey GorbunovRaouf Boutaba,2022,https://link.springer.com/chapter/10.1007/978-3-031-09234-3_37,Conference paper
Economic Perspective of Cybersecurity: Principles and Strategies,Science of Cyber Security - SciSec 2022 Workshops,,,,10.1007/978-981-19-7769-5_9,Fei XuJing Xu,2022,https://link.springer.com/chapter/10.1007/978-981-19-7769-5_9,Conference paper
"Group Encryption: Full Dynamicity, Message Filtering and Code-Based Instantiation",Public-Key Cryptography – PKC 2021,,,,10.1007/978-3-030-75248-4_24,Khoa NguyenReihaneh Safavi-NainiWilly SusiloHuaxiong WangYanhong XuNeng Zeng,2021,https://link.springer.com/chapter/10.1007/978-3-030-75248-4_24,Conference paper
SoK: Decentralized Randomness Beacon Protocols,Information Security and Privacy,,,,10.1007/978-3-031-22301-3_21,Mayank RaikwarDanilo Gligoroski,2022,https://link.springer.com/chapter/10.1007/978-3-031-22301-3_21,Conference paper
Snowblind: A Threshold Blind Signature in&#xa0;Pairing-Free Groups,Advances in Cryptology – CRYPTO 2023,,,,10.1007/978-3-031-38557-5_23,Elizabeth CritesChelsea KomloMary MallerStefano TessaroChenzhi Zhu,2023,https://link.springer.com/chapter/10.1007/978-3-031-38557-5_23,Conference paper
Blockchain-Based Decentralized Key Management System with Quantum Resistance,Information Security Applications,,,,10.1007/978-3-030-17982-3_18,Hyeongcheol AnRakyong ChoiKwangjo Kim,2019,https://link.springer.com/chapter/10.1007/978-3-030-17982-3_18,Conference paper
From Bitcoin to Solana – Innovating Blockchain Towards Enterprise Applications,Blockchain – ICBC 2021,,,,10.1007/978-3-030-96527-3_6,Xiangyu LiXinyu WangTingli KongJunhao ZhengMin Luo,2022,https://link.springer.com/chapter/10.1007/978-3-030-96527-3_6,Conference paper
Task Scheduling Based Optimized Based Algorithm for Minimization of Energy Consumption in Cloud Computing Environment,Mining Intelligence and Knowledge Exploration,,,,10.1007/978-3-031-44084-7_38,M. Sri RaghavendraS. Sai Sahithi ReddyP. NikhithaP. Sai PriyaN. Madhura Swapna,2023,https://link.springer.com/chapter/10.1007/978-3-031-44084-7_38,Conference paper
Overview of Zero-Knowledge Proof and Its Applications in Blockchain,Blockchain Technology and Application,,,,10.1007/978-981-19-8877-6_5,Yu ZhouZeming WeiShansi MaHua Tang,2022,https://link.springer.com/chapter/10.1007/978-981-19-8877-6_5,Conference paper
Determining SDN Stability by the Analysis of Variance Technique,e-Infrastructure and e-Services for Developing Countries,,,,10.1007/978-3-031-06374-9_25,Ayotuyi T. AkinolaMatthew O. AdigunClementine N. Masango,2022,https://link.springer.com/chapter/10.1007/978-3-031-06374-9_25,Conference paper
Visualization of Macroscopic Structure of Ultra-high Performance Concrete Based on X-ray Computed Tomography Using Immersive Environments,"Virtual, Augmented and Mixed Reality: Design and Development",,,,10.1007/978-3-031-05939-1_2,Rajiv KhadkaMahesh AcharyaDaniel LaBrierMustafa Mashal,2022,https://link.springer.com/chapter/10.1007/978-3-031-05939-1_2,Conference paper
"TRIZ, a Systematic Approach to Create Quantum Activation Function for Deep Learning’s Hidden Layers, in Order to Make AI Explainable with Quantum Computer",New Opportunities for Innovation Breakthroughs for Developing Countries and Emerging Economies,,,,10.1007/978-3-030-32497-1_30,Adehi Guehika,2019,https://link.springer.com/chapter/10.1007/978-3-030-32497-1_30,Conference paper
Evolutionary Algorithms for the Design of Quantum Protocols,Applications of Evolutionary Computation,,,,10.1007/978-3-030-16692-2_15,Walter KrawecStjepan PicekDomagoj Jakobovic,2019,https://link.springer.com/chapter/10.1007/978-3-030-16692-2_15,Conference paper
Evolving Spiking Neural Network as a Classifier: An Experimental Review,Advances in Computing and Data Sciences,,,,10.1007/978-3-031-12641-3_25,M. SaravananAnnushree BablaniNavyasai Rangisetty,2022,https://link.springer.com/chapter/10.1007/978-3-031-12641-3_25,Conference paper
Methodology for Design and Implementation an Efficient HPC Cluster,High Performance Computing,,,,10.1007/978-3-030-68035-0_6,L. A. TorresCarlos J. Barrios,2021,https://link.springer.com/chapter/10.1007/978-3-030-68035-0_6,Conference paper
The INTERSECT Open Federated Architecture for&#xa0;the&#xa0;Laboratory of&#xa0;the&#xa0;Future,"Accelerating Science and Engineering Discoveries Through Integrated Research Infrastructure for Experiment, Big Data, Modeling and Simulation",,,,10.1007/978-3-031-23606-8_11,Christian EngelmannOlga KucharSwen BoehmMichael J. BrimThomas NaughtonSuhas SomnathScott AtchleyJack LangeBen MintzElke Arenholz,2022,https://link.springer.com/chapter/10.1007/978-3-031-23606-8_11,Conference paper
A Survey on Privacy-Preserving Machine Learning with Fully Homomorphic Encryption,High Performance Computing,,,,10.1007/978-3-030-68035-0_9,Luis Bernardo Pulido-GaytanAndrei TchernykhJorge M. Cortés-MendozaMikhail BabenkoGleb Radchenko,2021,https://link.springer.com/chapter/10.1007/978-3-030-68035-0_9,Conference paper
Anonymous Authentication Protocols in&#xa0;Vehicular Ad Hoc Network-An Survey,Information Security Practice and Experience,,,,10.1007/978-3-031-21280-2_27,Guiwen FuYanan ChenZhen WuQianlin Ye,2022,https://link.springer.com/chapter/10.1007/978-3-031-21280-2_27,Conference paper
A New Medical Image Encryption Algorithm for&#xa0;IoMT Applications,Pattern Recognition and Artificial Intelligence,,,,10.1007/978-3-031-04112-9_11,Renjith V. RaviS. B. GoyalChawki Djeddi,2022,https://link.springer.com/chapter/10.1007/978-3-031-04112-9_11,Conference paper
KHAPE: Asymmetric PAKE from&#xa0;Key-Hiding Key Exchange,Advances in Cryptology – CRYPTO 2021,,,,10.1007/978-3-030-84259-8_24,Yanqi GuStanislaw JareckiHugo Krawczyk,2021,https://link.springer.com/chapter/10.1007/978-3-030-84259-8_24,Conference paper
Automatically Translating Quantum Programs from a Subset of Common Gates to an Adiabatic Representation,Reversible Computation,,,,10.1007/978-3-030-21500-2_9,Malcolm ReganBrody EastwoodMahita NagabhiruFrank Mueller,2019,https://link.springer.com/chapter/10.1007/978-3-030-21500-2_9,Conference paper
A Lattice-Based Enhanced Privacy ID,Information Security Theory and Practice,,,,10.1007/978-3-030-41702-4_2,Nada EL KassemLuís FiolhaisPaulo MartinsLiqun ChenLeonel Sousa,2020,https://link.springer.com/chapter/10.1007/978-3-030-41702-4_2,Conference paper
Understanding and Leveraging the I/O Patterns of Emerging Machine Learning Analytics,"Driving Scientific and Engineering Discoveries Through the Integration of Experiment, Big Data, and Modeling and Simulation",,,,10.1007/978-3-030-96498-6_7,Ana GainaruDmitry GanyushinBing XieTahsin KurcJoel SaltzSarp OralNorbert PodhorszkiFranz PoeschelAxel HueblScott Klasky,2022,https://link.springer.com/chapter/10.1007/978-3-030-96498-6_7,Conference paper
Randomized Half-Ideal Cipher on&#xa0;Groups with&#xa0;Applications to&#xa0;UC (a)PAKE,Advances in Cryptology – EUROCRYPT 2023,,,,10.1007/978-3-031-30589-4_5,Bruno Freitas Dos SantosYanqi GuStanislaw Jarecki,2023,https://link.springer.com/chapter/10.1007/978-3-031-30589-4_5,Conference paper
A Proxy Re-encryption Scheme of Medical Data Sharing Based on Consortium Blockchain,Blockchain Technology and Application,,,,10.1007/978-981-19-8877-6_1,Juxia LiXing ZhangZhiguang Chu,2022,https://link.springer.com/chapter/10.1007/978-981-19-8877-6_1,Conference paper
Challenges in IoT Applications and Research,Internet of Things. Technology and Applications,,,,10.1007/978-3-030-96466-5_1,Luis M. Camarinha-MatosSrinivas Katkoori,2022,https://link.springer.com/chapter/10.1007/978-3-030-96466-5_1,Conference paper
Generalized Proofs of Knowledge with Fully Dynamic Setup,Theory of Cryptography,,,,10.1007/978-3-030-90459-3_17,Christian BadertscherDaniel JostUeli Maurer,2021,https://link.springer.com/chapter/10.1007/978-3-030-90459-3_17,Conference paper
ATLAS: A Practical Attack Detection and Live Malware Analysis System for IoT Threat Intelligence,Information Security,,,,10.1007/978-3-031-22390-7_19,Yan Lin AungMartín OchoaJianying Zhou,2022,https://link.springer.com/chapter/10.1007/978-3-031-22390-7_19,Conference paper
Flowrider: Fast On-Demand Key Provisioning for Cloud Networks,Security and Privacy in Communication Networks,,,,10.1007/978-3-030-90022-9_11,Nicolae PaladiMarco TilocaPegah Nikbakht BidehMartin Hell,2021,https://link.springer.com/chapter/10.1007/978-3-030-90022-9_11,Conference paper
QoS Investigation for Power Network with Distributed Control Services,Machine Learning for Cyber Security,,,,10.1007/978-3-030-62223-7_19,Shen JinXuesong LiangHao Tian,2020,https://link.springer.com/chapter/10.1007/978-3-030-62223-7_19,Conference paper
Collaborative Intrusion Detection System for Internet of Things Using Distributed Ledger Technology: A Survey on Challenges and Opportunities,Intelligent Information and Database Systems,,,,10.1007/978-3-031-21743-2_27,Aulia Arif WardanaGrzegorz KołaczekParman Sukarno,2022,https://link.springer.com/chapter/10.1007/978-3-031-21743-2_27,Conference paper
The AI4Media Project: Use of Next-Generation Artificial Intelligence Technologies for Media Sector Applications,Artificial Intelligence Applications and Innovations,,,,10.1007/978-3-030-79150-6_7,Filareti TsalakanidouSymeon PapadopoulosVasileios MezarisIoannis KompatsiarisBirgit GrayDanae TsabourakiMaritini KalogeriniFulvio NegroMaurizio MontagnuoloJesse de VosPhilo van KemenadeDaniele GravinaRémi MignotAlexey OzerovFrancois SchnitzlerArtur Garcia-SaezGeorgios N. YannakakisAntonios LiapisGeorgi Kostadinov,2021,https://link.springer.com/chapter/10.1007/978-3-030-79150-6_7,Conference paper
